Edge1-Edge2	KappaScore
GO:0044450 (term-term) GO:0005813	0.49384929846052283
GO:0044450 (term-term) GO:0005814	0.8452294197689895
GO:0044450 (term-term-ontology) GO:0005814	2.0
GO:0044450 (term-term-ontology) GO:0005815	2.0
GO:0044450 (term-term-ontology) GO:0034451	2.0
GO:0044450 (term-term-ontology) GO:0044430	2.0
GO:0044450 (term-term-ontology) GO:0044444	2.0
GO:0044451 (term-term) GO:0016604	0.6481764255754944
GO:0044451 (term-term) GO:0016607	0.40700604333395135
GO:0044451 (term-term-ontology) GO:0000118	2.0
GO:0044451 (term-term-ontology) GO:0000123	2.0
GO:0044451 (term-term-ontology) GO:0005654	2.0
GO:0044451 (term-term-ontology) GO:0008023	2.0
GO:0044451 (term-term-ontology) GO:0016591	2.0
GO:0044451 (term-term-ontology) GO:0016592	2.0
GO:0044451 (term-term-ontology) GO:0016604	2.0
GO:0044451 (term-term-ontology) GO:0035097	2.0
GO:0044451 (term-term-ontology) GO:0044428	2.0
GO:0044452 (term-term-ontology) GO:0005730	2.0
GO:0044452 (term-term-ontology) GO:0044428	2.0
GO:0044454 (term-term) GO:0000228	0.9592668734039165
GO:0044454 (term-term) GO:0000785	0.6725703109469945
GO:0044454 (term-term) GO:0000790	0.7542739963107777
GO:0044454 (term-term) GO:0005694	0.6712534129212127
GO:0044454 (term-term) GO:0044427	0.7368928057453632
GO:0044454 (term-term-ontology) GO:0000228	2.0
GO:0044454 (term-term-ontology) GO:0000784	2.0
GO:0044454 (term-term-ontology) GO:0000790	2.0
GO:0044454 (term-term-ontology) GO:0043596	2.0
GO:0044454 (term-term-ontology) GO:0044427	2.0
GO:0044454 (term-term-ontology) GO:0044428	2.0
GO:0044455 (term-term) GO:0005740	0.4215382002674768
GO:0044455 (term-term) GO:0005743	0.4906692464163455
GO:0044455 (term-term) GO:0005746	0.5982082373091383
GO:0044455 (term-term) GO:0019866	0.4539511078294406
GO:0044455 (term-term) GO:0031966	0.44161895700043247
GO:0044455 (term-term-ontology) GO:0005746	2.0
GO:0044455 (term-term-ontology) GO:0031966	2.0
GO:0044455 (term-term-ontology) GO:0044429	2.0
GO:0044463 (term-term) GO:0042995	0.6697116698199288
GO:0044463 (term-term) GO:0043005	0.48843178906744095
GO:0044463 (term-term-ontology) GO:0030426	2.0
GO:0044463 (term-term-ontology) GO:0032838	2.0
GO:0044463 (term-term-ontology) GO:0033267	2.0
GO:0044463 (term-term-ontology) GO:0042995	2.0
GO:0044464 (term-term) GO:0005622	0.43183327578714525
GO:0044464 (term-term-ontology) GO:0005622	2.0
GO:0044464 (term-term-ontology) GO:0005905	2.0
GO:0044464 (term-term-ontology) GO:0008287	2.0
GO:0044464 (term-term-ontology) GO:0012505	2.0
GO:0044464 (term-term-ontology) GO:0030427	2.0
GO:0044464 (term-term-ontology) GO:0030496	2.0
GO:0044464 (term-term-ontology) GO:0031252	2.0
GO:0044464 (term-term-ontology) GO:0031975	2.0
GO:0044464 (term-term-ontology) GO:0032155	2.0
GO:0044464 (term-term-ontology) GO:0042995	2.0
GO:0044464 (term-term-ontology) GO:0043209	2.0
GO:0044464 (term-term-ontology) GO:0044424	2.0
GO:0044464 (term-term-ontology) GO:0044463	2.0
GO:0044798 (term-term) GO:0000428	0.433280438052417
GO:0044798 (term-term) GO:0005667	0.6196680432978711
GO:0044798 (term-term) GO:0016591	0.4733789031216306
GO:0044798 (term-term) GO:0030880	0.4297766239207255
GO:0044798 (term-term-ontology) GO:0005634	2.0
GO:0044798 (term-term-ontology) GO:0005667	2.0
GO:0044798 (term-term-ontology) GO:0044428	2.0
GO:0045171 (term-term-ontology) GO:0044421	2.0
GO:0045335 (term-term) GO:0030139	0.5337562041277794
GO:0045335 (term-term-ontology) GO:0030139	2.0
GO:0048471 (term-term-ontology) GO:0044444	2.0
GO:0061695 (term-term) GO:0000428	0.662073946498512
GO:0061695 (term-term) GO:0016591	0.5655514385744945
GO:0061695 (term-term) GO:0030880	0.6692535724839521
GO:0061695 (term-term-ontology) GO:0030880	2.0
GO:0070013 (term-term) GO:0005634	0.48319906507305144
GO:0070013 (term-term) GO:0005654	0.7553797289284827
GO:0070013 (term-term) GO:0031981	0.8603760063127297
GO:0070013 (term-term) GO:0044422	0.5298292621453251
GO:0070013 (term-term) GO:0044428	0.8113886527846222
GO:0070013 (term-term) GO:0044446	0.5469261994746384
GO:0070013 (term-term-ontology) GO:0005759	2.0
GO:0070013 (term-term-ontology) GO:0031981	2.0
GO:0070013 (term-term-ontology) GO:0043229	2.0
GO:0070013 (term-term-ontology) GO:0044424	2.0
GO:0070062 (term-term) GO:0031982	0.7769906790121103
GO:0070062 (term-term) GO:0044421	0.8490957110172023
GO:0070161 (term-term) GO:0005911	0.5709805215229565
GO:0070161 (term-term) GO:0005912	0.9875560501992929
GO:0070161 (term-term) GO:0005913	0.6234063502970317
GO:0070161 (term-term) GO:0005924	0.7171053308074717
GO:0070161 (term-term) GO:0005925	0.714694014155483
GO:0070161 (term-term) GO:0030055	0.7135163787457708
GO:0070161 (term-term-ontology) GO:0005912	2.0
GO:0070469 (term-term) GO:0005746	0.9362968269378851
GO:0070469 (term-term) GO:0005747	0.6544346871352077
GO:0070469 (term-term) GO:0044455	0.5741739008681074
GO:0070469 (term-term-ontology) GO:0005746	2.0
GO:0070603 (term-term-ontology) GO:0043234	2.0
GO:0070603 (term-term-ontology) GO:0044428	2.0
GO:0071011 (term-term-ontology) GO:0005681	2.0
GO:0071013 (term-term) GO:0005681	0.6764460740252239
GO:0071013 (term-term-ontology) GO:0005681	2.0
GO:0071339 (term-term) GO:0034708	0.4657906117968027
GO:0071339 (term-term) GO:0035097	0.5561662740619138
GO:0090575 (term-term) GO:0000428	0.47759830673535697
GO:0090575 (term-term) GO:0005667	0.5246407983730784
GO:0090575 (term-term) GO:0016591	0.5380196765653833
GO:0090575 (term-term) GO:0030880	0.4733276040843673
GO:0090575 (term-term) GO:0044798	0.8840007529506121
GO:0090575 (term-term-ontology) GO:0044798	2.0
GO:0097458 (term-term) GO:0030424	0.46672566056072406
GO:0097458 (term-term) GO:0042995	0.6657470689284563
GO:0097458 (term-term) GO:0043005	0.8587630631680908
GO:0097458 (term-term) GO:0044463	0.4959508831650534
GO:0097458 (term-term-ontology) GO:0030426	2.0
GO:0097458 (term-term-ontology) GO:0033267	2.0
GO:0097458 (term-term-ontology) GO:0043005	2.0
GO:0097458 (term-term-ontology) GO:0044464	2.0
GO:0097525 (term-term) GO:0005681	0.44754768392370303
GO:0097525 (term-term) GO:0005684	0.5439079942637098
GO:0097525 (term-term) GO:0030532	0.9318745012390307
GO:0097525 (term-term-ontology) GO:0030532	2.0
GO:0097526 (term-term) GO:0030532	0.5987532159113318
GO:0097526 (term-term) GO:0097525	0.6575168918918934
GO:0097526 (term-term-ontology) GO:0097525	2.0
GO:0097542 (term-term) GO:0030990	0.6743331123849184
GO:0097708 (term-term) GO:0005768	0.6151179756910927
GO:0097708 (term-term) GO:0012505	0.4841305416805494
GO:0097708 (term-term) GO:0031410	0.998842394675758
GO:0097708 (term-term) GO:0031982	0.5248910034668417
GO:0097708 (term-term) GO:0044433	0.6620194979519771
GO:0097708 (term-term-ontology) GO:0005622	2.0
GO:0097708 (term-term-ontology) GO:0031410	2.0
GO:0097708 (term-term-ontology) GO:0031982	2.0
GO:0097708 (term-term-ontology) GO:0043229	2.0
GO:0098562 (term-term) GO:0009898	0.9530609983777653
GO:0098562 (term-term) GO:0019898	0.46784097466573366
GO:0098562 (term-term-ontology) GO:0009898	2.0
GO:0098588 (term-term) GO:0005794	0.4727463769709816
GO:0098588 (term-term) GO:0012505	0.4130337368923227
GO:0098588 (term-term) GO:0031090	0.75889789743814
GO:0098588 (term-term) GO:0031410	0.4544766379791323
GO:0098588 (term-term) GO:0044433	0.538218744627469
GO:0098588 (term-term) GO:0097708	0.45378805727578053
GO:0098588 (term-term-ontology) GO:0005774	2.0
GO:0098588 (term-term-ontology) GO:0010008	2.0
GO:0098588 (term-term-ontology) GO:0030662	2.0
GO:0098588 (term-term-ontology) GO:0031090	2.0
GO:0098589 (term-term-ontology) GO:0005905	2.0
GO:0098687 (term-term) GO:0000775	0.7289082391366895
GO:0098687 (term-term) GO:0000776	0.5757449164037465
GO:0098687 (term-term) GO:0000777	0.47070183089343387
GO:0098687 (term-term) GO:0000779	0.5096404510582265
GO:0098687 (term-term) GO:0000781	0.6067212476993038
GO:0098687 (term-term) GO:0000784	0.4957043611840706
GO:0098687 (term-term) GO:0000793	0.5412853973344348
GO:0098687 (term-term) GO:0005694	0.5195215064365359
GO:0098687 (term-term) GO:0044427	0.5767639678902554
GO:0098687 (term-term-ontology) GO:0000775	2.0
GO:0098687 (term-term-ontology) GO:0000781	2.0
GO:0098687 (term-term-ontology) GO:0044427	2.0
GO:0098791 (term-term) GO:0005802	0.8249685354561114
GO:0098791 (term-term) GO:0031984	0.9693656884378464
GO:0098791 (term-term-ontology) GO:0005794	2.0
GO:0098791 (term-term-ontology) GO:0005802	2.0
GO:0098791 (term-term-ontology) GO:0031984	2.0
GO:0098796 (term-term-ontology) GO:0030117	2.0
GO:0098796 (term-term-ontology) GO:0031201	2.0
GO:0098796 (term-term-ontology) GO:0043234	2.0
GO:0098798 (term-term) GO:0005743	0.40375183800296566
GO:0098798 (term-term) GO:0005746	0.6640844817915146
GO:0098798 (term-term) GO:0005747	0.4854734112819184
GO:0098798 (term-term) GO:0044455	0.7867361485421402
GO:0098798 (term-term) GO:0070469	0.6320122853105422
GO:0098798 (term-term-ontology) GO:0005739	2.0
GO:0098798 (term-term-ontology) GO:0043234	2.0
GO:0098798 (term-term-ontology) GO:0044429	2.0
GO:0098800 (term-term) GO:0005746	0.7426003168335714
GO:0098800 (term-term) GO:0005747	0.5556633847747944
GO:0098800 (term-term) GO:0044455	0.7600022239453168
GO:0098800 (term-term) GO:0070469	0.702974700267102
GO:0098800 (term-term) GO:0098798	0.9090069139286951
GO:0098800 (term-term-ontology) GO:0005743	2.0
GO:0098800 (term-term-ontology) GO:0005747	2.0
GO:0098800 (term-term-ontology) GO:0044455	2.0
GO:0098800 (term-term-ontology) GO:0098796	2.0
GO:0098800 (term-term-ontology) GO:0098798	2.0
GO:0098803 (term-term) GO:0005746	0.950759895292137
GO:0098803 (term-term) GO:0005747	0.7443736998045738
GO:0098803 (term-term) GO:0044455	0.5607591946297692
GO:0098803 (term-term) GO:0070469	0.9013463606417017
GO:0098803 (term-term) GO:0098798	0.681331105866368
GO:0098803 (term-term) GO:0098800	0.7640933154924636
GO:0098803 (term-term-ontology) GO:0070469	2.0
GO:0098803 (term-term-ontology) GO:0098796	2.0
GO:0098805 (term-term) GO:0005768	0.45077522155454114
GO:0098805 (term-term) GO:0010008	0.4481268613176586
GO:0098805 (term-term) GO:0031090	0.5369016971328694
GO:0098805 (term-term) GO:0031410	0.5025196115171472
GO:0098805 (term-term) GO:0044433	0.5969871042489978
GO:0098805 (term-term) GO:0044440	0.4548410070594116
GO:0098805 (term-term) GO:0097708	0.5017591430210206
GO:0098805 (term-term) GO:0098588	0.7153702697384217
GO:0098805 (term-term) GO:0098589	0.4054399902019631
GO:0098805 (term-term-ontology) GO:0005774	2.0
GO:0098805 (term-term-ontology) GO:0010008	2.0
GO:0098805 (term-term-ontology) GO:0030662	2.0
GO:0098805 (term-term-ontology) GO:0098589	2.0
GO:0098857 (term-term) GO:0098589	0.871839652926975
GO:0098857 (term-term-ontology) GO:0098589	2.0
GO:0098984 (term-term) GO:0014069	0.9881373666611758
GO:0099512 (term-term) GO:0005874	0.7346368168880485
GO:0099512 (term-term) GO:0015630	0.43308822308975975
GO:0099512 (term-term) GO:0044430	0.576687197839369
GO:0099513 (term-term) GO:0005874	0.7426520254478906
GO:0099513 (term-term) GO:0015630	0.4365325815934483
GO:0099513 (term-term) GO:0044430	0.5803180217184912
GO:0099513 (term-term) GO:0099512	0.9913973077568771
GO:0099513 (term-term-ontology) GO:0005874	2.0
GO:0099513 (term-term-ontology) GO:0044430	2.0
GO:0099513 (term-term-ontology) GO:0099512	2.0
GO:0099568 (term-term) GO:0005938	0.8932635933737668
GO:0099568 (term-term) GO:0044448	0.5837738783812264
GO:0099568 (term-term-ontology) GO:0005737	2.0
GO:0099568 (term-term-ontology) GO:0005938	2.0
GO:0099568 (term-term-ontology) GO:0032838	2.0
GO:0099568 (term-term-ontology) GO:0044444	2.0
GO:1902494 (term-term-ontology) GO:0000118	2.0
GO:1902494 (term-term-ontology) GO:0071013	2.0
GO:1902554 (term-term) GO:0000307	0.6317612935892922
GO:1902554 (term-term) GO:0061695	0.49182113344026873
GO:1902554 (term-term-ontology) GO:0000307	2.0
GO:1902562 (term-term) GO:0000123	0.6250882960979639
GO:1902562 (term-term) GO:0031248	0.5812853661558873
GO:1902562 (term-term-ontology) GO:0000123	2.0
GO:1902911 (term-term) GO:0000307	0.5782822696081487
GO:1902911 (term-term) GO:0061695	0.5403432406084933
GO:1902911 (term-term) GO:1902554	0.9366892771322018
GO:1902911 (term-term-ontology) GO:0061695	2.0
GO:1902911 (term-term-ontology) GO:1902554	2.0
GO:1903561 (term-term) GO:0031982	0.779695556881964
GO:1903561 (term-term) GO:0044421	0.851876761125096
GO:1903561 (term-term) GO:0070062	0.9971553653903023
GO:1903561 (term-term-ontology) GO:0031982	2.0
GO:1903561 (term-term-ontology) GO:0070062	2.0
GO:1904115 (term-term) GO:0032838	0.7781233525247515
GO:1904115 (term-term-ontology) GO:0030424	2.0
GO:1904115 (term-term-ontology) GO:0032838	2.0
GO:1904115 (term-term-ontology) GO:0033267	2.0
GO:1905368 (term-term) GO:0000502	0.8562515509234612
GO:1905368 (term-term) GO:0022624	0.4406876142587705
GO:1905368 (term-term-ontology) GO:1902494	2.0
GO:1990204 (term-term) GO:0005746	0.676368405287595
GO:1990204 (term-term) GO:0005747	0.6055560891661163
GO:1990204 (term-term) GO:0044455	0.42280354880860704
GO:1990204 (term-term) GO:0070469	0.6491264797090367
GO:1990204 (term-term) GO:0098798	0.5571530919027337
GO:1990204 (term-term) GO:0098800	0.5664489082795674
GO:1990204 (term-term) GO:0098803	0.709757691036654
GO:1990204 (term-term-ontology) GO:0044464	2.0
GO:1990204 (term-term-ontology) GO:1902494	2.0
GO:1990234 (term-term) GO:0000151	0.5132854282512518
GO:1990234 (term-term) GO:0061695	0.5055478400311649
GO:1990234 (term-term) GO:1902494	0.7209714098701817
GO:1990234 (term-term-ontology) GO:0000151	2.0
GO:1990234 (term-term-ontology) GO:0034708	2.0
GO:1990234 (term-term-ontology) GO:0061695	2.0
GO:1990234 (term-term-ontology) GO:1902494	2.0
GO:1990904 (term-term) GO:0005840	0.46541995675046616
