Edge1-Edge2	KappaScore
GO:0022627 (term-term-ontology) GO:0022626	2.0
GO:0030017 (term-term) GO:0030016	0.941029504153381
GO:0030017 (term-term-ontology) GO:0030016	2.0
GO:0030018 (term-term) GO:0030016	0.7242726221866258
GO:0030018 (term-term) GO:0030017	0.7796604453071867
GO:0030055 (term-term) GO:0005912	0.7249066993110871
GO:0030055 (term-term) GO:0005924	0.9934982509680467
GO:0030055 (term-term) GO:0005925	0.9908753815318495
GO:0030055 (term-term-ontology) GO:0005924	2.0
GO:0030133 (term-term) GO:0012506	0.44325036175913085
GO:0030133 (term-term-ontology) GO:0012505	2.0
GO:0030134 (term-term-ontology) GO:0005737	2.0
GO:0030134 (term-term-ontology) GO:0030133	2.0
GO:0030135 (term-term) GO:0012506	0.4311700762394411
GO:0030135 (term-term) GO:0030133	0.4453717047294875
GO:0030135 (term-term) GO:0030134	0.4955212739487414
GO:0030135 (term-term-ontology) GO:0030134	2.0
GO:0030136 (term-term) GO:0030135	0.7695656127111115
GO:0030136 (term-term-ontology) GO:0030135	2.0
GO:0030139 (term-term) GO:0012506	0.4381317455406328
GO:0030427 (term-term) GO:0030426	0.9852352170113584
GO:0030427 (term-term-ontology) GO:0030426	2.0
GO:0030532 (term-term) GO:0005681	0.4488195665655642
GO:0030532 (term-term) GO:0005684	0.4982134294420746
GO:0030662 (term-term) GO:0012506	0.455222683733547
GO:0030662 (term-term) GO:0030117	0.5006078787400337
GO:0030662 (term-term) GO:0030134	0.5243461754337313
GO:0030662 (term-term) GO:0030135	0.7296181365886201
GO:0030662 (term-term) GO:0030136	0.5468718412385608
GO:0030662 (term-term-ontology) GO:0030135	2.0
GO:0030686 (term-term) GO:0030684	0.5824670558981722
GO:0030686 (term-term-ontology) GO:0030684	2.0
GO:0030687 (term-term) GO:0030684	0.5569310702379701
GO:0030687 (term-term-ontology) GO:0030684	2.0
GO:0030880 (term-term) GO:0000428	0.991916948892389
GO:0030880 (term-term) GO:0016591	0.8788961782361575
GO:0030880 (term-term-ontology) GO:0000428	2.0
GO:0030894 (term-term) GO:0005657	0.6654566454912949
GO:0030894 (term-term-ontology) GO:0005657	2.0
GO:0031090 (term-term) GO:0012505	0.4359965156990808
GO:0031090 (term-term-ontology) GO:0012506	2.0
GO:0031090 (term-term-ontology) GO:0019866	2.0
GO:0031093 (term-term) GO:0031091	0.865451990358066
GO:0031093 (term-term-ontology) GO:0031091	2.0
GO:0031248 (term-term) GO:0000123	0.9480403990702342
GO:0031248 (term-term-ontology) GO:0000123	2.0
GO:0031252 (term-term) GO:0001726	0.6153834812681201
GO:0031252 (term-term) GO:0030027	0.6727431562013235
GO:0031252 (term-term-ontology) GO:0001726	2.0
GO:0031252 (term-term-ontology) GO:0030027	2.0
GO:0031256 (term-term) GO:0001726	0.5931134558534094
GO:0031256 (term-term) GO:0031252	0.5381654176442443
GO:0031256 (term-term-ontology) GO:0031252	2.0
GO:0031410 (term-term) GO:0005768	0.616104539663562
GO:0031410 (term-term) GO:0012505	0.48472148414236543
GO:0031410 (term-term-ontology) GO:0005737	2.0
GO:0031410 (term-term-ontology) GO:0005768	2.0
GO:0031410 (term-term-ontology) GO:0030133	2.0
GO:0031410 (term-term-ontology) GO:0030135	2.0
GO:0031410 (term-term-ontology) GO:0030139	2.0
GO:0031674 (term-term) GO:0030016	0.7759134522261837
GO:0031674 (term-term) GO:0030017	0.8326728037015974
GO:0031674 (term-term) GO:0030018	0.9449583209535423
GO:0031674 (term-term-ontology) GO:0030017	2.0
GO:0031674 (term-term-ontology) GO:0030018	2.0
GO:0031901 (term-term) GO:0005769	0.5519575385798988
GO:0031901 (term-term) GO:0010008	0.4331937156386381
GO:0031901 (term-term-ontology) GO:0005769	2.0
GO:0031901 (term-term-ontology) GO:0010008	2.0
GO:0031902 (term-term) GO:0005770	0.6896221494776457
GO:0031902 (term-term) GO:0010008	0.41624302740180164
GO:0031902 (term-term-ontology) GO:0005770	2.0
GO:0031902 (term-term-ontology) GO:0010008	2.0
GO:0031965 (term-term) GO:0005635	0.7871096763592561
GO:0031965 (term-term-ontology) GO:0005635	2.0
GO:0031965 (term-term-ontology) GO:0031090	2.0
GO:0031966 (term-term) GO:0005739	0.5385355851706335
GO:0031966 (term-term) GO:0005740	0.9703385242051444
GO:0031966 (term-term) GO:0005743	0.8220637023091262
GO:0031966 (term-term) GO:0019866	0.786359492083604
GO:0031966 (term-term-ontology) GO:0005740	2.0
GO:0031966 (term-term-ontology) GO:0005741	2.0
GO:0031966 (term-term-ontology) GO:0005743	2.0
GO:0031966 (term-term-ontology) GO:0031090	2.0
GO:0031967 (term-term) GO:0005635	0.5390939356937042
GO:0031967 (term-term) GO:0005739	0.4761150298305514
GO:0031967 (term-term) GO:0005740	0.760017097014598
GO:0031967 (term-term) GO:0005743	0.574591773420128
GO:0031967 (term-term) GO:0019866	0.6192946557534905
GO:0031967 (term-term) GO:0031090	0.49342594562128206
GO:0031967 (term-term) GO:0031966	0.7322614503656888
GO:0031967 (term-term-ontology) GO:0005635	2.0
GO:0031967 (term-term-ontology) GO:0005740	2.0
GO:0031967 (term-term-ontology) GO:0019866	2.0
GO:0031975 (term-term) GO:0005635	0.5382211436888078
GO:0031975 (term-term) GO:0005739	0.4755705991010683
GO:0031975 (term-term) GO:0005740	0.7589724503506989
GO:0031975 (term-term) GO:0005743	0.5736840787802053
GO:0031975 (term-term) GO:0019866	0.6183469773999919
GO:0031975 (term-term) GO:0031090	0.49366805438739353
GO:0031975 (term-term) GO:0031966	0.731232456302832
GO:0031975 (term-term) GO:0031967	0.9988912186614327
GO:0031975 (term-term-ontology) GO:0031967	2.0
GO:0031981 (term-term) GO:0005634	0.5615857436410707
GO:0031981 (term-term) GO:0005654	0.8912907743206889
GO:0031981 (term-term-ontology) GO:0000228	2.0
GO:0031981 (term-term-ontology) GO:0005654	2.0
GO:0031981 (term-term-ontology) GO:0005730	2.0
GO:0031982 (term-term) GO:0031410	0.5239951954081662
GO:0031982 (term-term-ontology) GO:0012506	2.0
GO:0031983 (term-term) GO:0031091	0.6564794068759608
GO:0031983 (term-term) GO:0031093	0.7173169987003319
GO:0031983 (term-term-ontology) GO:0031982	2.0
GO:0031984 (term-term) GO:0005802	0.7954311157903989
GO:0032040 (term-term) GO:0030684	0.6191350382103116
GO:0032040 (term-term) GO:0030686	0.5494492890757359
GO:0032040 (term-term-ontology) GO:0030684	2.0
GO:0032155 (term-term) GO:0032154	0.9163388534331016
GO:0032155 (term-term-ontology) GO:0032154	2.0
GO:0032432 (term-term) GO:0001725	0.9480287376373333
GO:0032432 (term-term-ontology) GO:0015629	2.0
GO:0032587 (term-term) GO:0001726	0.7045860197428359
GO:0032587 (term-term) GO:0031256	0.792733666595109
GO:0032587 (term-term-ontology) GO:0001726	2.0
GO:0032587 (term-term-ontology) GO:0031256	2.0
GO:0032993 (term-term-ontology) GO:0030894	2.0
GO:0033267 (term-term) GO:0030424	0.6402228033582898
GO:0033267 (term-term-ontology) GO:0030424	2.0
GO:0034399 (term-term) GO:0016363	0.8820119556045544
GO:0034399 (term-term-ontology) GO:0016363	2.0
GO:0034399 (term-term-ontology) GO:0031981	2.0
GO:0034451 (term-term-ontology) GO:0005813	2.0
GO:0035097 (term-term) GO:0034708	0.8815366637452542
GO:0035097 (term-term-ontology) GO:0034708	2.0
GO:0036064 (term-term-ontology) GO:0005815	2.0
GO:0036464 (term-term) GO:0035770	0.9614808354094783
GO:0036464 (term-term-ontology) GO:0005737	2.0
GO:0036464 (term-term-ontology) GO:0035770	2.0
GO:0042641 (term-term) GO:0001725	0.9086403064098312
GO:0042641 (term-term) GO:0032432	0.8654404344321072
GO:0042641 (term-term-ontology) GO:0001725	2.0
GO:0042641 (term-term-ontology) GO:0015629	2.0
GO:0042645 (term-term-ontology) GO:0005739	2.0
GO:0042645 (term-term-ontology) GO:0005759	2.0
GO:0042995 (term-term-ontology) GO:0001726	2.0
GO:0042995 (term-term-ontology) GO:0030027	2.0
GO:0042995 (term-term-ontology) GO:0032838	2.0
GO:0042995 (term-term-ontology) GO:0036064	2.0
GO:0043005 (term-term) GO:0030424	0.5760300112856434
GO:0043005 (term-term) GO:0042995	0.6580461178978672
GO:0043005 (term-term-ontology) GO:0030424	2.0
GO:0043005 (term-term-ontology) GO:0030426	2.0
GO:0043005 (term-term-ontology) GO:0042995	2.0
GO:0043227 (term-term-ontology) GO:0031090	2.0
GO:0043227 (term-term-ontology) GO:0031967	2.0
GO:0043227 (term-term-ontology) GO:0031982	2.0
GO:0043227 (term-term-ontology) GO:0031984	2.0
GO:0043229 (term-term) GO:0005622	0.5237140459866269
GO:0043229 (term-term) GO:0005634	0.4249870301808821
GO:0043229 (term-term) GO:0043227	0.7147100667522517
GO:0043229 (term-term-ontology) GO:0005622	2.0
GO:0043231 (term-term) GO:0005634	0.5920527909125722
GO:0043231 (term-term) GO:0043227	0.7410791960728118
GO:0043231 (term-term) GO:0043229	0.7817346613813146
GO:0043231 (term-term-ontology) GO:0005634	2.0
GO:0043231 (term-term-ontology) GO:0005739	2.0
GO:0043231 (term-term-ontology) GO:0005773	2.0
GO:0043231 (term-term-ontology) GO:0005783	2.0
GO:0043231 (term-term-ontology) GO:0005793	2.0
GO:0043231 (term-term-ontology) GO:0005794	2.0
GO:0043231 (term-term-ontology) GO:0043227	2.0
GO:0043231 (term-term-ontology) GO:0043229	2.0
GO:0043232 (term-term) GO:0005694	0.4450568762973542
GO:0043232 (term-term) GO:0005730	0.4320920376687102
GO:0043232 (term-term) GO:0031981	0.4227725140071972
GO:0043232 (term-term-ontology) GO:0000776	2.0
GO:0043232 (term-term-ontology) GO:0005622	2.0
GO:0043232 (term-term-ontology) GO:0005694	2.0
GO:0043232 (term-term-ontology) GO:0005730	2.0
GO:0043232 (term-term-ontology) GO:0005813	2.0
GO:0043232 (term-term-ontology) GO:0005814	2.0
GO:0043232 (term-term-ontology) GO:0005819	2.0
GO:0043232 (term-term-ontology) GO:0005840	2.0
GO:0043232 (term-term-ontology) GO:0035770	2.0
GO:0043232 (term-term-ontology) GO:0042645	2.0
GO:0043232 (term-term-ontology) GO:0043229	2.0
GO:0043234 (term-term-ontology) GO:0000307	2.0
GO:0043234 (term-term-ontology) GO:0000502	2.0
GO:0043234 (term-term-ontology) GO:0000776	2.0
GO:0043234 (term-term-ontology) GO:0005643	2.0
GO:0043234 (term-term-ontology) GO:0005667	2.0
GO:0043234 (term-term-ontology) GO:0005875	2.0
GO:0043234 (term-term-ontology) GO:0008023	2.0
GO:0043234 (term-term-ontology) GO:0008180	2.0
GO:0043234 (term-term-ontology) GO:0016459	2.0
GO:0043234 (term-term-ontology) GO:0016592	2.0
GO:0043234 (term-term-ontology) GO:0022624	2.0
GO:0043234 (term-term-ontology) GO:0030990	2.0
GO:0043234 (term-term-ontology) GO:0031519	2.0
GO:0043292 (term-term) GO:0030016	0.9754958627096889
GO:0043292 (term-term) GO:0030017	0.9166458154207527
GO:0043292 (term-term) GO:0030018	0.7017833740543292
GO:0043292 (term-term) GO:0031674	0.7527668837286926
GO:0043292 (term-term-ontology) GO:0030016	2.0
GO:0043292 (term-term-ontology) GO:0043232	2.0
GO:0043596 (term-term) GO:0005657	0.8099748953974918
GO:0043596 (term-term) GO:0030894	0.8456707897240721
GO:0043596 (term-term-ontology) GO:0005634	2.0
GO:0043596 (term-term-ontology) GO:0005657	2.0
GO:0044391 (term-term) GO:0005761	0.5567178315096902
GO:0044391 (term-term) GO:0005762	0.42117806229791216
GO:0044391 (term-term) GO:0005840	0.8811147478694493
GO:0044391 (term-term) GO:0015934	0.7699656224826705
GO:0044391 (term-term) GO:0015935	0.5422698913478116
GO:0044391 (term-term) GO:0022625	0.5309861435610361
GO:0044391 (term-term) GO:0022626	0.7363359564208368
GO:0044391 (term-term-ontology) GO:0005840	2.0
GO:0044391 (term-term-ontology) GO:0015934	2.0
GO:0044391 (term-term-ontology) GO:0015935	2.0
GO:0044421 (term-term) GO:0031982	0.7036434309974112
GO:0044422 (term-term) GO:0031981	0.42777048583015664
GO:0044422 (term-term) GO:0043229	0.5368418796151222
GO:0044422 (term-term) GO:0043231	0.4447978261112891
GO:0044422 (term-term-ontology) GO:0031090	2.0
GO:0044424 (term-term) GO:0005622	0.9134104569995644
GO:0044424 (term-term) GO:0005737	0.45464882992481426
GO:0044424 (term-term) GO:0043229	0.5935406429293427
GO:0044424 (term-term) GO:0043231	0.4261821247384346
GO:0044424 (term-term-ontology) GO:0000151	2.0
GO:0044424 (term-term-ontology) GO:0000307	2.0
GO:0044424 (term-term-ontology) GO:0000502	2.0
GO:0044424 (term-term-ontology) GO:0005622	2.0
GO:0044424 (term-term-ontology) GO:0005667	2.0
GO:0044424 (term-term-ontology) GO:0005737	2.0
GO:0044424 (term-term-ontology) GO:0016234	2.0
GO:0044424 (term-term-ontology) GO:0019866	2.0
GO:0044424 (term-term-ontology) GO:0022624	2.0
GO:0044424 (term-term-ontology) GO:0030880	2.0
GO:0044424 (term-term-ontology) GO:0031248	2.0
GO:0044424 (term-term-ontology) GO:0034708	2.0
GO:0044424 (term-term-ontology) GO:0043229	2.0
GO:0044427 (term-term) GO:0000228	0.7348064451589361
GO:0044427 (term-term) GO:0000785	0.6963581333893729
GO:0044427 (term-term) GO:0000790	0.5220663048434239
GO:0044427 (term-term) GO:0005694	0.9281455105636236
GO:0044427 (term-term-ontology) GO:0000776	2.0
GO:0044427 (term-term-ontology) GO:0000785	2.0
GO:0044427 (term-term-ontology) GO:0005657	2.0
GO:0044427 (term-term-ontology) GO:0005694	2.0
GO:0044427 (term-term-ontology) GO:0030894	2.0
GO:0044428 (term-term) GO:0005634	0.6158068286802746
GO:0044428 (term-term) GO:0005654	0.8273111116153091
GO:0044428 (term-term) GO:0031981	0.9347962759106044
GO:0044428 (term-term) GO:0043232	0.402443093309535
GO:0044428 (term-term) GO:0044422	0.4733231074896227
GO:0044428 (term-term-ontology) GO:0000152	2.0
GO:0044428 (term-term-ontology) GO:0000228	2.0
GO:0044428 (term-term-ontology) GO:0005634	2.0
GO:0044428 (term-term-ontology) GO:0005635	2.0
GO:0044428 (term-term-ontology) GO:0005643	2.0
GO:0044428 (term-term-ontology) GO:0005654	2.0
GO:0044428 (term-term-ontology) GO:0005681	2.0
GO:0044428 (term-term-ontology) GO:0005730	2.0
GO:0044428 (term-term-ontology) GO:0008180	2.0
GO:0044428 (term-term-ontology) GO:0016363	2.0
GO:0044428 (term-term-ontology) GO:0030532	2.0
GO:0044428 (term-term-ontology) GO:0031519	2.0
GO:0044428 (term-term-ontology) GO:0031965	2.0
GO:0044428 (term-term-ontology) GO:0031981	2.0
GO:0044428 (term-term-ontology) GO:0034399	2.0
GO:0044429 (term-term) GO:0005739	0.7059933844410488
GO:0044429 (term-term) GO:0005740	0.8349693872086724
GO:0044429 (term-term) GO:0005743	0.6407063034107506
GO:0044429 (term-term) GO:0005759	0.6119269595751731
GO:0044429 (term-term) GO:0019866	0.6205386586798809
GO:0044429 (term-term) GO:0031966	0.8062562968238416
GO:0044429 (term-term) GO:0031967	0.6582655910853373
GO:0044429 (term-term) GO:0031975	0.6574317220643255
GO:0044429 (term-term-ontology) GO:0005739	2.0
GO:0044429 (term-term-ontology) GO:0005740	2.0
GO:0044429 (term-term-ontology) GO:0005759	2.0
GO:0044429 (term-term-ontology) GO:0005761	2.0
GO:0044429 (term-term-ontology) GO:0005762	2.0
GO:0044429 (term-term-ontology) GO:0031966	2.0
GO:0044429 (term-term-ontology) GO:0042645	2.0
GO:0044430 (term-term) GO:0005813	0.4821448161598209
GO:0044430 (term-term) GO:0005815	0.5923753704426555
GO:0044430 (term-term) GO:0015630	0.7810135439466496
GO:0044430 (term-term-ontology) GO:0000922	2.0
GO:0044430 (term-term-ontology) GO:0005815	2.0
GO:0044430 (term-term-ontology) GO:0005819	2.0
GO:0044430 (term-term-ontology) GO:0005875	2.0
GO:0044430 (term-term-ontology) GO:0016459	2.0
GO:0044430 (term-term-ontology) GO:0032432	2.0
GO:0044430 (term-term-ontology) GO:0042641	2.0
GO:0044433 (term-term) GO:0005768	0.5679618084730644
GO:0044433 (term-term) GO:0010008	0.6184202321324787
GO:0044433 (term-term) GO:0012506	0.6540965334959148
GO:0044433 (term-term) GO:0031090	0.4247692425445869
GO:0044433 (term-term) GO:0031410	0.6630452704025162
GO:0044433 (term-term-ontology) GO:0031410	2.0
GO:0044437 (term-term) GO:0005764	0.7761823040832145
GO:0044437 (term-term) GO:0005765	0.8194586557687082
GO:0044437 (term-term) GO:0005773	0.7816808027747886
GO:0044437 (term-term) GO:0005774	0.8906943268873088
GO:0044437 (term-term-ontology) GO:0005773	2.0
GO:0044437 (term-term-ontology) GO:0005774	2.0
GO:0044440 (term-term) GO:0005768	0.7013144409654685
GO:0044440 (term-term) GO:0005769	0.42863668211184824
GO:0044440 (term-term) GO:0010008	0.9601568045482816
GO:0044440 (term-term) GO:0031901	0.4067481483739233
GO:0044440 (term-term) GO:0044433	0.6529876752331294
GO:0044440 (term-term-ontology) GO:0005768	2.0
GO:0044440 (term-term-ontology) GO:0010008	2.0
GO:0044440 (term-term-ontology) GO:0044433	2.0
GO:0044444 (term-term) GO:0005737	0.6518647261170711
GO:0044444 (term-term) GO:0005829	0.45576908370209
GO:0044444 (term-term-ontology) GO:0005737	2.0
GO:0044444 (term-term-ontology) GO:0005739	2.0
GO:0044444 (term-term-ontology) GO:0005773	2.0
GO:0044444 (term-term-ontology) GO:0005783	2.0
GO:0044444 (term-term-ontology) GO:0005793	2.0
GO:0044444 (term-term-ontology) GO:0005794	2.0
GO:0044444 (term-term-ontology) GO:0005829	2.0
GO:0044444 (term-term-ontology) GO:0005840	2.0
GO:0044444 (term-term-ontology) GO:0030117	2.0
GO:0044444 (term-term-ontology) GO:0031201	2.0
GO:0044444 (term-term-ontology) GO:0031410	2.0
GO:0044444 (term-term-ontology) GO:0036464	2.0
GO:0044444 (term-term-ontology) GO:0043292	2.0
GO:0044444 (term-term-ontology) GO:0044391	2.0
GO:0044444 (term-term-ontology) GO:0044424	2.0
GO:0044444 (term-term-ontology) GO:0044429	2.0
GO:0044444 (term-term-ontology) GO:0044433	2.0
GO:0044444 (term-term-ontology) GO:0044437	2.0
GO:0044445 (term-term) GO:0005840	0.5062584707754593
GO:0044445 (term-term) GO:0022625	0.4506326868932695
GO:0044445 (term-term) GO:0022626	0.6811901038083641
GO:0044445 (term-term) GO:0044391	0.5357552374833959
GO:0044445 (term-term-ontology) GO:0005829	2.0
GO:0044445 (term-term-ontology) GO:0022625	2.0
GO:0044445 (term-term-ontology) GO:0022626	2.0
GO:0044445 (term-term-ontology) GO:0022627	2.0
GO:0044445 (term-term-ontology) GO:0044444	2.0
GO:0044446 (term-term) GO:0031981	0.4425654976163124
GO:0044446 (term-term) GO:0043229	0.540921763542736
GO:0044446 (term-term) GO:0043231	0.45863846107310513
GO:0044446 (term-term) GO:0044422	0.9782752017647799
GO:0044446 (term-term) GO:0044428	0.48920339692822357
GO:0044446 (term-term-ontology) GO:0031967	2.0
GO:0044446 (term-term-ontology) GO:0031984	2.0
GO:0044446 (term-term-ontology) GO:0043229	2.0
GO:0044446 (term-term-ontology) GO:0044391	2.0
GO:0044446 (term-term-ontology) GO:0044422	2.0
GO:0044446 (term-term-ontology) GO:0044424	2.0
GO:0044446 (term-term-ontology) GO:0044427	2.0
GO:0044446 (term-term-ontology) GO:0044428	2.0
GO:0044446 (term-term-ontology) GO:0044429	2.0
GO:0044446 (term-term-ontology) GO:0044430	2.0
GO:0044446 (term-term-ontology) GO:0044433	2.0
GO:0044446 (term-term-ontology) GO:0044437	2.0
GO:0044448 (term-term) GO:0005938	0.6761215032667388
GO:0044448 (term-term-ontology) GO:0005938	2.0
GO:0044448 (term-term-ontology) GO:0044444	2.0
GO:0044449 (term-term) GO:0030016	0.9519371889094744
GO:0044449 (term-term) GO:0030017	0.9551282193151135
GO:0044449 (term-term) GO:0030018	0.7373851450917882
GO:0044449 (term-term) GO:0031674	0.7893823966921724
GO:0044449 (term-term) GO:0043292	0.9613731218981814
GO:0044449 (term-term-ontology) GO:0030017	2.0
GO:0044449 (term-term-ontology) GO:0030018	2.0
GO:0044449 (term-term-ontology) GO:0031674	2.0
GO:0044449 (term-term-ontology) GO:0043292	2.0
GO:0044449 (term-term-ontology) GO:0044422	2.0
GO:0044449 (term-term-ontology) GO:0044444	2.0
