whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X1263.Molecular.Connections.	IMEx	missing_protein_evidence	BioGRID_from_Mentha
C6KRQ1	1	1	0	0	0	0	0	0	0	1	0
C6KRQ2	1	1	0	0	0	0	0	0	0	1	0
C6KRQ3	1	1	0	0	0	0	0	0	0	1	0
C6S3L3	1	1	0	0	0	0	0	0	0	1	0
C6S3L5	1	1	0	0	0	0	0	0	0	1	0
C6S3L6	1	1	0	0	0	0	0	0	0	1	0
C6S3L8	1	1	0	0	0	0	0	0	0	1	0
C6S3M1	1	1	0	0	0	0	0	0	0	1	0
C6S3M2	1	1	0	0	0	0	0	0	0	1	0
C6S3M3	1	1	0	0	0	0	0	0	0	1	0
C6S3M5	1	1	0	0	0	0	0	0	0	0	0
C7FZS8	1	1	0	0	0	0	0	0	0	1	0
C7FZT0	1	1	0	0	0	0	0	0	0	1	0
C7FZT1	1	1	0	0	0	0	0	0	0	1	0
C7FZT2	1	1	0	0	0	0	0	0	0	1	0
C7FZT3	1	1	0	0	0	0	0	0	0	1	0
C7FZT4	1	1	0	0	0	0	0	0	0	1	0
C7FZT5	1	1	0	0	0	0	0	0	0	1	0
C7FZT6	1	1	0	0	0	0	0	0	0	0	0
C7FZT7	1	1	0	0	0	0	0	0	0	1	0
C7FZT8	1	1	0	0	0	0	0	0	0	0	0
C7FZT9	1	1	0	0	0	0	0	0	0	1	0
C7FZU0	1	1	0	0	0	0	0	0	0	1	0
C7FZU1	1	1	0	0	0	0	0	0	0	1	0
C7FZU2	1	1	0	0	0	0	0	0	0	1	0
C7FZU3	1	1	uniprotkb	6239	1	0	0	0	1	0	0
C7FZU4	1	1	0	0	0	0	0	0	0	0	0
C7FZU5	1	1	0	0	0	0	0	0	0	0	0
C7FZU7	1	1	0	0	0	0	0	0	0	1	0
C7FZU8	1	1	0	0	0	0	0	0	0	1	0
C7FZU9	1	1	0	0	0	0	0	0	0	1	0
C7FZV0	1	1	0	0	0	0	0	0	0	1	0
C7GIK1	1	1	0	0	0	0	0	0	0	0	0
C7GIK5	1	1	0	0	0	0	0	0	0	1	0
C7GIK6	1	1	0	0	0	0	0	0	0	1	0
C7GIK9	1	1	0	0	0	0	0	0	0	1	0
C7GIL0	1	1	0	0	0	0	0	0	0	1	0
C7GIL1	1	1	0	0	0	0	0	0	0	1	0
C7IVQ8	1	1	0	0	0	0	0	0	0	0	0
C7IVQ9	1	1	0	0	0	0	0	0	0	0	0
C7IVR0	1	1	0	0	0	0	0	0	0	1	0
C7IVR1	1	1	0	0	0	0	0	0	0	1	0
C7IVR4	1	1	uniprotkb	6239	1	0	0	0	1	0	0
C7IVR7	1	1	0	0	0	0	0	0	0	1	0
C7IVR8	1	1	0	0	0	0	0	0	0	1	0
C7IVS0	1	1	0	0	0	0	0	0	0	1	0
C7IVS1	1	1	0	0	0	0	0	0	0	1	0
C7IVS2	1	1	0	0	0	0	0	0	0	1	0
C7IVS3	1	1	0	0	0	0	0	0	0	1	0
C7IVS4	1	1	0	0	0	0	0	0	0	0	0
C7IVS5	1	1	0	0	0	0	0	0	0	0	0
C7IVS6	1	1	0	0	0	0	0	0	0	0	0
C7U324	1	0	0	0	0	0	0	0	0	1	0
C8JQN9	1	1	0	0	0	0	0	0	0	1	0
C8JQP0	1	1	0	0	0	0	0	0	0	1	0
C8JQP1	1	1	0	0	0	0	0	0	0	1	0
C8JQP2	1	1	0	0	0	0	0	0	0	1	0
C8JQP4	1	1	0	0	0	0	0	0	0	1	0
C8JQP5	1	1	0	0	0	0	0	0	0	1	0
C8JQP6	1	1	0	0	0	0	0	0	0	1	0
C8JQP7	1	1	0	0	0	0	0	0	0	1	0
C8JQQ0	1	1	0	0	0	0	0	0	0	0	0
C8JQQ2	1	1	0	0	0	0	0	0	0	0	0
C8JQQ3	1	1	0	0	0	0	0	0	0	1	0
C8JQQ4	1	1	0	0	0	0	0	0	0	1	0
C8JQQ6	1	1	0	0	0	0	0	0	0	1	0
C8JQQ7	1	1	0	0	0	0	0	0	0	1	0
C8JQR2	1	1	0	0	0	0	0	0	0	1	0
C8JQR7	1	1	0	0	0	0	0	0	0	0	0
C8JQR8	1	1	0	0	0	0	0	0	0	0	0
C8JQR9	1	1	0	0	0	0	0	0	0	0	0
C8JQS0	1	1	0	0	0	0	0	0	0	1	0
C8JQS1	1	1	0	0	0	0	0	0	0	0	0
C8JQS2	1	1	0	0	0	0	0	0	0	0	0
C8JQS3	1	1	0	0	0	0	0	0	0	1	0
C8JQS4	1	1	0	0	0	0	0	0	0	1	0
C8JQS5	1	1	0	0	0	0	0	0	0	1	0
C8JQS6	1	1	0	0	0	0	0	0	0	1	0
C8JQS7	1	1	0	0	0	0	0	0	0	1	0
C8JQS8	1	1	0	0	0	0	0	0	0	1	0
C8KHX6	1	0	0	0	0	0	0	0	0	1	0
C8TDI6	1	1	0	0	0	0	0	0	0	1	0
C8TDI7	1	1	0	0	0	0	0	0	0	0	0
C9IY21	1	1	0	0	0	0	0	0	0	0	0
C9IY22	1	1	0	0	0	0	0	0	0	0	0
C9IY25	1	1	0	0	0	0	0	0	0	1	0
C9IY26	1	1	0	0	0	0	0	0	0	1	0
C9IY27	1	1	0	0	0	0	0	0	0	1	0
C9IY28	1	1	0	0	0	0	0	0	0	1	0
C9IY29	1	1	0	0	0	0	0	0	0	0	0
C9IY32	1	1	0	0	0	0	0	0	0	1	0
C9IY33	1	1	0	0	0	0	0	0	0	0	0
C9IY37	1	1	0	0	0	0	0	0	0	0	0
C9IY38	1	1	0	0	0	0	0	0	0	1	0
C9IY39	1	1	0	0	0	0	0	0	0	1	0
D0FK02	1	1	0	0	0	0	0	0	0	0	0
D0FY26	1	1	0	0	0	0	0	0	0	1	0
D0FY27	1	1	0	0	0	0	0	0	0	1	0
D0FY29	1	1	0	0	0	0	0	0	0	1	0
D0FY30	1	1	0	0	0	0	0	0	0	1	0
D0FY32	1	1	0	0	0	0	0	0	0	1	0
D0G904	1	1	0	0	0	0	0	0	0	0	0
D0G909	1	1	0	0	0	0	0	0	0	1	0
D0G910	1	1	0	0	0	0	0	0	0	1	0
D0G911	1	1	0	0	0	0	0	0	0	1	0
D0G912	1	1	0	0	0	0	0	0	0	1	0
D0G914	1	1	0	0	0	0	0	0	0	1	0
D0G915	1	1	0	0	0	0	0	0	0	0	0
D0G917	1	1	0	0	0	0	0	0	0	1	0
D0IMZ0	1	1	0	0	0	0	0	0	0	1	0
D0IMZ1	1	1	0	0	0	0	0	0	0	1	0
D0IMZ2	1	1	0	0	0	0	0	0	0	1	0
D0IMZ5	1	1	uniprotkb	6239	1	0	0	0	1	0	0
D0IMZ6	1	1	0	0	0	0	0	0	0	0	0
D0IMZ7	1	1	0	0	0	0	0	0	0	0	0
D0IMZ8	1	1	0	0	0	0	0	0	0	0	0
D0IN07	1	1	0	0	0	0	0	0	0	1	0
D0PV95	1	1	0	0	0	0	0	0	0	0	0
D0VWL6	1	1	0	0	0	0	0	0	0	0	0
D0VWL7	1	1	0	0	0	0	0	0	0	0	0
D0VWL8	1	1	0	0	0	0	0	0	0	0	0
D0VWL9	1	1	0	0	0	0	0	0	0	1	0
D0VWM3	1	1	0	0	0	0	0	0	0	1	0
D0VWM4	1	1	0	0	0	0	0	0	0	0	0
D0VWM5	1	1	0	0	0	0	0	0	0	0	0
D0VWM6	1	1	0	0	0	0	0	0	0	1	0
D0VWM7	1	1	0	0	0	0	0	0	0	1	0
D0VWM8	1	1	uniprotkb	6239	1	0	0	0	1	0	1
D0VWN0	1	1	0	0	0	0	0	0	0	1	0
D0VWN1	1	1	0	0	0	0	0	0	0	1	0
D0VWN4	1	1	0	0	0	0	0	0	0	1	0
D0VWN5	1	1	0	0	0	0	0	0	0	0	0
D0VWN6	1	1	0	0	0	0	0	0	0	1	0
D0VWN7	1	1	0	0	0	0	0	0	0	1	0
D0VWN8	1	1	0	0	0	0	0	0	0	0	0
D0VWN9	1	1	0	0	0	0	0	0	0	1	0
D0VWP3	1	1	0	0	0	0	0	0	0	0	0
D0VWP4	1	1	0	0	0	0	0	0	0	1	0
D0VWP5	1	1	0	0	0	0	0	0	0	1	0
D0VWP6	1	1	0	0	0	0	0	0	0	1	0
D0Z5M9	1	1	0	0	0	0	0	0	0	1	0
D0Z5N0	1	1	0	0	0	0	0	0	0	1	0
D0Z5N1	1	1	uniprotkb	6239	1	0	0	0	1	0	0
D0Z5N2	1	1	0	0	0	0	0	0	0	0	0
D0Z5N3	1	1	0	0	0	0	0	0	0	1	0
D0Z5N4	1	1	uniprotkb	6239	1	0	0	0	1	0	0
D0Z5N5	1	1	0	0	0	0	0	0	0	1	0
D0Z5N6	1	1	0	0	0	0	0	0	0	1	0
D0Z5N7	1	1	0	0	0	0	0	0	0	1	0
D0Z5N8	1	1	0	0	0	0	0	0	0	0	0
D0Z5N9	1	1	0	0	0	0	0	0	0	0	0
D0Z5P0	1	1	0	0	0	0	0	0	0	0	0
D0Z5P1	1	1	0	0	0	0	0	0	0	1	0
D1MN44	1	1	0	0	0	0	0	0	0	1	0
D1MN51	1	1	0	0	0	0	0	0	0	0	0
D1MN54	1	1	0	0	0	0	0	0	0	0	0
D1MN57	1	1	0	0	0	0	0	0	0	1	0
D1MN59	1	1	0	0	0	0	0	0	0	1	0
D1MN62	1	1	0	0	0	0	0	0	0	0	0
D1MN65	1	1	0	0	0	0	0	0	0	0	0
D1MN67	1	1	0	0	0	0	0	0	0	1	0
D1MN68	1	1	0	0	0	0	0	0	0	0	0
D1MN71	1	1	0	0	0	0	0	0	0	1	0
D1MN72	1	1	0	0	0	0	0	0	0	1	0
D1MN73	1	1	0	0	0	0	0	0	0	1	0
D1MN74	1	1	0	0	0	0	0	0	0	0	0
D1MN75	1	1	0	0	0	0	0	0	0	0	0
D1MN76	1	1	0	0	0	0	0	0	0	1	0
D1MN80	1	1	0	0	0	0	0	0	0	0	0
D1MN81	1	1	0	0	0	0	0	0	0	0	0
D1MN82	1	1	0	0	0	0	0	0	0	1	0
D1MN84	1	1	0	0	0	0	0	0	0	1	0
D1MN85	1	1	0	0	0	0	0	0	0	0	0
D1MN86	1	1	0	0	0	0	0	0	0	1	0
D1MN88	1	1	0	0	0	0	0	0	0	1	0
D1P8J4	1	1	0	0	0	0	0	0	0	1	0
D1YSH1	1	1	0	0	0	0	0	0	0	1	0
D1YSH2	1	1	0	0	0	0	0	0	0	1	0
D1YSH3	1	1	0	0	0	0	0	0	0	1	0
D1YSH4	1	1	0	0	0	0	0	0	0	1	0
D1YSH6	1	1	0	0	0	0	0	0	0	1	0
D1YSH7	1	1	0	0	0	0	0	0	0	1	0
D1YSH9	1	1	0	0	0	0	0	0	0	1	0
D1YSI0	1	1	0	0	0	0	0	0	0	0	0
D2KT80	1	1	0	0	0	0	0	0	0	1	0
D2KT99	1	1	0	0	0	0	0	0	0	0	0
D2N109	1	1	0	0	0	0	0	0	0	1	0
D2N110	1	1	0	0	0	0	0	0	0	1	0
D2N112	1	1	0	0	0	0	0	0	0	0	0
D2N113	1	1	0	0	0	0	0	0	0	0	0
D2N114	1	1	0	0	0	0	0	0	0	1	0
D2Y8W2	1	1	0	0	0	0	0	0	0	1	0
D2Y8W3	1	1	0	0	0	0	0	0	0	1	0
D2Y8W4	1	1	0	0	0	0	0	0	0	1	0
D2YW02	1	1	0	0	0	0	0	0	0	1	0
D2YW03	1	1	0	0	0	0	0	0	0	0	0
D2YW04	1	1	0	0	0	0	0	0	0	0	0
D2YW05	1	1	0	0	0	0	0	0	0	1	0
D2YW06	1	1	0	0	0	0	0	0	0	1	0
D2YW07	1	1	0	0	0	0	0	0	0	1	0
D2YW10	1	1	0	0	0	0	0	0	0	1	0
D2YW11	1	1	0	0	0	0	0	0	0	1	0
D2YW13	1	1	0	0	0	0	0	0	0	1	0
D3DEL4	1	1	0	0	0	0	0	0	0	1	0
D3DEL6	1	1	0	0	0	0	0	0	0	1	0
D3DEL7	1	1	0	0	0	0	0	0	0	0	0
D3DEL8	1	1	0	0	0	0	0	0	0	0	0
D3DEL9	1	1	0	0	0	0	0	0	0	1	0
D3DEM0	1	1	0	0	0	0	0	0	0	1	0
D3DEM1	1	1	0	0	0	0	0	0	0	1	0
D3DEM2	1	1	0	0	0	0	0	0	0	1	0
D3DEM3	1	1	0	0	0	0	0	0	0	1	0
D3DEM4	1	1	0	0	0	0	0	0	0	1	0
D3DEM5	1	1	0	0	0	0	0	0	0	1	0
D3DEM6	1	1	0	0	0	0	0	0	0	1	0
D3IUK5	1	0	0	0	0	0	0	0	0	1	0
D3KFR7	1	1	0	0	0	0	0	0	0	0	0
D3KFR9	1	1	0	0	0	0	0	0	0	1	0
D3KFS2	1	1	0	0	0	0	0	0	0	1	0
D3KFS3	1	1	0	0	0	0	0	0	0	1	0
D3KFS5	1	1	0	0	0	0	0	0	0	1	0
D3KFS6	1	1	0	0	0	0	0	0	0	0	0
D3KFS9	1	1	0	0	0	0	0	0	0	0	0
D3KFT0	1	1	0	0	0	0	0	0	0	0	0
D3KFT4	1	1	0	0	0	0	0	0	0	1	0
D3KFT5	1	1	0	0	0	0	0	0	0	0	0
D3KFU2	1	1	0	0	0	0	0	0	0	1	0
D3KFU4	1	1	0	0	0	0	0	0	0	1	0
D3KFU5	1	1	0	0	0	0	0	0	0	1	0
D3KFU6	1	1	0	0	0	0	0	0	0	1	0
D3KFU7	1	1	0	0	0	0	0	0	0	1	0
D3KFU8	1	1	0	0	0	0	0	0	0	1	0
D3KFU9	1	1	0	0	0	0	0	0	0	1	0
D3KFV0	1	1	0	0	0	0	0	0	0	1	0
D3KFV1	1	1	0	0	0	0	0	0	0	1	0
D3KFV2	1	1	0	0	0	0	0	0	0	1	0
D3KFV3	1	1	0	0	0	0	0	0	0	1	0
D3KFV4	1	1	0	0	0	0	0	0	0	1	0
D3KFV5	1	1	0	0	0	0	0	0	0	1	0
D3KFV8	1	1	0	0	0	0	0	0	0	1	0
D3KFV9	1	1	0	0	0	0	0	0	0	1	0
D3KFW0	1	1	0	0	0	0	0	0	0	1	0
D3KFW1	1	1	0	0	0	0	0	0	0	1	0
D3KFW2	1	1	0	0	0	0	0	0	0	1	0
D3KFW3	1	1	0	0	0	0	0	0	0	1	0
D3KFW6	1	1	0	0	0	0	0	0	0	1	0
D3KFW7	1	1	uniprotkb	6239	1	0	0	0	1	0	0
D3KFX0	1	1	0	0	0	0	0	0	0	0	0
D3KFX1	1	1	0	0	0	0	0	0	0	1	0
D3KFX2	1	1	0	0	0	0	0	0	0	1	0
D3KZG1	1	1	0	0	0	0	0	0	0	1	0
D3KZG2	1	1	0	0	0	0	0	0	0	1	0
D3KZG3	1	1	0	0	0	0	0	0	0	1	0
D3KZG4	1	1	0	0	0	0	0	0	0	1	0
D3KZG5	1	1	0	0	0	0	0	0	0	1	0
D3KZG6	1	1	0	0	0	0	0	0	0	0	0
D3KZH0	1	1	0	0	0	0	0	0	0	1	0
D3NQ86	1	1	0	0	0	0	0	0	0	1	0
D3NQ88	1	1	0	0	0	0	0	0	0	1	0
D3NQ89	1	1	0	0	0	0	0	0	0	0	0
D3NQ90	1	1	0	0	0	0	0	0	0	1	0
D3NQ91	1	1	0	0	0	0	0	0	0	1	0
D3NQ92	1	1	0	0	0	0	0	0	0	0	0
D3NQ93	1	1	0	0	0	0	0	0	0	1	0
D3NQ95	1	1	0	0	0	0	0	0	0	0	0
D3NQ96	1	1	0	0	0	0	0	0	0	0	0
D3NQ97	1	1	0	0	0	0	0	0	0	1	0
D3NQ99	1	1	0	0	0	0	0	0	0	0	0
D3NQA2	1	1	0	0	0	0	0	0	0	1	0
D3NQA3	1	1	0	0	0	0	0	0	0	0	0
D3NQA5	1	1	0	0	0	0	0	0	0	1	0
D3NQA6	1	1	0	0	0	0	0	0	0	0	0
D3NQA7	1	1	0	0	0	0	0	0	0	0	0
D3NQA8	1	1	0	0	0	0	0	0	0	0	0
D3NQA9	1	1	0	0	0	0	0	0	0	0	0
D3NQB0	1	1	0	0	0	0	0	0	0	0	0
D3NQB1	1	1	0	0	0	0	0	0	0	0	0
D3NQB2	1	1	0	0	0	0	0	0	0	0	0
D3NQB3	1	1	0	0	0	0	0	0	0	0	0
D3NQB4	1	1	0	0	0	0	0	0	0	0	0
D3NQB5	1	1	0	0	0	0	0	0	0	1	0
D3NQB6	1	1	0	0	0	0	0	0	0	0	0
D3NQB7	1	1	0	0	0	0	0	0	0	1	0
D3NQB8	1	1	0	0	0	0	0	0	0	1	0
D3NQB9	1	1	0	0	0	0	0	0	0	0	0
D3NQC0	1	1	0	0	0	0	0	0	0	1	0
D3TDG8	1	1	0	0	0	0	0	0	0	0	0
D3TDG9	1	1	0	0	0	0	0	0	0	1	0
D3YT08	1	1	0	0	0	0	0	0	0	1	0
D3YT09	1	1	0	0	0	0	0	0	0	1	0
D3YT10	1	1	0	0	0	0	0	0	0	1	0
D3YT11	1	1	0	0	0	0	0	0	0	1	0
D3YT12	1	1	0	0	0	0	0	0	0	1	0
D3YT13	1	1	0	0	0	0	0	0	0	0	0
D3YT14	1	1	0	0	0	0	0	0	0	0	0
D3YT16	1	1	0	0	0	0	0	0	0	1	0
D3YT17	1	1	0	0	0	0	0	0	0	1	0
D3YT18	1	1	0	0	0	0	0	0	0	1	0
D3YT20	1	1	0	0	0	0	0	0	0	1	0
D3YT21	1	1	0	0	0	0	0	0	0	1	0
D3YT22	1	1	0	0	0	0	0	0	0	0	0
D3YT23	1	1	0	0	0	0	0	0	0	0	0
D3YT24	1	1	0	0	0	0	0	0	0	1	0
D3YT28	1	1	0	0	0	0	0	0	0	1	0
D3YT29	1	1	0	0	0	0	0	0	0	0	0
D3YT30	1	1	0	0	0	0	0	0	0	0	0
D3YT31	1	1	0	0	0	0	0	0	0	0	0
D3YT32	1	1	0	0	0	0	0	0	0	1	0
D3YT33	1	1	0	0	0	0	0	0	0	0	0
D3YT34	1	1	0	0	0	0	0	0	0	0	0
D3YT35	1	1	0	0	0	0	0	0	0	1	0
D3YT36	1	1	0	0	0	0	0	0	0	0	0
D3YT37	1	1	0	0	0	0	0	0	0	0	0
D3YT38	1	1	0	0	0	0	0	0	0	0	0
D3YT44	1	1	0	0	0	0	0	0	0	0	0
D3YT45	1	1	0	0	0	0	0	0	0	0	0
D3YT46	1	1	0	0	0	0	0	0	0	0	0
D3YT47	1	1	0	0	0	0	0	0	0	0	0
D3YT48	1	1	0	0	0	0	0	0	0	0	0
D3YT49	1	1	0	0	0	0	0	0	0	1	0
D3YT50	1	1	uniprotkb	6239	0	0	1	0	1	0	0
D3YT51	1	1	0	0	0	0	0	0	0	0	0
D3YT53	1	1	0	0	0	0	0	0	0	0	0
D3YT54	1	1	0	0	0	0	0	0	0	0	0
D3YT55	1	1	0	0	0	0	0	0	0	0	0
D3YT56	1	1	0	0	0	0	0	0	0	0	0
D3YT61	1	1	0	0	0	0	0	0	0	1	0
D3YT63	1	1	0	0	0	0	0	0	0	1	0
D3YT64	1	1	0	0	0	0	0	0	0	1	0
D3YT65	1	1	0	0	0	0	0	0	0	1	0
D3YT69	1	1	uniprotkb	6239	1	0	0	0	1	0	0
D3YT70	1	1	0	0	0	0	0	0	0	1	0
D3YT71	1	1	0	0	0	0	0	0	0	0	0
D3YT72	1	1	0	0	0	0	0	0	0	0	0
D3YT77	1	1	0	0	0	0	0	0	0	0	0
D3YT78	1	1	uniprotkb	6239	1	0	0	0	1	0	0
D3YT79	1	1	0	0	0	0	0	0	0	0	0
D3YT80	1	1	0	0	0	0	0	0	0	0	0
D3YT85	1	1	0	0	0	0	0	0	0	0	0
D3YT86	1	1	0	0	0	0	0	0	0	0	0
D3YT87	1	1	0	0	0	0	0	0	0	0	0
D3YT88	1	1	0	0	0	0	0	0	0	0	0
D3YT89	1	1	0	0	0	0	0	0	0	1	0
D3YT90	1	1	0	0	0	0	0	0	0	1	0
D3YT91	1	1	0	0	0	0	0	0	0	0	0
D3YT92	1	1	0	0	0	0	0	0	0	0	0
D3YT95	1	1	0	0	0	0	0	0	0	0	0
D3YT96	1	1	0	0	0	0	0	0	0	0	0
D3YT97	1	1	0	0	0	0	0	0	0	0	0
D3YT98	1	1	0	0	0	0	0	0	0	0	0
D3YT99	1	1	0	0	0	0	0	0	0	0	0
D3YTA0	1	1	0	0	0	0	0	0	0	1	0
D3YTA1	1	1	0	0	0	0	0	0	0	1	0
D3YTA3	1	1	0	0	0	0	0	0	0	1	0
D4PH96	1	1	0	0	0	0	0	0	0	0	0
D4PH97	1	1	0	0	0	0	0	0	0	1	0
D4PH98	1	1	0	0	0	0	0	0	0	0	0
D4PH99	1	1	0	0	0	0	0	0	0	1	0
D4PHA0	1	1	0	0	0	0	0	0	0	0	0
D4PHA1	1	1	0	0	0	0	0	0	0	1	0
D4S385	1	1	0	0	0	0	0	0	0	1	0
D4YW53	1	1	0	0	0	0	0	0	0	0	0
D4YW54	1	1	0	0	0	0	0	0	0	1	0
D4YW55	1	1	0	0	0	0	0	0	0	1	0
D4YW58	1	1	0	0	0	0	0	0	0	1	0
D4YWB8	1	1	0	0	0	0	0	0	0	1	0
D4YWB9	1	1	0	0	0	0	0	0	0	1	0
D4YWC0	1	1	0	0	0	0	0	0	0	1	0
D4YWC2	1	1	0	0	0	0	0	0	0	1	0
D4YWC3	1	1	0	0	0	0	0	0	0	0	0
D4YWC8	1	1	0	0	0	0	0	0	0	0	0
D5L4J1	1	0	0	0	0	0	0	0	0	1	0
D5L4M4	1	0	0	0	0	0	0	0	0	1	0
D5L4N0	1	0	0	0	0	0	0	0	0	1	0
D5L4N9	1	0	0	0	0	0	0	0	0	1	0
D5L4Q8	1	0	0	0	0	0	0	0	0	1	0
D5MCN2	1	1	0	0	0	0	0	0	0	1	0
D5MCN7	1	1	0	0	0	0	0	0	0	1	0
D5MCN8	1	1	0	0	0	0	0	0	0	0	0
D5MCP0	1	1	0	0	0	0	0	0	0	1	0
D5MCP2	1	1	0	0	0	0	0	0	0	1	0
D5MCP3	1	1	0	0	0	0	0	0	0	1	0
D5MCP4	1	1	0	0	0	0	0	0	0	1	0
D5MCP5	1	1	0	0	0	0	0	0	0	1	0
D5MCP7	1	1	0	0	0	0	0	0	0	1	0
D5MCP8	1	1	0	0	0	0	0	0	0	1	0
D5MCP9	1	1	0	0	0	0	0	0	0	1	0
D5MCQ0	1	1	0	0	0	0	0	0	0	0	0
D5MCQ1	1	1	0	0	0	0	0	0	0	0	0
D5MCQ2	1	1	0	0	0	0	0	0	0	0	0
D5MCQ3	1	1	0	0	0	0	0	0	0	0	0
D5MCQ4	1	1	0	0	0	0	0	0	0	0	0
D5MCQ5	1	1	0	0	0	0	0	0	0	0	0
D5MCQ6	1	1	0	0	0	0	0	0	0	0	0
D5MCQ7	1	1	0	0	0	0	0	0	0	0	0
D5MCQ8	1	1	0	0	0	0	0	0	0	0	0
D5MCQ9	1	1	0	0	0	0	0	0	0	0	0
D5MCR3	1	1	0	0	0	0	0	0	0	0	0
D5MCR4	1	1	0	0	0	0	0	0	0	0	0
D5MCR5	1	1	0	0	0	0	0	0	0	0	0
D5MCR8	1	1	0	0	0	0	0	0	0	1	0
D5MCR9	1	1	0	0	0	0	0	0	0	0	0
D5MCS0	1	1	0	0	0	0	0	0	0	1	0
D5MCS1	1	1	0	0	0	0	0	0	0	1	0
D5MCS2	1	1	0	0	0	0	0	0	0	1	0
D5MCS6	1	1	0	0	0	0	0	0	0	0	0
D5MCS7	1	1	0	0	0	0	0	0	0	1	0
D5MCS8	1	1	0	0	0	0	0	0	0	1	0
D5MCS9	1	1	0	0	0	0	0	0	0	1	0
D5MCT5	1	1	0	0	0	0	0	0	0	1	0
D5MCT7	1	1	0	0	0	0	0	0	0	1	0
D5MCT9	1	1	0	0	0	0	0	0	0	0	0
D5MCU0	1	1	0	0	0	0	0	0	0	1	0
D5MCU1	1	1	0	0	0	0	0	0	0	0	0
D5MCU2	1	1	0	0	0	0	0	0	0	1	0
D5MCU3	1	1	0	0	0	0	0	0	0	1	0
D5MCU4	1	1	0	0	0	0	0	0	0	1	0
D5MCU5	1	1	0	0	0	0	0	0	0	1	0
D5MCU6	1	1	0	0	0	0	0	0	0	1	0
D5MCU9	1	1	0	0	0	0	0	0	0	1	0
D5MCV0	1	1	0	0	0	0	0	0	0	0	0
D5MCV2	1	1	0	0	0	0	0	0	0	1	0
D5MCV4	1	1	0	0	0	0	0	0	0	1	0
D5MCV5	1	1	0	0	0	0	0	0	0	1	0
D5MCW7	1	1	0	0	0	0	0	0	0	1	0
D5MNM8	1	1	0	0	0	0	0	0	0	1	0
D5MNM9	1	1	0	0	0	0	0	0	0	0	0
D5SGZ9	1	1	0	0	0	0	0	0	0	0	0
D5SH00	1	1	0	0	0	0	0	0	0	1	0
D5SH01	1	1	0	0	0	0	0	0	0	1	0
D6QX34	1	0	0	0	0	0	0	0	0	1	0
D6QZP0	1	0	0	0	0	0	0	0	0	1	0
D6R8W4	1	1	0	0	0	0	0	0	0	1	0
D6R8W5	1	1	0	0	0	0	0	0	0	0	0
D6R8W6	1	1	0	0	0	0	0	0	0	1	0
D6R8W7	1	1	0	0	0	0	0	0	0	0	0
D6R8W8	1	1	0	0	0	0	0	0	0	1	0
D6R8W9	1	1	0	0	0	0	0	0	0	0	0
D6R8X0	1	1	0	0	0	0	0	0	0	0	0
D6R8X5	1	1	0	0	0	0	0	0	0	1	0
D6R8X6	1	1	0	0	0	0	0	0	0	1	0
D6R8X7	1	1	0	0	0	0	0	0	0	1	0
D6RYD3	1	1	0	0	0	0	0	0	0	0	0
D6RYD5	1	1	0	0	0	0	0	0	0	0	0
D6RYD6	1	1	0	0	0	0	0	0	0	1	0
D6RYD7	1	1	0	0	0	0	0	0	0	1	0
D6RYD9	1	1	0	0	0	0	0	0	0	0	0
D6RYE0	1	1	0	0	0	0	0	0	0	0	0
D6RYE1	1	1	0	0	0	0	0	0	0	1	0
D6RYE3	1	1	0	0	0	0	0	0	0	1	0
D6RYE4	1	1	0	0	0	0	0	0	0	0	0
D6VP94	1	1	0	0	0	0	0	0	0	1	0
D6VP96	1	1	0	0	0	0	0	0	0	1	0
D6VP97	1	1	0	0	0	0	0	0	0	1	0
D6VP99	1	1	0	0	0	0	0	0	0	1	0
D6VPA0	1	1	0	0	0	0	0	0	0	0	0
D6VPA1	1	1	0	0	0	0	0	0	0	1	0
D6VPA3	1	1	0	0	0	0	0	0	0	1	0
D6VPA4	1	1	0	0	0	0	0	0	0	1	0
D6VPA5	1	1	0	0	0	0	0	0	0	1	0
D6VPA6	1	1	0	0	0	0	0	0	0	1	0
D6VPA7	1	1	0	0	0	0	0	0	0	0	0
D6VPA8	1	1	0	0	0	0	0	0	0	1	0
D6VPA9	1	1	0	0	0	0	0	0	0	1	0
D6VPB0	1	1	0	0	0	0	0	0	0	1	0
D6VPB1	1	1	0	0	0	0	0	0	0	1	0
D6VPB5	1	1	0	0	0	0	0	0	0	1	0
D7SFI3	1	1	0	0	0	0	0	0	0	0	0
D7SFI4	1	1	0	0	0	0	0	0	0	0	0
D7SFI5	1	1	0	0	0	0	0	0	0	0	0
D7SFJ0	1	1	0	0	0	0	0	0	0	1	0
D7SFJ3	1	1	0	0	0	0	0	0	0	1	0
D7SFJ4	1	1	0	0	0	0	0	0	0	0	0
D7SFK1	1	1	0	0	0	0	0	0	0	1	0
D7SFK4	1	1	0	0	0	0	0	0	0	0	0
D7SFK5	1	1	0	0	0	0	0	0	0	0	0
D7SFK7	1	1	0	0	0	0	0	0	0	0	0
D7SFK9	1	1	0	0	0	0	0	0	0	1	0
D7SFL1	1	1	0	0	0	0	0	0	0	1	0
D7SFL2	1	1	0	0	0	0	0	0	0	0	0
