whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	IMEx	missing_protein_evidence
P0A6X1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A6X3	1	1	uniprotkb	83333	1	1	0	1	1	0
P0A6X7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A6Y1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A6Y5	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A6Y8	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A6Z1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A6Z3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A6Z6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A700	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A703	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A705	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A705-2	1	1	0	0	0	0	0	0	0	0
P0A705-3	1	1	0	0	0	0	0	0	0	0
P0A707	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A710	1	1	0	0	0	0	0	0	0	0
P0A712	1	1	0	0	0	0	0	0	0	0
P0A715	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A717	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A720	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A722	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A725	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A729	1	1	0	0	0	0	0	0	0	0
P0A731	1	1	0	0	0	0	0	0	0	0
P0A734	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A738	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A742	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A744	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A746	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A749	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A752	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A754	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A756	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A759	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A761	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A763	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A766	1	1	0	0	0	0	0	0	0	0
P0A769	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A772	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A776	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A780	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A784	1	1	0	0	0	0	0	0	0	0
P0A786	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A790	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A794	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A796	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A799	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7A2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A7A5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7A7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7A9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7B1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7B3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7B5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7B8	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A7C2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7C6	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A7C8	1	1	0	0	0	0	0	0	0	0
P0A7D1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7D4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7D7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7E1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7E3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7E5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7E9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7F3	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A7F6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7F9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7G2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7G6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7H0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7H3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7H6	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A7I0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7I4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7I7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7J0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7J3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7J7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7K2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7K6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7L0	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A7L3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7L8	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A7M2	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A7M6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7M9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7N1	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A7N4	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A7N9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7P5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7Q1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7Q6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7R1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7R5	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A7R9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7S3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7S9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7T3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7T7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7U3	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A7U7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7V0	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A7V3	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A7V8	1	1	uniprotkb	83333	1	1	0	1	1	0
P0A7W1	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A7W7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7X3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7X6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7Y0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7Y4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7Y8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7Z0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A7Z4	1	1	uniprotkb	83333	1	1	0	1	1	0
P0A800	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A805	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A809	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A812	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A814	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A817	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A821	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A823	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A825	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A828	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A830	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A832	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A836	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A840	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A843	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A847	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A850	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A853	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A855	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A858	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A862	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A867	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A870	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A873	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A877	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A879	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A881	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A884	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A887	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A890	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A894	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A898	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8A0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8A2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8A4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8A8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8B2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8B5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8C1	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8C4	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8C8	1	1	0	0	0	0	0	0	0	0
P0A8D0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8D3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8D6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8D9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8E1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8E5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8E7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8F0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8F4	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8F8	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A8G0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8G3	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8G6	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A8G9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8H3	1	1	0	0	0	0	0	0	0	0
P0A8H6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8H8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8I1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8I3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8I5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8I8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8J2	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A8J4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8J8	1	1	uniprotkb	83333	1	1	0	1	1	0
P0A8K1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8K5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8K8	1	1	0	0	0	0	0	0	0	0
P0A8L1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8L5	1	1	0	0	0	0	0	0	0	1
P0A8L7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8M0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8M3	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A8M6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8N0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8N3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8N5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8N7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8P1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8P3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8P6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8P8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8Q0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8Q3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8Q6	1	1	uniprotkb	83333	1	1	0	1	1	0
P0A8R0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8R4	1	1	0	0	0	0	0	0	0	1
P0A8R7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8R9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8S1	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A8S5	1	1	0	0	0	0	0	0	0	0
P0A8S9	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A8T1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8T5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8T7	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A8U0	1	1	0	0	0	0	0	0	0	0
P0A8U2	1	1	0	0	0	0	0	0	0	1
P0A8U6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8V0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8V2	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A8V6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8W0	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8W2	1	1	0	0	0	0	0	0	0	1
P0A8W5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8W8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8X0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8X2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8X4	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8Y1	1	1	0	0	0	0	0	0	0	0
P0A8Y3	1	1	0	0	0	0	0	0	0	0
P0A8Y5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8Y8	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A8Z0	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A8Z3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A8Z7	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A901	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A903	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A905	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A908	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A910	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A912	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A915	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A917	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A921	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A924	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A927	1	1	0	0	0	0	0	0	0	0
P0A930	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A932	1	1	0	0	0	0	0	0	0	1
P0A935	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A937	1	1	uniprotkb	83333	1	1	0	1	1	0
P0A940	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A944	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A948	1	1	uniprotkb	83333	1	0	0	1	1	1
P0A951	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A953	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A955	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A959	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A962	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A964	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A968	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A972	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A976	1	1	0	0	0	0	0	0	0	1
P0A978	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A982	1	1	0	0	0	0	0	0	0	1
P0A986	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A988	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A991	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A993	1	1	0	0	0	0	0	0	0	0
P0A996	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A998	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9A2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A9A6	1	1	uniprotkb	83333	1	1	1	1	1	0
P0A9A9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9B2	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A9B6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9C0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9C3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9C5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9C9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9D2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9D4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9D8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9E0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9E2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9E5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9E9	1	1	0	0	0	0	0	0	0	0
P0A9F1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9F3	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A9F6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9F9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9G2	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A9G4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9G6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9G8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9H1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9H3	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A9H5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A9H7	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A9H9	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A9I1	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A9I3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9I5	1	1	uniprotkb	83333	1	1	0	1	1	0
P0A9I8	1	1	0	0	0	0	0	0	0	0
P0A9J0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9J4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9J6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9J8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9K1	1	1	0	0	0	0	0	0	0	0
P0A9K3	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A9K7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9K9	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A9L3	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A9L5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9L8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9M0	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A9M2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9M5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9M8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9N0	1	1	0	0	0	0	0	0	0	0
P0A9N4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9N8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A9P0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9P4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9P6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9P9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A9Q1	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A9Q5	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A9Q7	1	1	uniprotkb	83333	1	1	0	1	1	0
P0A9Q9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9R2	1	1	0	0	0	0	0	0	0	1
P0A9R4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9R7	1	1	uniprotkb	83333	1	0	0	1	1	0
P0A9S1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9S3	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A9S5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9S7	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A9T0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9T4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9T6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9T8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A9U1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9U3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9U6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9U8	1	1	0	0	0	0	0	0	0	1
P0A9V1	1	1	uniprotkb	83333	1	1	0	0	1	0
P0A9V5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0A9V8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9W0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9W3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9W6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9W9	1	1	0	0	0	0	0	0	0	0
P0A9X1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9X4	1	1	uniprotkb	83333	1	1	1	0	1	0
P0A9X9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9Y6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0A9Z1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AA04	1	1	uniprotkb	83333	1	1	0	0	1	0
P0AA10	1	1	uniprotkb	83333	1	0	0	1	1	0
P0AA16	1	1	uniprotkb	83333	1	0	0	1	1	0
P0AA25	1	1	uniprotkb	83333	1	1	0	0	1	0
P0AA31	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AA37	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AA39	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AA41	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AA43	1	1	uniprotkb	83333	1	0	0	1	1	0
P0AA47	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AA49	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AA53	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AA57	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AA60	1	1	0	0	0	0	0	0	0	0
P0AA63	1	1	0	0	0	0	0	0	0	0
P0AA67	1	1	0	0	0	0	0	0	0	0
P0AA70	1	1	0	0	0	0	0	0	0	0
P0AA73	1	1	0	0	0	0	0	0	0	0
P0AA76	1	1	0	0	0	0	0	0	0	0
P0AA78	1	1	0	0	0	0	0	0	0	0
P0AA80	1	1	0	0	0	0	0	0	0	0
P0AA82	1	1	0	0	0	0	0	0	0	0
P0AA84	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AA86	1	1	0	0	0	0	0	0	0	0
P0AA89	1	1	0	0	0	0	0	0	0	0
P0AA91	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AA93	1	1	0	0	0	0	0	0	0	0
P0AA95	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AA97	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AA99	1	1	0	0	0	0	0	0	0	1
P0AAA1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAA3	1	1	0	0	0	0	0	0	0	1
P0AAA5	1	1	0	0	0	0	0	0	0	1
P0AAA7	1	1	0	0	0	0	0	0	0	0
P0AAA9	1	1	0	0	0	0	0	0	0	0
P0AAB2	1	1	uniprotkb	83333	1	1	0	0	1	0
P0AAB4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAB6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAB8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAC0	1	1	uniprotkb	83333	0	1	0	0	1	0
P0AAC4	1	1	0	0	0	0	0	0	0	0
P0AAC6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAC8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAD2	1	1	0	0	0	0	0	0	0	0
P0AAD4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAD6	1	1	0	0	0	0	0	0	0	0
P0AAD8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAE0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAE2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAE5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAE8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAF1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAF3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAF6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAG0	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAG3	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAG5	1	1	0	0	0	0	0	0	0	0
P0AAG8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAH0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAH4	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAH8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAI1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAI3	1	1	uniprotkb	83333	1	1	0	0	1	0
P0AAI5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAI9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAJ1	1	1	0	0	0	0	0	0	0	1
P0AAJ3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAJ5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAJ8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAK1	1	1	uniprotkb	83333	1	1	0	0	1	1
P0AAK4	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAK7	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAL0	1	1	0	0	0	0	0	0	0	1
P0AAL3	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAL6	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAL9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAM1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAM3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAM7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAN1	1	1	uniprotkb	83333	1	1	0	1	1	0
P0AAN3	1	1	uniprotkb	83333	1	1	0	0	1	0
P0AAN5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAN9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAP1	1	1	0	0	0	0	0	0	0	0
P0AAP3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAP5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAP7	1	1	0	0	0	0	0	0	0	0
