whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	IMEx	missing_protein_evidence
P0AAQ0	1	1	0	0	0	0	0	0	0	1
P0AAQ2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAQ6	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAR0	1	1	0	0	0	0	0	0	0	0
P0AAR3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAR5	1	1	0	0	0	0	0	0	0	0
P0AAR8	1	1	0	0	0	0	0	0	0	1
P0AAS0	1	1	0	0	0	0	0	0	0	0
P0AAS3	1	1	0	0	0	0	0	0	0	0
P0AAS5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAS7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAS9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAT2	1	1	0	0	0	0	0	0	0	1
P0AAT4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAT6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAT9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAU2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAU5	1	1	0	0	0	0	0	0	0	1
P0AAU7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAV0	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAV4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAV6	1	1	0	0	0	0	0	0	0	1
P0AAV8	1	1	0	0	0	0	0	0	0	1
P0AAW1	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AAW5	1	1	0	0	0	0	0	0	0	0
P0AAW9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAX3	1	1	0	0	0	0	0	0	0	1
P0AAX6	1	1	0	0	0	0	0	0	0	1
P0AAX8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAY1	1	1	0	0	0	0	0	0	0	1
P0AAY4	1	1	0	0	0	0	0	0	0	1
P0AAY6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAZ0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAZ4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AAZ7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB01	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AB03	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AB06	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AB10	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AB12	1	1	0	0	0	0	0	0	0	0
P0AB14	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB18	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB20	1	1	0	0	0	0	0	0	0	0
P0AB24	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB26	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB28	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AB31	1	1	0	0	0	0	0	0	0	1
P0AB33	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AB35	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AB38	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB40	1	1	0	0	0	0	0	0	0	0
P0AB43	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB46	1	1	0	0	0	0	0	0	0	0
P0AB49	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AB52	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB55	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB58	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB61	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB65	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB67	1	1	0	0	0	0	0	0	0	0
P0AB71	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB74	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB77	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB80	1	1	0	0	0	0	0	0	0	0
P0AB83	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB85	1	1	0	0	0	0	0	0	0	0
P0AB87	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB89	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB91	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB93	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AB96	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AB98	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ABA0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABA4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABA6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABB0	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ABB4	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ABB8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABC0	1	1	0	0	0	0	0	0	0	0
P0ABC3	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ABC7	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ABC9	1	1	0	0	0	0	0	0	0	1
P0ABD1	1	1	0	0	0	0	0	0	0	1
P0ABD3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABD5	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ABD8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABE2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABE5	1	1	0	0	0	0	0	0	0	0
P0ABE9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABF1	1	1	uniprotkb	83333	0	0	0	1	1	0
P0ABF4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABF6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABF8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABG1	1	1	0	0	0	0	0	0	0	0
P0ABG4	1	1	uniprotkb	83333	1	1	0	1	1	0
P0ABG7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABH0	1	1	uniprotkb	83333	1	1	0	1	1	0
P0ABH4	1	1	0	0	0	0	0	0	0	0
P0ABH7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABH9	1	1	uniprotkb	83333	1	1	0	1	1	0
P0ABI4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABI8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABJ1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABJ3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABJ6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABJ9	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ABK2	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ABK5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABK7	1	1	0	0	0	0	0	0	0	1
P0ABK9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABL1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABL3	1	1	0	0	0	0	0	0	0	0
P0ABL5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABL8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABM1	1	1	uniprotkb	83333	1	1	1	1	1	0
P0ABM5	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ABM9	1	1	uniprotkb	83333	1	1	1	0	1	0
P0ABN1	1	1	0	0	0	0	0	0	0	0
P0ABN5	1	1	0	0	0	0	0	0	0	0
P0ABN9	1	1	0	0	0	0	0	0	0	0
P0ABP3	1	1	0	0	0	0	0	0	0	1
P0ABP6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABP8	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ABQ0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABQ2	1	1	0	0	0	0	0	0	0	0
P0ABQ4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABR1	1	1	0	0	0	0	0	0	0	0
P0ABR5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABR7	1	1	0	0	0	0	0	0	0	1
P0ABR9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABS1	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ABS5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABS8	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ABT2	1	1	uniprotkb	83333	1	1	0	1	1	0
P0ABT2-PRO_0000201650	0	0	uniprotkb	83333	0	1	0	0	1	0
P0ABT5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ABT8	1	1	0	0	0	0	0	0	0	0
P0ABU0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABU2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABU5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABU7	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ABU9	1	1	0	0	0	0	0	0	0	0
P0ABV2	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ABV6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABW0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABW3	1	1	0	0	0	0	0	0	0	1
P0ABW5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ABW9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ABX2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ABX5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ABX8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ABY2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABY4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABY7	1	1	0	0	0	0	0	0	0	0
P0ABZ1	1	1	uniprotkb	83333	1	1	1	1	1	0
P0ABZ4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ABZ6	1	1	uniprotkb	83333	1	0	0	1	1	0
P0AC00	1	1	0	0	0	0	0	0	0	1
P0AC02	1	1	uniprotkb	83333	1	1	0	1	1	0
P0AC05	1	1	0	0	0	0	0	0	0	1
P0AC07	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AC13	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC16	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC19	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC23	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC26	1	1	0	0	0	0	0	0	0	0
P0AC28	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC30	1	1	uniprotkb	83333	1	0	0	1	1	0
P0AC33	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC35	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC38	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC41	1	1	uniprotkb	83333	1	1	0	0	1	0
P0AC44	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC47	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC51	1	1	0	0	0	0	0	0	0	0
P0AC53	1	1	uniprotkb	83333	1	1	0	0	1	0
P0AC55	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC59	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC62	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC65	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC69	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC73	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC75	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC78	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC81	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC84	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC86	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AC88	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC92	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AC94	1	1	0	0	0	0	0	0	0	0
P0AC96	1	1	0	0	0	0	0	0	0	0
P0AC98	1	1	0	0	0	0	0	0	0	0
P0ACA1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACA3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACA7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACB0	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ACB2	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ACB4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACB7	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ACC1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACC3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACC7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACC9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACD2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACD4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACD8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACE0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACE3	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ACE7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACF0	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ACF4	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ACF8	1	1	uniprotkb	83333	1	1	0	1	1	0
P0ACG1	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ACG4	1	1	0	0	0	0	0	0	0	0
P0ACG6	1	1	0	0	0	0	0	0	0	1
P0ACG8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACH1	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACH5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACH8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACI0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACI3	1	1	0	0	0	0	0	0	0	0
P0ACI6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACJ0	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ACJ5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACJ8	1	1	uniprotkb	83333	1	1	0	0	1	0
P0ACK2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACK5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACK8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACL0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACL2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACL5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACL7	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACL9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACM2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACM5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACM9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACN2	1	1	0	0	0	0	0	0	0	1
P0ACN4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACN7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACP1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACP5	1	1	0	0	0	0	0	0	0	0
P0ACP7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACQ0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACQ4	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ACQ7	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACR0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACR2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACR4	1	1	0	0	0	0	0	0	0	1
P0ACR7	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACR9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACS2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACS5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACS7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACS9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACT2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACT6	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACU0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACU2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACU5	1	1	0	0	0	0	0	0	0	0
P0ACU7	1	1	0	0	0	0	0	0	0	1
P0ACV0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACV2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACV4	1	1	0	0	0	0	0	0	0	0
P0ACV6	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACV8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACW0	1	1	0	0	0	0	0	0	0	1
P0ACW2	1	1	0	0	0	0	0	0	0	1
P0ACW4	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACW6	1	1	0	0	0	0	0	0	0	1
P0ACW8	1	1	0	0	0	0	0	0	0	1
P0ACX0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACX3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACX5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACX9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACY1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACY3	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACY6	1	1	0	0	0	0	0	0	0	1
P0ACY9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ACZ2	1	1	0	0	0	0	0	0	0	0
P0ACZ4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ACZ8	1	1	uniprotkb	83333	1	0	0	1	1	0
P0AD01	1	1	uniprotkb	83333	1	0	0	1	1	0
P0AD03	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AD05	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AD07	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AD10	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AD12	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AD14	1	1	0	0	0	0	0	0	0	0
P0AD17	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AD19	1	1	0	0	0	0	0	0	0	0
P0AD21	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AD24	1	1	0	0	0	0	0	0	0	0
P0AD27	1	1	0	0	0	0	0	0	0	0
P0AD30	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AD33	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AD35	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AD37	1	1	0	0	0	0	0	0	0	1
P0AD40	1	1	0	0	0	0	0	0	0	1
P0AD42	1	1	0	0	0	0	0	0	0	0
P0AD44	1	1	0	0	0	0	0	0	0	1
P0AD47	1	1	0	0	0	0	0	0	0	0
P0AD49	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AD53	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AD57	1	1	uniprotkb	83333	1	1	0	0	1	0
P0AD59	1	1	0	0	0	0	0	0	0	0
P0AD61	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AD65	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AD68	1	1	uniprotkb	83333	1	1	0	1	1	0
P0AD70	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AD72	1	1	0	0	0	0	0	0	0	1
P0AD74	1	1	0	0	0	0	0	0	0	1
P0AD79	1	1	0	0	0	0	0	0	0	1
P0AD83	1	1	0	0	0	0	0	0	0	1
P0AD86	1	1	0	0	0	0	0	0	0	1
P0AD89	1	1	0	0	0	0	0	0	0	0
P0AD92	1	1	0	0	0	0	0	0	0	0
P0AD96	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AD99	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADA1	1	1	0	0	0	0	0	0	0	0
P0ADA3	1	1	0	0	0	0	0	0	0	0
P0ADA5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADA7	1	1	0	0	0	0	0	0	0	1
P0ADB1	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADB4	1	1	0	0	0	0	0	0	0	1
P0ADB7	1	1	0	0	0	0	0	0	0	1
P0ADC1	1	1	uniprotkb	83333	1	0	1	0	1	0
P0ADC3	1	1	0	0	0	0	0	0	0	0
P0ADC6	1	1	uniprotkb	83333	0	1	0	0	1	0
P0ADC8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADD2	1	1	0	0	0	0	0	0	0	0
P0ADD5	1	1	0	0	0	0	0	0	0	0
P0ADD7	1	1	uniprotkb	83333	0	0	0	1	1	0
P0ADD9	1	1	0	0	0	0	0	0	0	1
P0ADE2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADE4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADE6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADE8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADF0	1	1	0	0	0	0	0	0	0	1
P0ADF3	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADF6	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADF8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADG1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADG4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADG7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADH5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADH7	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADI0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADI4	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ADI7	1	1	0	0	0	0	0	0	0	0
P0ADI9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADJ3	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADJ5	1	1	0	0	0	0	0	0	0	1
P0ADJ8	1	1	0	0	0	0	0	0	0	0
P0ADK0	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADK4	1	1	0	0	0	0	0	0	0	0
P0ADK6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADK8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADL1	1	1	0	0	0	0	0	0	0	0
P0ADL3	1	1	0	0	0	0	0	0	0	1
P0ADL6	1	1	0	0	0	0	0	0	0	0
P0ADM0	1	1	0	0	0	0	0	0	0	0
P0ADM4	1	1	0	0	0	0	0	0	0	1
P0ADM6	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADM8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADN0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADN2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADN6	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADP0	1	1	0	0	0	0	0	0	0	0
P0ADP2	1	1	0	0	0	0	0	0	0	1
P0ADP5	1	1	0	0	0	0	0	0	0	1
P0ADP7	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADP9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADQ2	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADQ5	1	1	0	0	0	0	0	0	0	1
P0ADQ7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADR0	1	1	0	0	0	0	0	0	0	0
P0ADR2	1	1	0	0	0	0	0	0	0	0
P0ADR6	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADR8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADS2	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ADS6	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADS9	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADT2	1	1	0	0	0	0	0	0	0	1
P0ADT5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADT8	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADU2	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADU5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADU7	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADV1	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ADV5	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADV7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADV9	1	1	uniprotkb	83333	1	1	0	1	1	0
P0ADW3	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADW6	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADW8	1	1	0	0	0	0	0	0	0	1
P0ADX1	1	1	0	0	0	0	0	0	0	0
P0ADX5	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADX7	1	1	uniprotkb	83333	1	0	0	0	1	1
P0ADX9	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADY1	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADY3	1	1	uniprotkb	83333	1	0	0	1	1	0
P0ADY7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADZ0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADZ4	1	1	uniprotkb	83333	1	0	0	0	1	0
P0ADZ7	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE01	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE06	1	1	uniprotkb	83333	1	0	1	0	1	0
P0AE08	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE12	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE14	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE16	1	1	0	0	0	0	0	0	0	0
P0AE18	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE22	1	1	uniprotkb	83333	1	0	0	1	1	0
P0AE24	1	1	0	0	0	0	0	0	0	0
P0AE26	1	1	0	0	0	0	0	0	0	1
P0AE28	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AE30	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE34	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE37	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AE39	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE42	1	1	0	0	0	0	0	0	0	1
P0AE45	1	1	0	0	0	0	0	0	0	0
P0AE48	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE52	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE56	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE58	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AE60	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE63	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE67	1	1	uniprotkb	83333	1	0	0	1	1	0
P0AE70	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE72	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE74	1	1	0	0	0	0	0	0	0	0
P0AE76	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AE78	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE82	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AE85	1	1	uniprotkb	83333	0	0	0	1	1	0
P0AE88	1	1	uniprotkb	83333	1	0	0	1	1	0
P0AE91	1	1	uniprotkb	83333	1	0	0	0	1	1
P0AE95	1	1	0	0	0	0	0	0	0	0
P0AE98	1	1	0	0	0	0	0	0	0	1
P0AEA2	1	1	uniprotkb	83333	0	0	0	1	1	0
P0AEA5	1	1	0	0	0	0	0	0	0	0
P0AEA8	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AEB0	1	1	uniprotkb	83333	1	0	0	0	1	0
P0AEB2	1	1	uniprotkb	83333	1	0	0	0	1	0
