whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	1263(Molecular Connections)	1335(HPIDb)	IMEx	protein_evidence
F4IJJ3	1	1	0	0	0	0	0	0	0	0	0	0
F4IJJ8	1	1	0	0	0	0	0	0	0	0	0	0
F4IJK5	1	1	0	0	0	0	0	0	0	0	0	0
F4IJK8	1	1	0	0	0	0	0	0	0	0	0	0
F4IJM1	1	1	0	0	0	0	0	0	0	0	0	1
F4IJM6	1	1	0	0	0	0	0	0	0	0	0	0
F4IJM9	1	1	0	0	0	0	0	0	0	0	0	0
F4IJN8	1	1	0	0	0	0	0	0	0	0	0	0
F4IJP2	1	1	0	0	0	0	0	0	0	0	0	0
F4IJP7	1	1	0	0	0	0	0	0	0	0	0	0
F4IJQ6	1	1	0	0	0	0	0	0	0	0	0	0
F4IJR9	1	1	0	0	0	0	0	0	0	0	0	0
F4IJS0	1	1	0	0	0	0	0	0	0	0	0	0
F4IJS1	1	1	0	0	0	0	0	0	0	0	0	0
F4IJS7	1	1	0	0	0	0	0	0	0	0	0	0
F4IJV3	1	1	0	0	0	0	0	0	0	0	0	0
F4IJV4	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
F4IJW0	1	1	0	0	0	0	0	0	0	0	0	0
F4IJW3	1	1	0	0	0	0	0	0	0	0	0	0
F4IJX5	1	1	0	0	0	0	0	0	0	0	0	0
F4IJX6	1	1	0	0	0	0	0	0	0	0	0	0
F4IJY5	1	1	0	0	0	0	0	0	0	0	0	0
F4IJY6	1	1	0	0	0	0	0	0	0	0	0	0
F4IK01	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
F4IK06	1	1	0	0	0	0	0	0	0	0	0	0
F4IK16	1	1	0	0	0	0	0	0	0	0	0	0
F4IK40	1	1	0	0	0	0	0	0	0	0	0	0
F4IK44	1	1	0	0	0	0	0	0	0	0	0	0
F4IK47	1	1	0	0	0	0	0	0	0	0	0	0
F4IK49	1	1	0	0	0	0	0	0	0	0	0	0
F4IK66	1	1	0	0	0	0	0	0	0	0	0	0
F4IK68	1	1	0	0	0	0	0	0	0	0	0	0
F4IK69	1	1	0	0	0	0	0	0	0	0	0	0
F4IK72	1	1	0	0	0	0	0	0	0	0	0	0
F4IK77	1	1	0	0	0	0	0	0	0	0	0	0
F4IK78	1	1	0	0	0	0	0	0	0	0	0	0
F4IK79	1	1	0	0	0	0	0	0	0	0	0	0
F4IK85	1	1	0	0	0	0	0	0	0	0	0	0
F4IK90	1	1	0	0	0	0	0	0	0	0	0	0
F4IK92	1	1	0	0	0	0	0	0	0	0	0	0
F4IK96	1	1	0	0	0	0	0	0	0	0	0	0
F4IK97	1	1	0	0	0	0	0	0	0	0	0	0
F4IK98	1	1	0	0	0	0	0	0	0	0	0	0
F4IK99	1	1	0	0	0	0	0	0	0	0	0	0
F4IKA7	1	1	0	0	0	0	0	0	0	0	0	0
F4IKB3	1	1	0	0	0	0	0	0	0	0	0	0
F4IKD6	1	1	0	0	0	0	0	0	0	0	0	0
F4IKE6	1	1	0	0	0	0	0	0	0	0	0	0
F4IKE9	1	1	0	0	0	0	0	0	0	0	0	0
F4IKF3	1	1	0	0	0	0	0	0	0	0	0	0
F4IKG5	1	1	0	0	0	0	0	0	0	0	0	0
F4IKI5	1	1	0	0	0	0	0	0	0	0	0	0
F4IKK4	1	1	0	0	0	0	0	0	0	0	0	0
F4IKL5	1	1	0	0	0	0	0	0	0	0	0	0
F4IKL8	1	1	0	0	0	0	0	0	0	0	0	0
F4IKM1	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
F4IKQ3	1	1	0	0	0	0	0	0	0	0	0	1
F4IKR2	1	1	0	0	0	0	0	0	0	0	0	0
F4IKR5	1	1	0	0	0	0	0	0	0	0	0	0
F4IKT4	1	1	0	0	0	0	0	0	0	0	0	0
F4IKW3	1	1	0	0	0	0	0	0	0	0	0	0
F4IKW4	1	1	0	0	0	0	0	0	0	0	0	0
F4IKX0	1	1	0	0	0	0	0	0	0	0	0	0
F4IKX1	1	1	0	0	0	0	0	0	0	0	0	0
F4IKY1	1	1	0	0	0	0	0	0	0	0	0	0
F4IKY7	1	1	0	0	0	0	0	0	0	0	0	0
F4IKZ5	1	1	0	0	0	0	0	0	0	0	0	0
F4IL00	1	1	0	0	0	0	0	0	0	0	0	0
F4IL02	1	1	0	0	0	0	0	0	0	0	0	0
F4IL23	1	1	0	0	0	0	0	0	0	0	0	0
F4IL30	1	1	0	0	0	0	0	0	0	0	0	0
F4IL31	1	1	0	0	0	0	0	0	0	0	0	0
F4IL37	1	1	0	0	0	0	0	0	0	0	0	0
F4IL43	1	1	0	0	0	0	0	0	0	0	0	0
F4IL44	1	1	0	0	0	0	0	0	0	0	0	0
F4IL52	1	1	0	0	0	0	0	0	0	0	0	0
F4IL53	1	1	0	0	0	0	0	0	0	0	0	0
F4IL65	1	1	0	0	0	0	0	0	0	0	0	0
F4IL68	1	1	0	0	0	0	0	0	0	0	0	1
F4IL76	1	1	0	0	0	0	0	0	0	0	0	0
F4IL89	1	1	0	0	0	0	0	0	0	0	0	0
F4IL90	1	1	0	0	0	0	0	0	0	0	0	0
F4IL92	1	1	0	0	0	0	0	0	0	0	0	0
F4ILA8	1	1	0	0	0	0	0	0	0	0	0	0
F4ILA9	1	1	0	0	0	0	0	0	0	0	0	0
F4ILE0	1	1	0	0	0	0	0	0	0	0	0	1
F4ILE1	1	1	0	0	0	0	0	0	0	0	0	1
F4ILE5	1	1	0	0	0	0	0	0	0	0	0	0
F4ILF1	1	1	0	0	0	0	0	0	0	0	0	0
F4ILF9	1	1	0	0	0	0	0	0	0	0	0	0
F4ILG6	1	1	0	0	0	0	0	0	0	0	0	1
F4ILI2	1	1	0	0	0	0	0	0	0	0	0	0
F4ILI9	1	1	0	0	0	0	0	0	0	0	0	0
F4ILJ1	1	1	0	0	0	0	0	0	0	0	0	0
F4ILJ4	1	1	0	0	0	0	0	0	0	0	0	0
F4ILK1	1	1	0	0	0	0	0	0	0	0	0	0
F4ILN3	1	1	0	0	0	0	0	0	0	0	0	0
F4ILN4	1	1	0	0	0	0	0	0	0	0	0	0
F4ILN8	1	1	0	0	0	0	0	0	0	0	0	0
F4ILP7	1	1	0	0	0	0	0	0	0	0	0	0
F4ILQ4	1	1	0	0	0	0	0	0	0	0	0	0
F4ILS7	1	1	0	0	0	0	0	0	0	0	0	0
F4ILT1	1	1	0	0	0	0	0	0	0	0	0	0
F4ILV6	1	1	0	0	0	0	0	0	0	0	0	0
F4ILW4	1	1	0	0	0	0	0	0	0	0	0	0
F4ILW9	1	1	0	0	0	0	0	0	0	0	0	0
F4ILY0	1	1	0	0	0	0	0	0	0	0	0	0
F4ILY7	1	1	0	0	0	0	0	0	0	0	0	0
F4IM00	1	1	0	0	0	0	0	0	0	0	0	0
F4IM05	1	1	0	0	0	0	0	0	0	0	0	0
F4IM54	1	1	0	0	0	0	0	0	0	0	0	0
F4IM56	1	1	0	0	0	0	0	0	0	0	0	0
F4IM60	1	1	0	0	0	0	0	0	0	0	0	0
F4IM67	1	1	0	0	0	0	0	0	0	0	0	0
F4IM73	1	1	0	0	0	0	0	0	0	0	0	0
F4IM82	1	1	0	0	0	0	0	0	0	0	0	0
F4IM94	1	1	0	0	0	0	0	0	0	0	0	0
F4IM97	1	1	0	0	0	0	0	0	0	0	0	0
F4IMA2	1	1	0	0	0	0	0	0	0	0	0	0
F4IMA3	1	1	0	0	0	0	0	0	0	0	0	0
F4IMA4	1	1	0	0	0	0	0	0	0	0	0	0
F4IMB1	1	1	0	0	0	0	0	0	0	0	0	0
F4IMB2	1	1	0	0	0	0	0	0	0	0	0	0
F4IMB4	1	1	0	0	0	0	0	0	0	0	0	0
F4IMB5	1	1	0	0	0	0	0	0	0	0	0	0
F4IMB6	1	1	0	0	0	0	0	0	0	0	0	0
F4IMB7	1	1	0	0	0	0	0	0	0	0	0	0
F4IMC1	1	1	0	0	0	0	0	0	0	0	0	0
F4IMC4	1	1	0	0	0	0	0	0	0	0	0	0
F4IMC6	1	1	0	0	0	0	0	0	0	0	0	0
F4IMC7	1	1	0	0	0	0	0	0	0	0	0	0
F4IMD2	1	1	0	0	0	0	0	0	0	0	0	0
F4IMD6	1	1	0	0	0	0	0	0	0	0	0	0
F4IMD7	1	1	0	0	0	0	0	0	0	0	0	0
F4IMD8	1	1	0	0	0	0	0	0	0	0	0	0
F4IMD9	1	1	0	0	0	0	0	0	0	0	0	0
F4IME8	1	1	0	0	0	0	0	0	0	0	0	0
F4IME9	1	1	0	0	0	0	0	0	0	0	0	0
F4IMF0	1	1	0	0	0	0	0	0	0	0	0	0
F4IMF2	1	1	0	0	0	0	0	0	0	0	0	0
F4IMF6	1	1	0	0	0	0	0	0	0	0	0	0
F4IMG9	1	1	0	0	0	0	0	0	0	0	0	0
F4IMH3	1	1	0	0	0	0	0	0	0	0	0	0
F4IMI7	1	1	0	0	0	0	0	0	0	0	0	0
F4IMI8	1	1	0	0	0	0	0	0	0	0	0	0
F4IMJ8	1	1	0	0	0	0	0	0	0	0	0	1
F4IMK6	1	1	0	0	0	0	0	0	0	0	0	0
F4IMM1	1	1	0	0	0	0	0	0	0	0	0	0
F4IMN2	1	1	0	0	0	0	0	0	0	0	0	0
F4IMQ0	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
F4IMR0	1	1	0	0	0	0	0	0	0	0	0	0
F4IMR9	1	1	0	0	0	0	0	0	0	0	0	0
F4IMS7	1	1	0	0	0	0	0	0	0	0	0	0
F4IMT0	1	1	0	0	0	0	0	0	0	0	0	0
F4IMT3	1	1	0	0	0	0	0	0	0	0	0	1
F4IMV8	1	1	0	0	0	0	0	0	0	0	0	0
F4IMW1	1	1	0	0	0	0	0	0	0	0	0	0
F4IMW2	1	1	0	0	0	0	0	0	0	0	0	0
F4IMW3	1	1	0	0	0	0	0	0	0	0	0	0
F4IMX8	1	1	0	0	0	0	0	0	0	0	0	0
F4IMX9	1	1	0	0	0	0	0	0	0	0	0	0
F4IMY0	1	1	0	0	0	0	0	0	0	0	0	0
F4IN01	1	1	0	0	0	0	0	0	0	0	0	0
F4IN23	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
F4IN30	1	1	0	0	0	0	0	0	0	0	0	0
F4IN31	1	1	0	0	0	0	0	0	0	0	0	0
F4IN36	1	1	0	0	0	0	0	0	0	0	0	0
F4IN38	1	1	0	0	0	0	0	0	0	0	0	0
F4IN39	1	1	0	0	0	0	0	0	0	0	0	0
F4IN40	1	1	0	0	0	0	0	0	0	0	0	0
F4IN41	1	1	0	0	0	0	0	0	0	0	0	0
F4IN59	1	1	0	0	0	0	0	0	0	0	0	0
F4IN63	1	1	0	0	0	0	0	0	0	0	0	0
F4IN68	1	1	0	0	0	0	0	0	0	0	0	0
F4IN72	1	1	0	0	0	0	0	0	0	0	0	0
F4IN73	1	1	0	0	0	0	0	0	0	0	0	0
F4IN76	1	1	0	0	0	0	0	0	0	0	0	0
F4IN81	1	1	0	0	0	0	0	0	0	0	0	0
F4IN82	1	1	0	0	0	0	0	0	0	0	0	0
F4IN86	1	1	0	0	0	0	0	0	0	0	0	0
F4INA0	1	1	0	0	0	0	0	0	0	0	0	0
F4INB4	1	1	0	0	0	0	0	0	0	0	0	0
F4INB5	1	1	0	0	0	0	0	0	0	0	0	0
F4INE2	1	1	0	0	0	0	0	0	0	0	0	0
F4INE5	1	1	0	0	0	0	0	0	0	0	0	0
F4INE6	1	1	0	0	0	0	0	0	0	0	0	0
F4INE9	1	1	0	0	0	0	0	0	0	0	0	0
F4INF0	1	1	0	0	0	0	0	0	0	0	0	0
F4INF1	1	1	0	0	0	0	0	0	0	0	0	0
F4INF2	1	1	0	0	0	0	0	0	0	0	0	0
F4INF6	1	1	0	0	0	0	0	0	0	0	0	0
F4INF9	1	1	0	0	0	0	0	0	0	0	0	0
F4ING3	1	1	0	0	0	0	0	0	0	0	0	0
F4ING4	1	1	0	0	0	0	0	0	0	0	0	0
F4ING5	1	1	0	0	0	0	0	0	0	0	0	0
F4INH0	1	1	0	0	0	0	0	0	0	0	0	1
F4INI6	1	1	0	0	0	0	0	0	0	0	0	0
F4INJ2	1	1	0	0	0	0	0	0	0	0	0	0
F4INJ6	1	1	0	0	0	0	0	0	0	0	0	0
F4INK3	1	1	0	0	0	0	0	0	0	0	0	0
F4INL2	1	1	0	0	0	0	0	0	0	0	0	0
F4INM3	1	1	0	0	0	0	0	0	0	0	0	0
F4INN5	1	1	0	0	0	0	0	0	0	0	0	0
F4INN8	1	1	0	0	0	0	0	0	0	0	0	0
F4INP5	1	1	0	0	0	0	0	0	0	0	0	0
F4INQ5	1	1	0	0	0	0	0	0	0	0	0	0
F4INR3	1	1	0	0	0	0	0	0	0	0	0	1
F4INS6	1	1	0	0	0	0	0	0	0	0	0	1
F4INT5	1	1	0	0	0	0	0	0	0	0	0	0
F4INT8	1	1	0	0	0	0	0	0	0	0	0	0
F4INU4	1	1	0	0	0	0	0	0	0	0	0	0
F4INU9	1	1	0	0	0	0	0	0	0	0	0	0
F4INV5	1	1	0	0	0	0	0	0	0	0	0	0
F4INW2	1	1	0	0	0	0	0	0	0	0	0	1
F4INW4	1	1	0	0	0	0	0	0	0	0	0	0
F4INW8	1	1	0	0	0	0	0	0	0	0	0	0
F4INZ4	1	1	0	0	0	0	0	0	0	0	0	0
F4INZ9	1	1	0	0	0	0	0	0	0	0	0	0
F4IP00	1	1	0	0	0	0	0	0	0	0	0	0
F4IP06	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
F4IP14	1	1	0	0	0	0	0	0	0	0	0	0
F4IP15	1	1	0	0	0	0	0	0	0	0	0	0
F4IP22	1	1	0	0	0	0	0	0	0	0	0	0
F4IP26	1	1	0	0	0	0	0	0	0	0	0	0
F4IP31	1	1	0	0	0	0	0	0	0	0	0	1
F4IP39	1	1	0	0	0	0	0	0	0	0	0	0
F4IP47	1	1	0	0	0	0	0	0	0	0	0	0
F4IP53	1	1	0	0	0	0	0	0	0	0	0	0
F4IP55	1	1	0	0	0	0	0	0	0	0	0	1
F4IP61	1	1	0	0	0	0	0	0	0	0	0	0
F4IP68	1	1	0	0	0	0	0	0	0	0	0	0
F4IP72	1	1	0	0	0	0	0	0	0	0	0	0
F4IP79	1	1	0	0	0	0	0	0	0	0	0	0
F4IP94	1	1	0	0	0	0	0	0	0	0	0	0
F4IPA6	1	1	0	0	0	0	0	0	0	0	0	1
F4IPB2	1	1	0	0	0	0	0	0	0	0	0	0
F4IPF3	1	1	0	0	0	0	0	0	0	0	0	0
F4IPF5	1	1	0	0	0	0	0	0	0	0	0	0
F4IPF7	1	1	0	0	0	0	0	0	0	0	0	0
F4IPG2	1	1	0	0	0	0	0	0	0	0	0	0
F4IPG3	1	1	0	0	0	0	0	0	0	0	0	0
F4IPH5	1	1	0	0	0	0	0	0	0	0	0	0
F4IPI3	1	1	0	0	0	0	0	0	0	0	0	0
F4IPJ1	1	1	0	0	0	0	0	0	0	0	0	0
F4IPK2	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
F4IPL2	1	1	0	0	0	0	0	0	0	0	0	0
F4IPL5	1	1	0	0	0	0	0	0	0	0	0	0
F4IPM1	1	1	0	0	0	0	0	0	0	0	0	0
F4IPN3	1	1	0	0	0	0	0	0	0	0	0	0
F4IPN4	1	1	0	0	0	0	0	0	0	0	0	0
F4IPQ0	1	1	0	0	0	0	0	0	0	0	0	0
F4IPR3	1	1	0	0	0	0	0	0	0	0	0	0
F4IPS6	1	1	0	0	0	0	0	0	0	0	0	0
F4IPT2	1	1	0	0	0	0	0	0	0	0	0	0
F4IPT5	1	1	0	0	0	0	0	0	0	0	0	0
F4IPU5	1	1	0	0	0	0	0	0	0	0	0	0
F4IPV3	1	1	0	0	0	0	0	0	0	0	0	0
F4IPV6	1	1	0	0	0	0	0	0	0	0	0	0
F4IPW4	1	1	0	0	0	0	0	0	0	0	0	0
F4IPW5	1	1	0	0	0	0	0	0	0	0	0	0
F4IPX8	1	1	0	0	0	0	0	0	0	0	0	0
F4IPX9	1	1	0	0	0	0	0	0	0	0	0	0
F4IPY0	1	1	0	0	0	0	0	0	0	0	0	0
F4IPY5	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
F4IPY6	1	1	0	0	0	0	0	0	0	0	0	0
F4IPY7	1	1	0	0	0	0	0	0	0	0	0	0
F4IPZ0	1	1	0	0	0	0	0	0	0	0	0	0
F4IPZ3	1	1	0	0	0	0	0	0	0	0	0	1
F4IPZ4	1	1	0	0	0	0	0	0	0	0	0	0
F4IPZ8	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ05	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ07	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ10	1	1	0	0	0	0	0	0	0	0	0	1
F4IQ11	1	1	0	0	0	0	0	0	0	0	0	1
F4IQ18	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ28	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ29	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ30	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ31	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ39	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ44	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ51	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ61	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ66	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ73	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ75	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ76	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ78	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ79	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ85	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ91	1	1	0	0	0	0	0	0	0	0	0	0
F4IQ97	1	1	0	0	0	0	0	0	0	0	0	0
F4IQD1	1	1	0	0	0	0	0	0	0	0	0	0
F4IQD4	1	1	0	0	0	0	0	0	0	0	0	0
F4IQD5	1	1	0	0	0	0	0	0	0	0	0	0
F4IQH8	1	1	0	0	0	0	0	0	0	0	0	0
F4IQI5	1	1	0	0	0	0	0	0	0	0	0	0
F4IQK7	1	1	0	0	0	0	0	0	0	0	0	0
F4IQK9	1	1	0	0	0	0	0	0	0	0	0	0
F4IQP9	1	1	0	0	0	0	0	0	0	0	0	0
F4IQQ3	1	1	0	0	0	0	0	0	0	0	0	0
F4IQQ9	1	1	0	0	0	0	0	0	0	0	0	0
F4IQS9	1	1	0	0	0	0	0	0	0	0	0	0
F4IQT9	1	1	0	0	0	0	0	0	0	0	0	0
F4IQW9	1	1	0	0	0	0	0	0	0	0	0	0
F4IQY0	1	1	0	0	0	0	0	0	0	0	0	0
F4IQY1	1	1	0	0	0	0	0	0	0	0	0	0
F4IQY6	1	1	0	0	0	0	0	0	0	0	0	0
F4IR19	1	1	0	0	0	0	0	0	0	0	0	0
F4IR26	1	1	0	0	0	0	0	0	0	0	0	0
F4IR49	1	1	0	0	0	0	0	0	0	0	0	0
F4IR54	1	1	0	0	0	0	0	0	0	0	0	0
F4IR55	1	1	0	0	0	0	0	0	0	0	0	0
F4IR57	1	1	0	0	0	0	0	0	0	0	0	0
F4IR78	1	1	0	0	0	0	0	0	0	0	0	0
F4IR79	1	1	0	0	0	0	0	0	0	0	0	0
F4IR82	1	1	0	0	0	0	0	0	0	0	0	0
F4IR90	1	1	0	0	0	0	0	0	0	0	0	0
F4IR95	1	1	0	0	0	0	0	0	0	0	0	0
F4IRA7	1	1	0	0	0	0	0	0	0	0	0	0
F4IRA9	1	1	0	0	0	0	0	0	0	0	0	1
F4IRB0	1	1	0	0	0	0	0	0	0	0	0	0
F4IRB4	1	1	0	0	0	0	0	0	0	0	0	0
F4IRB5	1	1	0	0	0	0	0	0	0	0	0	0
F4IRB6	1	1	0	0	0	0	0	0	0	0	0	0
F4IRC0	1	1	0	0	0	0	0	0	0	0	0	0
F4IRC9	1	1	0	0	0	0	0	0	0	0	0	0
F4IRD1	1	1	0	0	0	0	0	0	0	0	0	0
F4IRD2	1	1	0	0	0	0	0	0	0	0	0	1
F4IRD3	1	1	0	0	0	0	0	0	0	0	0	1
F4IRD4	1	1	0	0	0	0	0	0	0	0	0	0
F4IRE1	1	1	0	0	0	0	0	0	0	0	0	0
F4IRF0	1	1	0	0	0	0	0	0	0	0	0	0
F4IRF5	1	1	0	0	0	0	0	0	0	0	0	0
F4IRH2	1	1	0	0	0	0	0	0	0	0	0	0
F4IRH5	1	1	0	0	0	0	0	0	0	0	0	0
F4IRI1	1	1	0	0	0	0	0	0	0	0	0	1
F4IRK4	1	1	0	0	0	0	0	0	0	0	0	0
F4IRK9	1	1	0	0	0	0	0	0	0	0	0	0
F4IRL6	1	1	0	0	0	0	0	0	0	0	0	0
F4IRL7	1	1	0	0	0	0	0	0	0	0	0	0
F4IRM4	1	1	0	0	0	0	0	0	0	0	0	0
F4IRP0	1	1	0	0	0	0	0	0	0	0	0	0
F4IRP1	1	1	0	0	0	0	0	0	0	0	0	0
F4IRP9	1	1	0	0	0	0	0	0	0	0	0	0
F4IRT2	1	1	0	0	0	0	0	0	0	0	0	0
F4IRU3	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
F4IRU6	1	1	0	0	0	0	0	0	0	0	0	0
F4IRV7	1	1	0	0	0	0	0	0	0	0	0	0
F4IRX7	1	1	0	0	0	0	0	0	0	0	0	1
F4IRY2	1	1	0	0	0	0	0	0	0	0	0	0
F4IRZ1	1	1	0	0	0	0	0	0	0	0	0	0
F4IS00	1	1	0	0	0	0	0	0	0	0	0	0
F4IS01	1	1	0	0	0	0	0	0	0	0	0	0
F4IS02	1	1	0	0	0	0	0	0	0	0	0	0
F4IS06	1	1	0	0	0	0	0	0	0	0	0	1
F4IS08	1	1	0	0	0	0	0	0	0	0	0	0
F4IS11	1	1	0	0	0	0	0	0	0	0	0	0
F4IS12	1	1	0	0	0	0	0	0	0	0	0	0
F4IS20	1	1	0	0	0	0	0	0	0	0	0	0
F4IS25	1	1	0	0	0	0	0	0	0	0	0	0
F4IS32	1	1	0	0	0	0	0	0	0	0	0	1
F4IS54	1	1	0	0	0	0	0	0	0	0	0	0
F4IS56	1	1	0	0	0	0	0	0	0	0	0	0
F4IS57	1	1	0	0	0	0	0	0	0	0	0	0
F4IS71	1	1	0	0	0	0	0	0	0	0	0	0
F4IS76	1	1	0	0	0	0	0	0	0	0	0	0
F4IS82	1	1	0	0	0	0	0	0	0	0	0	0
F4IS89	1	1	0	0	0	0	0	0	0	0	0	1
F4IS90	1	1	0	0	0	0	0	0	0	0	0	1
F4IS91	1	1	0	0	0	0	0	0	0	0	0	1
F4ISA5	1	1	0	0	0	0	0	0	0	0	0	0
F4ISA8	1	1	0	0	0	0	0	0	0	0	0	0
F4ISB3	1	1	0	0	0	0	0	0	0	0	0	0
F4ISB4	1	1	0	0	0	0	0	0	0	0	0	0
F4ISC4	1	1	0	0	0	0	0	0	0	0	0	0
F4ISC5	1	1	0	0	0	0	0	0	0	0	0	0
F4ISC6	1	1	0	0	0	0	0	0	0	0	0	0
F4ISD8	1	1	0	0	0	0	0	0	0	0	0	0
F4ISE7	1	1	0	0	0	0	0	0	0	0	0	0
F4ISG1	1	1	0	0	0	0	0	0	0	0	0	0
F4ISH3	1	1	0	0	0	0	0	0	0	0	0	0
F4ISI7	1	1	0	0	0	0	0	0	0	0	0	1
F4ISJ6	1	1	0	0	0	0	0	0	0	0	0	0
F4ISL5	1	1	0	0	0	0	0	0	0	0	0	0
F4ISL7	1	1	0	0	0	0	0	0	0	0	0	0
F4ISN0	1	1	0	0	0	0	0	0	0	0	0	0
F4ISN4	1	1	0	0	0	0	0	0	0	0	0	0
F4ISN5	1	1	0	0	0	0	0	0	0	0	0	0
F4ISP4	1	1	0	0	0	0	0	0	0	0	0	1
F4ISP6	1	1	0	0	0	0	0	0	0	0	0	1
F4ISS2	1	1	0	0	0	0	0	0	0	0	0	0
F4ISS7	1	1	0	0	0	0	0	0	0	0	0	0
F4IST0	1	1	0	0	0	0	0	0	0	0	0	0
F4IST1	1	1	0	0	0	0	0	0	0	0	0	0
F4IST2	1	1	0	0	0	0	0	0	0	0	0	0
F4ISU2	1	1	0	0	0	0	0	0	0	0	0	1
F4ISV2	1	1	0	0	0	0	0	0	0	0	0	0
F4ISV4	1	1	0	0	0	0	0	0	0	0	0	0
F4ISV9	1	1	0	0	0	0	0	0	0	0	0	0
F4ISW5	1	1	0	0	0	0	0	0	0	0	0	0
F4ISY3	1	1	0	0	0	0	0	0	0	0	0	0
F4ISY9	1	1	0	0	0	0	0	0	0	0	0	0
F4IT02	1	1	0	0	0	0	0	0	0	0	0	0
F4IT14	1	1	0	0	0	0	0	0	0	0	0	0
F4IT21	1	1	0	0	0	0	0	0	0	0	0	0
F4IT40	1	1	0	0	0	0	0	0	0	0	0	0
F4IT46	1	1	0	0	0	0	0	0	0	0	0	0
F4IT48	1	1	0	0	0	0	0	0	0	0	0	0
F4IT63	1	1	0	0	0	0	0	0	0	0	0	0
F4IT66	1	1	0	0	0	0	0	0	0	0	0	0
F4IT71	1	1	0	0	0	0	0	0	0	0	0	0
F4IT83	1	1	0	0	0	0	0	0	0	0	0	0
F4IT87	1	1	0	0	0	0	0	0	0	0	0	0
F4IT88	1	1	0	0	0	0	0	0	0	0	0	0
F4IT91	1	1	0	0	0	0	0	0	0	0	0	0
F4IT96	1	1	0	0	0	0	0	0	0	0	0	0
F4IT98	1	1	0	0	0	0	0	0	0	0	0	0
F4ITA0	1	1	0	0	0	0	0	0	0	0	0	0
F4ITB8	1	1	0	0	0	0	0	0	0	0	0	1
F4ITD3	1	1	0	0	0	0	0	0	0	0	0	0
F4ITF6	1	1	0	0	0	0	0	0	0	0	0	0
F4ITF9	1	1	0	0	0	0	0	0	0	0	0	0
F4ITH5	1	1	0	0	0	0	0	0	0	0	0	0
F4ITH6	1	1	0	0	0	0	0	0	0	0	0	0
F4ITI0	1	1	0	0	0	0	0	0	0	0	0	0
F4ITI2	1	1	0	0	0	0	0	0	0	0	0	0
F4ITJ0	1	1	0	0	0	0	0	0	0	0	0	0
F4ITJ6	1	1	0	0	0	0	0	0	0	0	0	0
F4ITK6	1	1	0	0	0	0	0	0	0	0	0	0
F4ITL1	1	1	0	0	0	0	0	0	0	0	0	0
F4ITL6	0	0	uniprotkb	3702	1	0	1	0	0	0	1	0
F4ITM1	1	1	0	0	0	0	0	0	0	0	0	0
F4ITM2	1	1	0	0	0	0	0	0	0	0	0	0
F4ITP5	1	1	0	0	0	0	0	0	0	0	0	0
F4ITP6	1	1	0	0	0	0	0	0	0	0	0	1
F4ITQ0	1	1	0	0	0	0	0	0	0	0	0	0
F4ITQ2	1	1	0	0	0	0	0	0	0	0	0	0
F4ITQ5	1	1	0	0	0	0	0	0	0	0	0	0
F4ITQ7	1	1	0	0	0	0	0	0	0	0	0	0
F4ITR5	1	1	0	0	0	0	0	0	0	0	0	0
F4ITR7	1	1	0	0	0	0	0	0	0	0	0	0
F4ITS6	1	1	0	0	0	0	0	0	0	0	0	0
F4ITT3	1	1	0	0	0	0	0	0	0	0	0	1
F4ITU0	1	1	0	0	0	0	0	0	0	0	0	0
F4ITU1	1	1	0	0	0	0	0	0	0	0	0	0
F4ITU2	1	1	0	0	0	0	0	0	0	0	0	0
F4ITW1	1	1	0	0	0	0	0	0	0	0	0	0
F4ITW2	1	1	0	0	0	0	0	0	0	0	0	0
