whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	1263(Molecular Connections)	IMEx	missing_protein_evidence
O76406	0	0	uniprotkb	6239	1	0	0	0	1	0
O76411	1	1	0	0	0	0	0	0	0	0
O76412	0	0	uniprotkb	6239	1	0	0	0	1	0
O76413	0	0	uniprotkb	6239	1	0	0	0	1	0
O76447	0	0	uniprotkb	6239	1	1	1	0	1	0
O76449	0	0	uniprotkb	6239	1	0	0	0	1	0
O76463	1	1	uniprotkb	6239	1	0	0	0	1	0
O76471	0	0	uniprotkb	6239	1	0	0	0	1	0
O76512	1	1	uniprotkb	6239	0	1	0	0	1	0
O76554	1	1	uniprotkb	6239	1	0	0	0	1	0
O76562	0	0	uniprotkb	6239	1	0	0	0	1	0
O76565	1	1	0	0	0	0	0	0	0	0
O76572	0	0	uniprotkb	6239	1	0	0	0	1	0
O76577	1	1	uniprotkb	6239	1	0	0	0	1	0
O76579	0	0	uniprotkb	6239	1	0	0	0	1	0
O76580	0	0	uniprotkb	6239	1	0	0	0	1	0
O76584	1	1	0	0	0	0	0	0	0	1
O76612	1	1	0	0	0	0	0	0	0	1
O76615	0	0	uniprotkb	6239	1	0	0	0	1	0
O76616	0	0	uniprotkb	6239	1	0	0	0	1	0
O76621	0	0	uniprotkb	6239	1	0	0	0	1	0
O76630	0	0	uniprotkb	6239	1	0	0	0	1	0
O76640	0	0	uniprotkb	6239	1	0	0	0	1	0
O76643	0	0	uniprotkb	6239	1	0	0	0	1	0
O76652	0	0	uniprotkb	6239	1	0	0	0	1	0
O76665	0	0	uniprotkb	6239	1	0	0	0	1	0
O76670	0	0	uniprotkb	6239	1	0	0	0	1	0
O76672	0	0	uniprotkb	6239	1	0	0	0	1	0
O76689	1	1	uniprotkb	6239	1	0	0	0	1	0
O76695	1	1	0	0	0	0	0	0	0	1
O76725	0	0	uniprotkb	6239	1	0	0	0	1	0
O76735	1	1	0	0	0	0	0	0	0	1
O76743	1	1	uniprotkb	6239	0	0	1	0	1	0
O76828	1	1	uniprotkb	6239	1	0	0	0	1	1
O76830	0	0	uniprotkb	6239	0	1	0	0	1	0
O76840	1	1	uniprotkb	6239	1	0	0	0	1	0
O77081	1	1	0	0	0	0	0	0	0	0
O77469	1	1	uniprotkb	6239	1	1	0	0	1	0
P02513	1	1	0	0	0	0	0	0	0	1
P02566	1	1	uniprotkb	6239	1	1	1	0	1	0
P02567	1	1	uniprotkb	6239	1	0	0	0	1	0
P03934	1	1	0	0	0	0	0	0	0	1
P03935	1	0	0	0	0	0	0	0	0	1
P03949	1	1	uniprotkb	6239	1	0	0	0	1	0
P04255	1	1	0	0	0	0	0	0	0	0
P04630	1	1	0	0	0	0	0	0	0	1
P04970	1	1	uniprotkb	6239	1	0	1	0	1	1
P05634	1	1	uniprotkb	6239	1	0	0	0	1	1
P05690	1	1	uniprotkb	6239	1	0	0	0	1	0
P06125	1	1	uniprotkb	6239	1	0	0	0	1	1
P06581	1	1	uniprotkb	6239	1	0	0	0	1	1
P06582	1	1	uniprotkb	6239	1	0	0	0	1	1
P08124	1	1	uniprotkb	6239	1	0	0	0	1	1
P08898	1	1	uniprotkb	6239	1	0	0	0	1	0
P09088	1	1	uniprotkb	6239	1	0	0	0	1	1
P09446	1	1	uniprotkb	6239	1	1	1	0	1	0
P09588	1	1	0	0	0	0	0	0	0	0
P0CG71	1	1	uniprotkb	6239	1	0	0	0	1	1
P0DM41	1	1	0	0	0	0	0	0	0	0
P0DM42	1	1	0	0	0	0	0	0	0	0
P10038	1	1	uniprotkb	6239	1	0	0	0	1	1
P10299	1	1	uniprotkb	6239	1	0	0	0	1	0
P10567	1	1	uniprotkb	6239	1	1	1	0	1	0
P10771	1	1	0	0	0	0	0	0	0	0
P10983	0	0	uniprotkb	6239	1	0	0	0	1	0
P10984	1	1	uniprotkb	6239	1	0	1	0	1	1
P10986	1	1	uniprotkb	6239	1	0	0	0	1	1
P11141	1	1	uniprotkb	6239	1	0	0	0	1	0
P12114	1	1	uniprotkb	6239	1	0	0	0	1	1
P12456	1	1	0	0	0	0	0	0	0	1
P12844	1	1	uniprotkb	6239	1	0	0	0	1	1
P12845	1	1	0	0	0	0	0	0	0	0
P13508	1	1	uniprotkb	6239	1	1	0	0	1	0
P13528	1	1	uniprotkb	6239	1	0	0	0	1	0
P14585	1	1	uniprotkb	6239	1	1	1	0	1	0
P14792	0	0	uniprotkb	6239	1	0	0	0	1	0
P15796	1	1	0	0	0	0	0	0	0	0
P16356	1	1	uniprotkb	6239	0	0	1	0	1	0
P17139	1	1	uniprotkb	6239	1	0	0	0	1	0
P17140	1	1	0	0	0	0	0	0	0	0
P17221	1	1	uniprotkb	6239	1	0	1	0	1	0
P17329	1	1	uniprotkb	6239	1	1	0	0	1	1
P17330	1	1	uniprotkb	6239	1	1	0	0	1	1
P17331	1	1	uniprotkb	6239	1	0	0	0	1	1
P17343	1	1	uniprotkb	6239	0	0	1	0	1	0
P17486	1	1	uniprotkb	6239	1	0	0	0	1	1
P17487	1	1	uniprotkb	6239	1	0	0	0	1	1
P17488	1	1	0	0	0	0	0	0	0	1
P17511	1	1	uniprotkb	6239	1	0	0	0	1	0
P17512	1	1	0	0	0	0	0	0	0	0
P17656	1	1	0	0	0	0	0	0	0	1
P17657	1	1	0	0	0	0	0	0	0	0
P18334	1	1	uniprotkb	6239	1	0	0	0	1	0
P18831	1	1	uniprotkb	6239	1	0	0	0	1	1
P18832	1	1	0	0	0	0	0	0	0	1
P18833	1	1	0	0	0	0	0	0	0	1
P18834	1	1	0	0	0	0	0	0	0	1
P18835	1	1	uniprotkb	6239	1	0	0	0	1	1
P18947	1	1	0	0	0	0	0	0	0	0
P18948	1	1	uniprotkb	6239	1	0	1	0	1	0
P19625	1	1	0	0	0	0	0	0	0	1
P19626	1	1	uniprotkb	6239	1	0	0	0	1	1
P19826	1	1	uniprotkb	6239	1	0	0	0	1	1
P19974	1	1	0	0	0	0	0	0	0	0
P20154	1	1	uniprotkb	6239	1	0	0	0	1	0
P20163	1	1	uniprotkb	6239	1	0	0	0	1	0
P20268	1	1	uniprotkb	6239	1	0	1	0	1	0
P20269	1	1	0	0	0	0	0	0	0	1
P20270	1	1	0	0	0	0	0	0	0	1
P20271	1	1	uniprotkb	6239	1	0	0	0	1	0
P20630	1	1	0	0	0	0	0	0	0	1
P20631	1	1	0	0	0	0	0	0	0	1
P20784	1	1	0	0	0	0	0	0	0	0
P20792	1	1	uniprotkb	6239	1	0	0	0	1	0
P21137	1	1	uniprotkb	6239	1	0	0	0	1	0
P21541	1	1	uniprotkb	6239	1	1	1	0	1	0
P22454	1	1	0	0	0	0	0	0	0	1
P22980	1	1	uniprotkb	6239	1	0	0	0	1	1
P22981	1	1	uniprotkb	6239	1	1	1	0	1	0
P23678	1	1	0	0	0	0	0	0	0	1
P24348	1	1	uniprotkb	6239	1	1	0	0	1	0
P24349	1	1	0	0	0	0	0	0	0	1
P24585	1	1	0	0	0	0	0	0	0	0
P24612	1	1	0	0	0	0	0	0	0	0
P24885	1	1	uniprotkb	6239	1	0	0	0	1	1
P24886	1	1	0	0	0	0	0	0	0	1
P24887	1	1	0	0	0	0	0	0	0	1
P24888	1	1	0	0	0	0	0	0	0	1
P24889	1	1	0	0	0	0	0	0	0	1
P24890	1	1	0	0	0	0	0	0	0	1
P24891	1	1	0	0	0	0	0	0	0	1
P24892	1	1	uniprotkb	6239	1	0	0	0	1	1
P24893	1	1	uniprotkb	6239	1	0	0	0	1	1
P24894	1	1	0	0	0	0	0	0	0	1
P24895	1	1	0	0	0	0	0	0	0	1
P24896	1	1	0	0	0	0	0	0	0	1
P25807	1	1	uniprotkb	6239	1	0	0	0	1	0
P26797	1	1	uniprotkb	6239	1	0	0	0	1	1
P27420	1	1	uniprotkb	6239	1	0	0	0	1	1
P27604	1	1	uniprotkb	6239	1	0	0	0	1	1
P27639	1	1	uniprotkb	6239	1	0	0	0	1	1
P27715	1	1	0	0	0	0	0	0	0	0
P27798	1	1	uniprotkb	6239	1	1	0	0	1	1
P28051	1	1	0	0	0	0	0	0	0	1
P28052	1	1	0	0	0	0	0	0	0	0
P28191	1	1	0	0	0	0	0	0	0	1
P28192	1	1	0	0	0	0	0	0	0	1
P28515	1	1	uniprotkb	6239	1	0	0	0	1	0
P28548	1	1	uniprotkb	6239	1	0	0	0	1	0
P29355	1	1	uniprotkb	6239	1	1	0	0	1	0
P29506	1	1	uniprotkb	6239	1	0	0	0	1	0
P29691	1	1	uniprotkb	6239	1	1	1	0	1	1
P30429	1	1	uniprotkb	6239	1	0	0	0	1	0
P30625	1	1	uniprotkb	6239	1	0	0	0	1	0
P30627	1	1	0	0	0	0	0	0	0	0
P30628	1	1	0	0	0	0	0	0	0	1
P30629	1	1	uniprotkb	6239	1	0	0	0	1	1
P30630	1	1	0	0	0	0	0	0	0	0
P30631	1	1	0	0	0	0	0	0	0	1
P30632	1	1	uniprotkb	6239	1	0	0	0	1	0
P30634	1	1	uniprotkb	6239	0	1	0	0	1	1
P30635	1	1	0	0	0	0	0	0	0	1
P30636	1	1	0	0	0	0	0	0	0	0
P30637	1	1	0	0	0	0	0	0	0	1
P30638	1	1	0	0	0	0	0	0	0	1
P30639	1	1	0	0	0	0	0	0	0	1
P30640	1	1	uniprotkb	6239	1	0	0	0	1	1
P30641	1	1	0	0	0	0	0	0	0	1
P30642	1	1	uniprotkb	6239	1	0	0	0	1	0
P30643	1	1	0	0	0	0	0	0	0	1
P30644	1	1	0	0	0	0	0	0	0	1
P30645	1	1	0	0	0	0	0	0	0	1
P30646	1	1	0	0	0	0	0	0	0	1
P30647	1	1	0	0	0	0	0	0	0	1
P30648	1	1	0	0	0	0	0	0	0	1
P30650	1	1	0	0	0	0	0	0	0	0
P30651	1	1	uniprotkb	6239	1	0	0	0	1	1
P30652	1	1	0	0	0	0	0	0	0	1
P30653	1	1	0	0	0	0	0	0	0	1
P31161	1	1	0	0	0	0	0	0	0	0
P32085	1	1	uniprotkb	6239	1	0	0	0	1	1
P32739	1	1	0	0	0	0	0	0	0	1
P32740	1	1	0	0	0	0	0	0	0	1
P32742	1	1	uniprotkb	6239	1	0	0	0	1	1
P32743	1	1	uniprotkb	6239	1	0	0	0	1	1
P32744	1	1	uniprotkb	6239	1	0	1	0	1	0
P32756	1	1	0	0	0	0	0	0	0	1
P34183	1	1	uniprotkb	6239	1	0	0	0	1	1
P34212	1	1	0	0	0	0	0	0	0	1
P34213	1	1	uniprotkb	6239	0	0	1	0	1	1
P34254	1	1	0	0	0	0	0	0	0	1
P34255	1	1	0	0	0	0	0	0	0	1
P34256	1	1	0	0	0	0	0	0	0	1
P34257	1	1	0	0	0	0	0	0	0	0
P34258	1	1	uniprotkb	6239	1	0	0	0	1	0
P34259	1	1	0	0	0	0	0	0	0	1
P34260	1	1	uniprotkb	6239	1	0	0	0	1	0
P34261	1	1	0	0	0	0	0	0	0	1
P34263	1	1	uniprotkb	6239	1	0	0	0	1	1
P34264	1	1	uniprotkb	6239	1	0	0	0	1	1
P34266	1	1	uniprotkb	6239	1	0	0	0	1	1
P34268	1	1	0	0	0	0	0	0	0	1
P34269	1	1	uniprotkb	6239	1	1	0	0	1	0
P34271	1	1	0	0	0	0	0	0	0	0
P34272	1	1	0	0	0	0	0	0	0	1
P34273	1	1	0	0	0	0	0	0	0	0
P34274	1	1	uniprotkb	6239	1	0	0	0	1	1
P34275	1	1	0	0	0	0	0	0	0	1
P34276	1	1	0	0	0	0	0	0	0	1
P34277	1	1	0	0	0	0	0	0	0	1
P34278	1	1	uniprotkb	6239	1	0	1	0	1	0
P34279	1	1	0	0	0	0	0	0	0	1
P34280	1	1	0	0	0	0	0	0	0	1
P34281	1	1	uniprotkb	6239	1	0	0	0	1	1
P34282	1	1	uniprotkb	6239	1	0	0	0	1	1
P34283	1	1	0	0	0	0	0	0	0	1
P34284	1	1	uniprotkb	6239	0	1	0	0	1	1
P34285	1	1	0	0	0	0	0	0	0	1
P34286	1	1	uniprotkb	6239	1	0	0	0	1	0
P34287	1	1	0	0	0	0	0	0	0	1
P34288	1	1	uniprotkb	6239	1	0	0	0	1	0
P34289	1	1	0	0	0	0	0	0	0	1
P34290	1	1	0	0	0	0	0	0	0	1
P34291	1	1	0	0	0	0	0	0	0	1
P34292	1	1	0	0	0	0	0	0	0	1
P34293	1	1	0	0	0	0	0	0	0	1
P34294	1	1	0	0	0	0	0	0	0	1
P34295	1	1	0	0	0	0	0	0	0	1
P34296	1	1	uniprotkb	6239	1	0	0	0	1	0
P34298	1	1	0	0	0	0	0	0	0	0
P34299	1	1	0	0	0	0	0	0	0	0
P34300	1	1	uniprotkb	6239	1	0	0	0	1	1
P34301	1	1	0	0	0	0	0	0	0	1
P34302	1	1	0	0	0	0	0	0	0	1
P34303	1	1	uniprotkb	6239	1	0	0	0	1	1
P34304	1	1	uniprotkb	6239	1	0	0	0	1	1
P34305	1	1	uniprotkb	6239	1	0	0	0	1	1
P34306	1	1	0	0	0	0	0	0	0	1
P34307	1	1	uniprotkb	6239	1	0	0	0	1	1
P34308	1	1	0	0	0	0	0	0	0	1
P34310	1	1	0	0	0	0	0	0	0	1
P34311	1	1	0	0	0	0	0	0	0	1
P34312	1	1	0	0	0	0	0	0	0	1
P34313	1	1	0	0	0	0	0	0	0	1
P34314	1	1	uniprotkb	6239	1	1	0	0	1	0
P34315	1	1	0	0	0	0	0	0	0	1
P34316	1	1	0	0	0	0	0	0	0	1
P34317	1	1	uniprotkb	6239	1	0	0	0	1	1
P34318	1	1	uniprotkb	6239	1	0	0	0	1	1
P34319	1	1	0	0	0	0	0	0	0	1
P34320	1	1	0	0	0	0	0	0	0	1
P34321	1	1	0	0	0	0	0	0	0	1
P34322	1	1	0	0	0	0	0	0	0	1
P34324	1	1	uniprotkb	6239	1	0	0	0	1	0
P34325	1	1	0	0	0	0	0	0	0	1
P34326	1	1	uniprotkb	6239	1	0	0	0	1	1
P34327	1	1	uniprotkb	6239	1	0	0	0	1	1
P34328	1	1	uniprotkb	6239	1	0	0	0	1	1
P34329	1	1	uniprotkb	6239	1	0	0	0	1	1
P34330	1	1	uniprotkb	6239	1	0	0	0	1	1
P34331	1	1	uniprotkb	6239	1	0	0	0	1	0
P34333	1	1	uniprotkb	6239	1	0	0	0	1	0
P34334	1	1	uniprotkb	6239	1	0	0	0	1	1
P34335	1	1	uniprotkb	6239	1	0	0	0	1	1
P34337	1	1	0	0	0	0	0	0	0	1
P34338	1	1	0	0	0	0	0	0	0	1
P34339	1	1	uniprotkb	6239	1	0	0	0	1	1
P34340	1	1	uniprotkb	6239	1	0	0	0	1	1
P34341	1	1	uniprotkb	6239	1	0	0	0	1	1
P34342	1	1	uniprotkb	6239	1	0	0	0	1	1
P34343	1	1	0	0	0	0	0	0	0	1
P34344	1	1	uniprotkb	6239	1	0	0	0	1	0
P34345	1	1	uniprotkb	6239	1	0	0	0	1	0
P34346	1	1	0	0	0	0	0	0	0	1
P34347	1	1	0	0	0	0	0	0	0	1
P34348	1	1	uniprotkb	6239	1	1	0	0	1	0
P34349	1	1	0	0	0	0	0	0	0	1
P34350	1	1	0	0	0	0	0	0	0	1
P34351	1	1	0	0	0	0	0	0	0	1
P34352	1	1	0	0	0	0	0	0	0	1
P34355	1	1	0	0	0	0	0	0	0	1
P34356	1	1	0	0	0	0	0	0	0	1
P34357	1	1	0	0	0	0	0	0	0	1
P34358	1	1	0	0	0	0	0	0	0	0
P34360	1	1	0	0	0	0	0	0	0	1
P34361	1	1	0	0	0	0	0	0	0	1
P34362	1	1	0	0	0	0	0	0	0	1
P34363	1	1	0	0	0	0	0	0	0	1
P34364	1	1	0	0	0	0	0	0	0	1
P34365	1	1	0	0	0	0	0	0	0	1
P34366	1	1	0	0	0	0	0	0	0	1
P34367	1	1	uniprotkb	6239	1	1	0	0	1	1
P34368	1	1	0	0	0	0	0	0	0	1
P34369	1	1	uniprotkb	6239	1	0	0	0	1	0
P34370	1	1	0	0	0	0	0	0	0	0
P34371	1	1	uniprotkb	6239	1	0	0	0	1	0
P34374	1	1	0	0	0	0	0	0	0	0
P34375	1	1	0	0	0	0	0	0	0	1
P34376	1	1	uniprotkb	6239	1	0	0	0	1	1
P34377	1	1	0	0	0	0	0	0	0	1
P34378	1	1	uniprotkb	6239	1	0	0	0	1	1
P34379	1	1	0	0	0	0	0	0	0	1
P34380	1	1	0	0	0	0	0	0	0	1
P34382	1	1	0	0	0	0	0	0	0	1
P34383	1	1	uniprotkb	6239	1	1	0	0	1	1
P34384	1	1	0	0	0	0	0	0	0	1
P34385	1	1	0	0	0	0	0	0	0	1
P34387	1	1	0	0	0	0	0	0	0	1
P34388	1	1	0	0	0	0	0	0	0	1
P34389	1	1	0	0	0	0	0	0	0	1
P34390	1	1	0	0	0	0	0	0	0	1
P34391	1	1	0	0	0	0	0	0	0	1
P34392	1	1	uniprotkb	6239	1	0	0	0	1	1
P34393	1	1	0	0	0	0	0	0	0	1
P34394	1	1	0	0	0	0	0	0	0	0
P34395	1	1	0	0	0	0	0	0	0	1
P34396	1	1	0	0	0	0	0	0	0	1
P34397	1	1	uniprotkb	6239	1	1	0	0	1	1
P34398	1	1	0	0	0	0	0	0	0	1
P34399	1	1	0	0	0	0	0	0	0	1
P34400	1	1	uniprotkb	6239	1	0	0	0	1	0
P34401	1	1	0	0	0	0	0	0	0	1
P34402	1	1	uniprotkb	6239	1	0	1	0	1	1
P34404	1	1	0	0	0	0	0	0	0	1
P34405	1	1	0	0	0	0	0	0	0	1
P34406	1	1	0	0	0	0	0	0	0	1
P34407	1	1	0	0	0	0	0	0	0	1
P34409	1	1	0	0	0	0	0	0	0	1
P34410	1	1	0	0	0	0	0	0	0	1
P34412	1	1	0	0	0	0	0	0	0	1
P34413	1	1	0	0	0	0	0	0	0	0
P34415	1	1	0	0	0	0	0	0	0	1
P34416	1	1	uniprotkb	6239	1	1	0	0	1	1
P34418	1	1	uniprotkb	6239	1	0	0	0	1	0
P34419	1	1	uniprotkb	6239	1	0	0	0	1	0
P34420	1	1	uniprotkb	6239	1	1	0	0	1	1
P34422	1	1	0	0	0	0	0	0	0	1
P34423	1	1	0	0	0	0	0	0	0	1
P34424	1	1	uniprotkb	6239	1	0	0	0	1	1
P34425	1	1	0	0	0	0	0	0	0	1
P34426	1	1	0	0	0	0	0	0	0	1
P34427	1	1	uniprotkb	6239	1	1	0	0	1	0
P34428	1	1	uniprotkb	6239	1	0	0	0	1	1
P34429	1	1	uniprotkb	6239	1	0	0	0	1	1
P34430	1	1	uniprotkb	6239	1	0	0	0	1	1
P34431	1	1	uniprotkb	6239	1	0	0	0	1	1
P34433	1	1	0	0	0	0	0	0	0	1
P34434	1	1	0	0	0	0	0	0	0	0
P34436	1	1	0	0	0	0	0	0	0	1
P34437	1	1	uniprotkb	6239	1	0	0	0	1	0
P34438	1	1	0	0	0	0	0	0	0	1
P34439	1	1	0	0	0	0	0	0	0	0
P34440	1	1	uniprotkb	6239	1	0	0	0	1	0
P34441	1	1	uniprotkb	6239	1	0	0	0	1	0
P34442	1	1	0	0	0	0	0	0	0	1
P34443	1	1	uniprotkb	6239	1	0	0	0	1	1
P34444	1	1	0	0	0	0	0	0	0	1
P34445	1	1	uniprotkb	6239	1	0	0	0	1	1
P34446	1	1	0	0	0	0	0	0	0	0
P34447	1	1	uniprotkb	6239	1	0	0	0	1	1
P34449	1	1	0	0	0	0	0	0	0	1
P34450	1	1	uniprotkb	6239	1	0	0	0	1	1
P34451	1	1	0	0	0	0	0	0	0	1
P34452	1	1	0	0	0	0	0	0	0	1
P34453	1	1	uniprotkb	6239	1	0	0	0	1	0
P34454	1	1	0	0	0	0	0	0	0	1
P34455	1	1	0	0	0	0	0	0	0	1
P34456	1	1	0	0	0	0	0	0	0	1
P34457	1	1	0	0	0	0	0	0	0	1
P34458	1	1	0	0	0	0	0	0	0	1
P34459	1	1	0	0	0	0	0	0	0	1
P34460	1	1	uniprotkb	6239	1	0	0	0	1	0
P34461	1	1	0	0	0	0	0	0	0	0
P34462	1	1	0	0	0	0	0	0	0	1
P34465	1	1	uniprotkb	6239	1	0	0	0	1	1
P34466	1	1	0	0	0	0	0	0	0	1
P34467	1	1	uniprotkb	6239	1	0	0	0	1	1
P34468	1	1	0	0	0	0	0	0	0	1
P34469	1	1	0	0	0	0	0	0	0	1
P34470	1	1	uniprotkb	6239	1	0	1	0	1	0
P34471	1	1	uniprotkb	6239	0	1	0	0	1	1
P34472	1	1	0	0	0	0	0	0	0	1
P34473	1	1	0	0	0	0	0	0	0	1
P34474	1	1	uniprotkb	6239	1	0	0	0	1	1
P34475	1	1	uniprotkb	6239	1	0	0	0	1	1
P34476	1	1	0	0	0	0	0	0	0	1
P34477	1	1	0	0	0	0	0	0	0	0
P34478	1	1	uniprotkb	6239	1	0	0	0	1	0
P34479	1	1	0	0	0	0	0	0	0	1
P34480	1	1	uniprotkb	6239	1	0	0	0	1	1
P34481	1	1	0	0	0	0	0	0	0	1
P34482	1	1	uniprotkb	6239	1	0	0	0	1	0
P34483	1	1	0	0	0	0	0	0	0	1
P34484	1	1	uniprotkb	6239	1	0	0	0	1	1
P34487	1	1	0	0	0	0	0	0	0	1
P34488	1	1	0	0	0	0	0	0	0	1
P34489	1	1	uniprotkb	6239	1	0	0	0	1	1
P34490	1	1	0	0	0	0	0	0	0	1
P34491	1	1	0	0	0	0	0	0	0	1
P34492	1	1	0	0	0	0	0	0	0	1
P34493	1	1	0	0	0	0	0	0	0	1
P34494	1	1	0	0	0	0	0	0	0	1
P34495	1	1	0	0	0	0	0	0	0	1
P34496	1	1	uniprotkb	6239	1	0	0	0	1	1
P34497	1	1	uniprotkb	6239	1	0	0	0	1	1
P34498	1	1	uniprotkb	6239	1	0	0	0	1	0
P34499	1	1	0	0	0	0	0	0	0	1
P34500	1	1	0	0	0	0	0	0	0	0
P34501	1	1	0	0	0	0	0	0	0	0
P34502	1	1	0	0	0	0	0	0	0	0
P34504	1	1	uniprotkb	6239	1	1	0	0	1	1
P34507	1	1	uniprotkb	6239	1	0	0	0	1	1
P34508	1	1	0	0	0	0	0	0	0	1
P34509	1	1	uniprotkb	6239	1	0	0	0	1	1
P34510	1	1	0	0	0	0	0	0	0	1
P34511	1	1	uniprotkb	6239	1	0	0	0	1	1
P34512	1	1	uniprotkb	6239	1	0	0	0	1	1
P34514	1	1	uniprotkb	6239	1	0	0	0	1	0
P34515	1	1	0	0	0	0	0	0	0	1
P34516	1	1	0	0	0	0	0	0	0	1
P34517	1	1	uniprotkb	6239	1	0	0	0	1	1
P34518	1	1	0	0	0	0	0	0	0	1
P34519	1	1	0	0	0	0	0	0	0	1
P34520	1	1	uniprotkb	6239	1	0	0	0	1	1
P34521	1	1	0	0	0	0	0	0	0	1
P34522	1	1	uniprotkb	6239	1	1	0	0	1	1
P34523	1	1	0	0	0	0	0	0	0	1
P34524	1	1	uniprotkb	6239	1	0	0	0	1	1
P34525	1	1	uniprotkb	6239	1	0	0	0	1	0
P34526	1	1	uniprotkb	6239	1	0	0	0	1	1
P34527	1	1	0	0	0	0	0	0	0	1
P34528	1	1	uniprotkb	6239	1	0	0	0	1	1
P34529	1	1	uniprotkb	6239	1	0	0	0	1	0
P34530	1	1	0	0	0	0	0	0	0	1
P34531	1	1	0	0	0	0	0	0	0	1
P34534	1	1	0	0	0	0	0	0	0	1
P34535	1	1	0	0	0	0	0	0	0	1
P34536	1	1	0	0	0	0	0	0	0	1
P34537	1	1	uniprotkb	6239	1	1	0	0	1	0
P34538	1	1	0	0	0	0	0	0	0	1
P34539	1	1	uniprotkb	6239	1	0	0	0	1	1
P34540	1	1	uniprotkb	6239	1	0	0	0	1	1
P34541	1	1	uniprotkb	6239	1	0	0	0	1	1
P34542	1	1	0	0	0	0	0	0	0	1
P34544	1	1	0	0	0	0	0	0	0	1
P34545	1	1	0	0	0	0	0	0	0	0
P34546	1	1	uniprotkb	6239	1	0	0	0	1	1
P34547	1	1	0	0	0	0	0	0	0	0
P34548	1	1	0	0	0	0	0	0	0	0
P34549	1	1	0	0	0	0	0	0	0	1
P34550	1	1	0	0	0	0	0	0	0	1
P34551	1	1	0	0	0	0	0	0	0	1
P34552	1	1	uniprotkb	6239	1	0	0	0	1	1
P34553	1	1	0	0	0	0	0	0	0	1
P34554	1	1	0	0	0	0	0	0	0	1
P34555	1	1	uniprotkb	6239	1	0	0	0	1	1
P34556	1	1	uniprotkb	6239	1	0	0	0	1	0
P34557	1	1	0	0	0	0	0	0	0	1
P34558	1	1	0	0	0	0	0	0	0	1
P34559	1	1	uniprotkb	6239	1	0	0	0	1	1
P34560	1	1	0	0	0	0	0	0	0	0
P34561	1	1	uniprotkb	6239	0	0	1	0	1	0
P34562	1	1	uniprotkb	6239	1	0	0	0	1	1
P34563	1	1	uniprotkb	6239	1	0	0	0	1	0
P34564	1	1	0	0	0	0	0	0	0	1
P34565	1	1	0	0	0	0	0	0	0	1
P34566	1	1	0	0	0	0	0	0	0	1
P34567	1	1	uniprotkb	6239	1	0	0	0	1	1
P34568	1	1	uniprotkb	6239	1	0	0	0	1	1
P34569	1	1	0	0	0	0	0	0	0	1
P34571	1	1	0	0	0	0	0	0	0	1
P34572	1	1	0	0	0	0	0	0	0	0
P34574	1	1	uniprotkb	6239	1	1	0	0	1	1
P34575	1	1	0	0	0	0	0	0	0	1
P34576	1	1	uniprotkb	6239	1	0	0	0	1	0
P34577	1	1	0	0	0	0	0	0	0	1
P34578	1	1	0	0	0	0	0	0	0	0
P34579	1	1	0	0	0	0	0	0	0	0
P34580	1	1	0	0	0	0	0	0	0	1
P34582	1	1	0	0	0	0	0	0	0	1
P34583	1	1	0	0	0	0	0	0	0	1
P34584	1	1	0	0	0	0	0	0	0	1
P34586	1	1	0	0	0	0	0	0	0	1
P34587	1	1	0	0	0	0	0	0	0	1
P34590	1	1	0	0	0	0	0	0	0	1
P34592	1	1	0	0	0	0	0	0	0	1
P34593	1	1	0	0	0	0	0	0	0	1
P34594	1	1	0	0	0	0	0	0	0	1
P34595	1	1	0	0	0	0	0	0	0	0
P34596	1	1	0	0	0	0	0	0	0	1
P34599	1	1	uniprotkb	6239	1	0	0	0	1	1
P34600	1	1	0	0	0	0	0	0	0	0
P34601	1	1	uniprotkb	6239	1	0	0	0	1	1
P34603	1	1	0	0	0	0	0	0	0	1
P34604	1	1	uniprotkb	6239	1	0	0	0	1	0
P34605	1	1	uniprotkb	6239	1	0	0	0	1	0
P34606	1	1	0	0	0	0	0	0	0	1
P34607	1	1	uniprotkb	6239	1	0	1	0	1	0
P34608	1	1	0	0	0	0	0	0	0	1
P34609	1	1	uniprotkb	6239	1	0	1	0	1	0
P34610	1	1	0	0	0	0	0	0	0	0
P34611	1	1	uniprotkb	6239	1	0	0	0	1	1
P34612	1	1	0	0	0	0	0	0	0	1
P34613	1	1	0	0	0	0	0	0	0	1
P34614	1	1	0	0	0	0	0	0	0	1
P34615	1	1	0	0	0	0	0	0	0	1
P34616	1	1	0	0	0	0	0	0	0	1
P34617	1	1	0	0	0	0	0	0	0	1
P34618	1	1	uniprotkb	6239	1	0	0	0	1	1
P34619	1	1	uniprotkb	6239	1	0	0	0	1	0
P34621	1	1	0	0	0	0	0	0	0	1
P34622	1	1	0	0	0	0	0	0	0	1
P34623	1	1	0	0	0	0	0	0	0	1
P34624	1	1	uniprotkb	6239	1	0	0	0	1	0
P34625	1	1	0	0	0	0	0	0	0	1
P34626	1	1	0	0	0	0	0	0	0	1
P34627	1	1	0	0	0	0	0	0	0	1
P34628	1	1	0	0	0	0	0	0	0	1
P34629	1	1	uniprotkb	6239	1	0	0	0	1	0
