whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	1263(Molecular Connections)	IMEx	missing_protein_evidence
Q18211	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18212	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18217	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18221	1	1	0	0	0	0	0	0	0	1
Q18223	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18225	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18231	0	0	uniprotkb	6239	1	1	0	0	1	0
Q18232	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18235	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18238	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18239	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18240	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18241	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18245	1	1	0	0	0	0	0	0	0	0
Q18246	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18248	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18250	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18253	1	1	0	0	0	0	0	0	0	0
Q18255	0	0	uniprotkb	6239	1	1	0	0	1	0
Q18257	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18262	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18264	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18268	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18271	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18273	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18277	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18280	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18282	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18286	1	1	uniprotkb	6239	0	1	0	0	1	1
Q18289	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18297	1	1	0	0	0	0	0	0	0	1
Q18299	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18302	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18310	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18312	1	1	0	0	0	0	0	0	0	0
Q18314	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18317	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18318	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18319	1	1	0	0	0	0	0	0	0	1
Q18320	0	0	uniprotkb	6239	1	1	0	0	1	0
Q18321	1	1	0	0	0	0	0	0	0	0
Q18329	0	0	uniprotkb	6239	0	1	0	0	1	0
Q18331	1	1	0	0	0	0	0	0	0	1
Q18336	1	1	0	0	0	0	0	0	0	1
Q18339	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18343	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18347	1	1	0	0	0	0	0	0	0	1
Q18355	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18359	1	1	0	0	0	0	0	0	0	1
Q18369	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18377	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18393	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18395	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18399	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18406	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18409	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18411	1	1	0	0	0	0	0	0	0	0
Q18412	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18416	1	1	0	0	0	0	0	0	0	1
Q18419	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18421	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18425	1	1	0	0	0	0	0	0	0	0
Q18426	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18428	1	1	0	0	0	0	0	0	0	1
Q18433	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18434	1	1	0	0	0	0	0	0	0	0
Q18435	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18437	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18438	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18439	1	1	0	0	0	0	0	0	0	1
Q18445	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18446	1	1	0	0	0	0	0	0	0	1
Q18449	1	1	0	0	0	0	0	0	0	1
Q18461	1	1	0	0	0	0	0	0	0	1
Q18473	1	1	0	0	0	0	0	0	0	1
Q18474	1	1	uniprotkb	6239	0	1	0	0	1	0
Q18476	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18477	0	0	uniprotkb	6239	1	1	0	0	1	0
Q18480	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18484	1	1	0	0	0	0	0	0	0	1
Q18486	1	1	0	0	0	0	0	0	0	1
Q18488	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18493	1	1	0	0	0	0	0	0	0	1
Q18497	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18501	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18502	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18503	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18508	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18510	1	1	0	0	0	0	0	0	0	1
Q18511	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18512	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18515	1	1	0	0	0	0	0	0	0	1
Q18524	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18529	0	0	uniprotkb	6239	1	1	0	0	1	0
Q18530	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18533	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18535	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18538	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18539	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18547	0	0	uniprotkb	6239	1	1	0	0	1	0
Q18563	1	1	0	0	0	0	0	0	0	1
Q18572	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18573	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18577	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18579	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18581	1	1	uniprotkb	6239	0	1	0	0	1	0
Q18585	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18590	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18593	1	1	0	0	0	0	0	0	0	0
Q18594	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18600	1	1	0	0	0	0	0	0	0	0
Q18603	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18605	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18610	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18612	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18616	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18617	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18620	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18624	0	0	uniprotkb	6239	1	1	0	0	1	0
Q18661	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18662	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18668	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18673	1	1	0	0	0	0	0	0	0	0
Q18674	1	1	0	0	0	0	0	0	0	1
Q18676	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18677	1	1	0	0	0	0	0	0	0	0
Q18678	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18680	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18683	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18685	1	1	uniprotkb	6239	0	0	1	0	1	0
Q18687	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18688	1	1	uniprotkb	6239	1	1	1	0	1	0
Q18691	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18694	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18695	1	1	0	0	0	0	0	0	0	1
Q18696	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18711	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18726	1	1	0	0	0	0	0	0	0	1
Q18728	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18739	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18750	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18775	1	1	0	0	0	0	0	0	0	1
Q18776	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18779	1	1	0	0	0	0	0	0	0	0
Q18782	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18785	1	1	0	0	0	0	0	0	0	1
Q18786	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18787	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18788	1	1	uniprotkb	6239	0	1	0	0	1	0
Q18799	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18801	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18803	1	1	0	0	0	0	0	0	0	1
Q18807	1	1	0	0	0	0	0	0	0	0
Q18809	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18821	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18823	1	1	uniprotkb	6239	0	1	0	0	1	0
Q18825	1	1	uniprotkb	6239	1	0	1	0	1	0
Q18827	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18838	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18841	0	0	uniprotkb	6239	0	1	0	0	1	0
Q18843	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18846	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18848	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18859	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18862	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18864	1	1	0	0	0	0	0	0	0	1
Q18869	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18879	1	1	0	0	0	0	0	0	0	1
Q18880	0	0	uniprotkb	6239	0	1	0	0	1	0
Q18881	1	1	0	0	0	0	0	0	0	1
Q18885	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18887	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18891	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18892	1	1	0	0	0	0	0	0	0	1
Q18904	1	1	0	0	0	0	0	0	0	1
Q18905	1	1	0	0	0	0	0	0	0	1
Q18909	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18919	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18926	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18932	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18936	1	1	0	0	0	0	0	0	0	0
Q18937	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18938	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18945	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18946	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18948	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18953	1	1	uniprotkb	6239	1	1	0	0	1	0
Q18955	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18959	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18964	1	1	uniprotkb	6239	1	0	0	0	1	0
Q18966	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18967	1	1	uniprotkb	6239	1	0	0	0	1	1
Q18973	1	1	0	0	0	0	0	0	0	1
Q18983	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18986	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18989	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18991	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18994	0	0	uniprotkb	6239	1	0	0	0	1	0
Q18999	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19000	1	1	0	0	0	0	0	0	0	1
Q19004	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19005	1	1	0	0	0	0	0	0	0	1
Q19007	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19013	1	1	0	0	0	0	0	0	0	1
Q19014	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19016	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19019	0	0	uniprotkb	6239	1	1	0	0	1	0
Q19020	1	1	0	0	0	0	0	0	0	0
Q19022	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19035	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19038	1	1	0	0	0	0	0	0	0	1
Q19039	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19040	1	1	0	0	0	0	0	0	0	0
Q19052	1	1	0	0	0	0	0	0	0	1
Q19057	0	0	uniprotkb	6239	0	1	0	0	1	0
Q19058	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19059	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19061	1	1	0	0	0	0	0	0	0	1
Q19065	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19076	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19077	1	1	0	0	0	0	0	0	0	0
Q19082	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19084	1	1	0	0	0	0	0	0	0	1
Q19087	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19088	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19091	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19101	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19116	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19120	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19122	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19124	1	1	0	0	0	0	0	0	0	1
Q19126	0	0	uniprotkb	6239	1	0	1	0	1	0
Q19127	1	1	0	0	0	0	0	0	0	0
Q19129	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19130	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19131	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19138	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19143	1	1	0	0	0	0	0	0	0	1
Q19155	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19157	1	1	0	0	0	0	0	0	0	1
Q19162	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19165	1	1	0	0	0	0	0	0	0	0
Q19182	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19185	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19187	1	1	0	0	0	0	0	0	0	0
Q19189	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19191	1	1	0	0	0	0	0	0	0	1
Q19192	1	1	0	0	0	0	0	0	0	0
Q19196	1	1	0	0	0	0	0	0	0	1
Q19200	1	1	0	0	0	0	0	0	0	1
Q19202	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19203	1	1	uniprotkb	6239	1	1	0	0	1	0
Q19204	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19207	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19209	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19211	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19212	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19213	1	1	uniprotkb	6239	1	1	1	0	1	0
Q19216	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19220	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19228	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19232	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19238	1	1	0	0	0	0	0	0	0	1
Q19246	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19253	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19257	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19258	1	1	0	0	0	0	0	0	0	1
Q19262	1	1	0	0	0	0	0	0	0	1
Q19264	1	1	0	0	0	0	0	0	0	1
Q19266	1	1	uniprotkb	6239	1	1	1	0	1	0
Q19269	1	1	0	0	0	0	0	0	0	1
Q19272	1	1	0	0	0	0	0	0	0	1
Q19275	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19279	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19286	1	1	uniprotkb	6239	1	1	0	0	1	0
Q19289	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19291	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19292	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19293	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19294	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19297	1	1	0	0	0	0	0	0	0	1
Q19300	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19306	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19307	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19311	1	1	uniprotkb	6239	0	1	0	0	1	1
Q19312	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19317	1	1	0	0	0	0	0	0	0	1
Q19319	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19325	1	1	uniprotkb	6239	1	1	0	0	1	0
Q19326	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19329	1	1	0	0	0	0	0	0	0	1
Q19335	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19336	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19337	1	1	0	0	0	0	0	0	0	1
Q19338	1	1	0	0	0	0	0	0	0	1
Q19341	1	1	uniprotkb	6239	1	1	0	0	1	1
Q19342	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19345	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19350	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19351	1	1	0	0	0	0	0	0	0	0
Q19360	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19366	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19370	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19371	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19374	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19375	1	1	uniprotkb	6239	0	1	0	0	1	1
Q19395	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19403	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19404	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19408	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19416	0	0	uniprotkb	6239	1	1	0	0	1	0
Q19417	1	1	0	0	0	0	0	0	0	1
Q19418	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19420	1	1	0	0	0	0	0	0	0	0
Q19424	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19425	1	1	0	0	0	0	0	0	0	1
Q19426	1	1	0	0	0	0	0	0	0	0
Q19427	1	1	0	0	0	0	0	0	0	0
Q19433	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19436	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19437	0	0	uniprotkb	6239	0	1	0	0	1	0
Q19438	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19440	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19441	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19443	1	1	0	0	0	0	0	0	0	0
Q19455	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19459	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19464	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19465	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19467	0	0	uniprotkb	6239	1	1	0	0	1	0
Q19468	1	1	0	0	0	0	0	0	0	0
Q19469	1	1	0	0	0	0	0	0	0	0
Q19473	1	1	0	0	0	0	0	0	0	1
Q19474	1	1	0	0	0	0	0	0	0	1
Q19479	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19493	1	1	0	0	0	0	0	0	0	1
Q19496	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19503	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19505	1	1	0	0	0	0	0	0	0	1
Q19507	1	1	0	0	0	0	0	0	0	1
Q19508	1	1	0	0	0	0	0	0	0	1
Q19509	1	1	0	0	0	0	0	0	0	1
Q19510	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19519	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19527	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19529	1	1	0	0	0	0	0	0	0	1
Q19532	1	1	0	0	0	0	0	0	0	1
Q19537	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19541	1	1	0	0	0	0	0	0	0	0
Q19542	1	1	0	0	0	0	0	0	0	1
Q19546	1	1	uniprotkb	6239	0	1	0	0	1	1
Q19547	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19549	1	1	0	0	0	0	0	0	0	1
Q19550	1	1	0	0	0	0	0	0	0	1
Q19552	1	1	0	0	0	0	0	0	0	1
Q19553	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19554	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19555	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19564	1	1	0	0	0	0	0	0	0	0
Q19569	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19572	1	1	0	0	0	0	0	0	0	0
Q19584	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19587	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19610	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19615	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19617	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19618	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19626	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19640	1	1	0	0	0	0	0	0	0	1
Q19665	0	0	uniprotkb	6239	0	1	0	0	1	0
Q19672	0	0	uniprotkb	6239	1	0	1	0	1	0
Q19673	1	1	0	0	0	0	0	0	0	1
Q19682	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19683	1	1	0	0	0	0	0	0	0	1
Q19684	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19691	1	1	0	0	0	0	0	0	0	0
Q19699	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19705	1	1	0	0	0	0	0	0	0	1
Q19706	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19707	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19713	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19714	1	1	0	0	0	0	0	0	0	1
Q19720	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19722	1	1	0	0	0	0	0	0	0	1
Q19724	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19726	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19733	0	0	uniprotkb	6239	0	1	0	0	1	0
Q19739	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19742	0	0	uniprotkb	6239	0	1	0	0	1	0
Q19743	1	1	0	0	0	0	0	0	0	1
Q19746	1	1	uniprotkb	6239	0	1	0	0	1	0
Q19749	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19751	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19752	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19753	1	1	0	0	0	0	0	0	0	1
Q19760	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19762	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19764	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19766	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19768	1	1	0	0	0	0	0	0	0	1
Q19770	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19771	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19774	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19775	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19781	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19782	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19787	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19788	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19790	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19791	1	1	0	0	0	0	0	0	0	0
Q19792	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19802	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19804	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19807	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19812	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19813	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19816	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19818	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19820	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19821	1	1	0	0	0	0	0	0	0	1
Q19823	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19824	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19825	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19826	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19829	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19832	1	1	0	0	0	0	0	0	0	1
Q19833	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19835	0	0	uniprotkb	6239	1	1	0	0	1	0
Q19838	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19842	1	1	0	0	0	0	0	0	0	0
Q19843	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19848	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19849	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19852	0	0	uniprotkb	6239	0	1	0	0	1	0
Q19853	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19854	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19857	1	1	0	0	0	0	0	0	0	1
Q19861	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19862	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19863	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19869	1	1	0	0	0	0	0	0	0	1
Q19872	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19877	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19890	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19892	1	1	0	0	0	0	0	0	0	1
Q19895	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19897	1	1	0	0	0	0	0	0	0	1
Q19899	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19901	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19902	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19905	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19906	1	1	0	0	0	0	0	0	0	1
Q19907	1	1	0	0	0	0	0	0	0	0
Q19910	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19924	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19932	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19936	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19937	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19948	1	1	0	0	0	0	0	0	0	0
Q19951	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19952	1	1	uniprotkb	6239	1	0	0	0	1	1
Q19953	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19954	1	1	0	0	0	0	0	0	0	1
Q19955	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19958	1	1	0	0	0	0	0	0	0	1
Q19959	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19964	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19965	0	0	uniprotkb	6239	1	0	0	0	1	0
Q19967	1	1	0	0	0	0	0	0	0	1
Q19969	1	1	uniprotkb	6239	1	0	0	0	1	0
Q19970	1	1	0	0	0	0	0	0	0	0
Q19972	1	1	0	0	0	0	0	0	0	0
Q19975	1	1	0	0	0	0	0	0	0	1
