whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	X0974.InnateDB.	X1222.mbinfo.	X1262.I2D.	X1263.Molecular.Connections.	X1332.bhf.ucl.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha
A0A087WUM8	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WVF3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A087WVP0	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WW39	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WWA7	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WWC3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WX54	0	0	uniprotkb	9606	0	1	0	0	0	0	0	0	0	0	1	0	0
A0A087WXM9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A087WXN0	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WXS9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A087WY89	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WYT4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WYW1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WZP6	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WZT3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WZU1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087WZZ5	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087X037	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087X169	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087X179	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A087X188	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087X1C5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A087X1G2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A087X1U9	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A087X295	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A090N7T1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A096LNI4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A096LP49	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A096LP49-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A096LP55	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A096LPI5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A0A0MQQ9	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MQS1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MQS2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MQS8	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MQU8	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MQZ8	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MR36	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MR80	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MR97	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MRI2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MS80	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MSI2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MSR2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MSS3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MT33	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MT77	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MTQ4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A0MTT2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0A6YYJ4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0B4J1Y2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0B4J1Z1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0B4J269	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0B4J299	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0B4J2A2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A0B4J2F0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A0B4J2F2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0B4J2G0	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0B4J2G4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C3SFZ9	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFM0	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFM2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFM5	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFN0	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFQ0	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFQ2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFQ6	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFQ7	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFT7	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFT8	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFT9	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFU2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFX9	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFY0	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DFY5	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DG38	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DG49	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DG62	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DG91	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DG94	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGF1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGF2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGH3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGJ5	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGM4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGN4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGP0	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGP8	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGQ3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGQ7	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGS5	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGT3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGV1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGV4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGW0	0	0	uniprotkb	9606	0	1	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGW7	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DGW9	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DH12	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DH14	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DH15	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DH19	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C4DH25	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A0C4DH73	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A0C4DH75	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0C5B5G6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0D2X7Z3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0D9SEJ5	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0G2JHK4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0G2JIA5	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0G2JIC6	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0G2JIW1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0G2JJD3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0G2JJL1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0G2JJP1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0G2JMF6	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0G2JPF3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0G2JPH6	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0G2JQ02	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0J9YWL9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A0J9YY34	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0R4J2E4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0R4J2E8	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0R4J2F6	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0S2Z377	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0S2Z4U3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0U1RQE4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A0X1KG71	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A140LJL1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A140T8Z8	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A140T921	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A183	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0A5B9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A5E4	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0A5E8	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0AUL9	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0AUY0	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0AUZ9	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0AUZ9-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AUZ9-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AUZ9-4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AV02	1	1	uniprotkb	9606	1	1	0	0	0	0	0	0	0	0	1	1	0
A0AV02-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AV02-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AV02-4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AV02-5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AV96	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	1
A0AV96-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AVF1	1	1	uniprotkb	9606	1	1	0	0	0	0	0	0	0	0	1	1	1
A0AVF1-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AVF1-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AVG3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0AVI2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0AVI2-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AVI2-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AVI4	1	1	uniprotkb	9606	0	1	0	0	0	0	0	0	0	0	1	0	1
A0AVI4-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AVK6	1	1	uniprotkb	9606	1	1	0	0	0	0	0	0	0	0	1	0	1
A0AVN2	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0AVT1	1	1	uniprotkb	9606	1	1	0	0	0	0	0	0	0	0	1	0	1
A0AVT1-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AVT1-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AVT1-4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0FGR8	1	1	uniprotkb	9606	1	1	1	0	0	0	0	0	0	0	1	0	1
A0FGR8-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0FGR8-4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0FGR8-5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0FGR8-6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0FGR9	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	1
A0FGR9-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0JLQ5	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0JLT2	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	1
A0JLT2-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0JLT9	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0JNV7	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0JNW5	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	1
A0JNW5-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0JP07	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0JP26	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0M8Q6	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	1	0
A0M8Q9	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0M8X1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0MNN5	0	0	uniprotkb	9606	0	1	0	0	0	0	0	0	0	0	1	0	0
A0MZ66	1	1	uniprotkb	9606	1	1	0	0	0	0	0	0	0	0	1	0	1
A0MZ66-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0MZ66-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0MZ66-4	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0MZ66-5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0MZ66-6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0MZ66-7	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0MZ66-8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0N0R1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0N4V7	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0PG75	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0PG75-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJ54	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0PJ79	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0PJ80	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0PJ87	0	0	uniprotkb	9606	0	1	0	0	0	0	0	0	0	0	1	0	0
A0PJ92	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0PJD3	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0PJE2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A0PJE2-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJE2-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJF5	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0PJK1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJK1-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJK1-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJK1-4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJK1-5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJK8	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0PJW6	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	1
A0PJW8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJX0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A0PJX2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0PJX4	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	1
A0PJX8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0PJY2	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	1
A0PJY2-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJY2-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJZ0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0PJZ3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A0PK00	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	1
A0PK05	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0PK05-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PK11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A0S183	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0S2M1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A0ZSE6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1A4E9	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A1A4F0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A1A4F0-2	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A1A4F0-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A4F0-4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A4G5	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	1	1
A1A4H1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A1A4S6	1	1	uniprotkb	9606	1	1	1	0	0	0	0	0	0	0	1	0	1
A1A4T8	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A1A4T8-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A4V9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A1A4V9-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A4V9-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A4V9-4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A4Y4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A1A4Z1	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A1A519	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A1A519-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A519-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A519-4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A580	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	1
A1A5B4	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	1	0
A1A5B4-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A5B4-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A5C5	0	0	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A1A5C7	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	1
A1A5C7-2	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	0
A1A5C7-3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A5C7-4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1A5D9	1	1	uniprotkb	9606	1	0	0	0	0	0	0	0	0	0	1	0	1
A1A5D9-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
