whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	X1263.Molecular.Connections.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha
P0C7Q9	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C7R0	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C7R1	1	1	0	0	0	0	0	0	0	0	0	0	1
P0C7R2	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C7R3	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C7R4	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C883	1	1	0	0	0	0	0	0	0	0	0	0	0
P0C884	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C894	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C895	1	1	0	0	0	0	0	0	0	0	0	0	1
P0C896	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C897	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C898	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C899	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8A0	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8K8	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8L4	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8P5	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8Q2	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8Q3	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8Q4	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8Q5	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8Q6	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8Q7	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8Q8	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8Q9	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8R0	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8S1	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C8Y0	1	1	0	0	0	0	0	0	0	0	0	0	0
P0C8Z7	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C941	1	1	0	0	0	0	0	0	0	0	0	1	0
P0C945	1	1	0	0	0	0	0	0	0	0	0	0	0
P0CAN7	1	1	0	0	0	0	0	0	0	0	0	1	1
P0CAP3	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAP4	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAP5	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAX9	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAY0	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAY1	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAY2	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAY3	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAY4	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAY5	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAY6	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAY7	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CAY8	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CB16	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CB17	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CB19	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CB21	1	1	0	0	0	0	0	0	0	0	0	1	1
P0CB22	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CB23	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CB24	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CB25	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CB26	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CB27	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CC32	1	1	0	0	0	0	0	0	0	0	0	1	1
P0CC33	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CE10	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CG07	1	1	0	0	0	0	0	0	0	0	0	0	0
P0CG16	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CG94	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CH01	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CH02	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CH03	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CH31	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CH32	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CH33	1	1	0	0	0	0	0	0	0	0	0	1	1
P0CI03	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ42	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ43	1	0	0	0	0	0	0	0	0	0	0	1	0
P0CJ46	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P0CJ47	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P0CJ48	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P0CJ49	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ50	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ51	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ52	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ53	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ54	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ55	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ56	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ57	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ58	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ59	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ60	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ61	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ65	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CJ66	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CW77	1	1	0	0	0	0	0	0	0	0	0	1	1
P0CW78	1	0	0	0	0	0	0	0	0	0	0	0	0
P0CW97	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CW98	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CZ21	1	0	0	0	0	0	0	0	0	0	0	1	0
P0CZ22	1	1	0	0	0	0	0	0	0	0	0	1	0
P0CZ23	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P0CZ24	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DH79	1	1	0	0	0	0	0	0	0	0	0	0	0
P0DH85	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DH86	1	0	0	0	0	0	0	0	0	0	0	1	0
P0DH87	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DH90	1	0	0	0	0	0	0	0	0	0	0	0	0
P0DH91	1	1	0	0	0	0	0	0	0	0	0	1	1
P0DH92	1	1	0	0	0	0	0	0	0	0	0	1	1
P0DH93	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DH94	1	1	0	0	0	0	0	0	0	0	0	1	1
P0DH95	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DH96	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DH97	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DH98	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DH99	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DI00	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI01	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI02	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI03	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI04	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI05	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI06	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI07	1	1	0	0	0	0	0	0	0	0	0	0	0
P0DI08	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI09	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI10	1	1	0	0	0	0	0	0	0	0	0	0	0
P0DI11	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI12	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DI13	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DI15	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI16	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI17	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI18	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI19	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DI74	1	1	0	0	0	0	0	0	0	0	0	0	0
P0DI75	1	1	0	0	0	0	0	0	0	0	0	0	0
P0DI76	1	1	0	0	0	0	0	0	0	0	0	0	0
P0DI77	1	1	0	0	0	0	0	0	0	0	0	0	0
P0DI78	1	1	0	0	0	0	0	0	0	0	0	1	1
P0DI79	1	1	0	0	0	0	0	0	0	0	0	1	1
P0DKB7	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKB8	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKB9	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKC0	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKC1	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKC3	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DKC4	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DKC5	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DKC6	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DKC7	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKC9	1	0	0	0	0	0	0	0	0	0	0	1	0
P0DKG2	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKG3	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKG4	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKG5	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKG6	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKG7	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKG8	1	0	0	0	0	0	0	0	0	0	0	0	1
P0DKH1	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKH2	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKH3	1	0	0	0	0	0	0	0	0	0	0	1	0
P0DKH5	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DKH6	1	0	0	0	0	0	0	0	0	0	0	0	0
P0DKH9	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKI0	1	1	0	0	0	0	0	0	0	0	0	0	0
P0DKI1	1	1	0	0	0	0	0	0	0	0	0	0	0
P0DKI3	1	1	0	0	0	0	0	0	0	0	0	0	1
P0DKI4	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKI5	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKI6	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKI9	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKJ0	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKJ1	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKJ2	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKJ6	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKJ7	1	0	0	0	0	0	0	0	0	0	0	0	0
P0DKJ8	1	1	0	0	0	0	0	0	0	0	0	1	0
P0DKL0	1	1	0	0	0	0	0	0	0	0	0	0	0
P0DM58	1	0	0	0	0	0	0	0	0	0	0	0	0
P0DMS1	1	1	0	0	0	0	0	0	0	0	0	1	0
P10795	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P10796	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P10797	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P10798	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P10896	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P11035	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P11139	1	1	0	0	0	0	0	0	0	0	0	1	1
P11490	1	1	0	0	0	0	0	0	0	0	0	0	0
P11574	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P11829	1	1	0	0	0	0	0	0	0	0	0	0	0
P11832	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P12411	1	1	0	0	0	0	0	0	0	0	0	1	1
P13114	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P13853	1	1	0	0	0	0	0	0	0	0	0	1	0
P13905	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0	0
P14671	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P14712	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P14713	1	1	uniprotkb	3702	1	1	1	0	0	0	1	0	1
P14714	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P14891	1	1	0	0	0	0	0	0	0	0	0	0	0
P15455	1	1	0	0	0	0	0	0	0	0	0	0	1
P15456	1	1	0	0	0	0	0	0	0	0	0	0	0
P15457	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	0
P15458	1	1	0	0	0	0	0	0	0	0	0	1	0
P15459	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P15460	1	1	0	0	0	0	0	0	0	0	0	1	1
P16127	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	0
P16128	1	1	0	0	0	0	0	0	0	0	0	1	1
P16180	1	1	0	0	0	0	0	0	0	0	0	0	1
P16181	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P16972	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P17094	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P17562	1	1	0	0	0	0	0	0	0	0	0	0	1
P17597	1	1	0	0	0	0	0	0	0	0	0	0	1
P17745	1	1	uniprotkb	3702	0	1	0	0	0	0	1	0	1
P17839	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P18064	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P18612	1	1	0	0	0	0	0	0	0	0	0	1	1
P18616	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P19036	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P19037	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P19171	1	1	0	0	0	0	0	0	0	0	0	0	1
P19172	1	1	0	0	0	0	0	0	0	0	0	1	0
P19232	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0	0
P19366	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P19456	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P19892	1	1	0	0	0	0	0	0	0	0	0	1	0
P20115	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P20431	1	1	0	0	0	0	0	0	0	0	0	0	1
P20649	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P21216	1	1	0	0	0	0	0	0	0	0	0	1	1
P21218	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P21238	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P21240	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P21276	1	1	uniprotkb	3702	1	0	1	0	0	0	1	0	1
P22197	1	1	0	0	0	0	0	0	0	0	0	1	0
P22738	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P22953	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P22954	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P23321	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P23586	1	1	0	0	0	0	0	0	0	0	0	0	1
P23686	1	1	0	0	0	0	0	0	0	0	0	0	1
P24100	1	1	uniprotkb	3702	1	0	1	0	0	0	1	0	1
P24101	1	1	0	0	0	0	0	0	0	0	0	0	1
P24102	1	1	0	0	0	0	0	0	0	0	0	0	0
P24636	1	1	uniprotkb	3702	1	1	0	0	0	0	1	1	1
P24704	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P24806	1	1	0	0	0	0	0	0	0	0	0	0	0
P25069	0	0	uniprotkb	3702	1	1	0	0	0	0	1	0	0
P25070	1	1	0	0	0	0	0	0	0	0	0	1	1
P25071	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P25269	1	1	0	0	0	0	0	0	0	0	0	0	1
P25696	1	1	0	0	0	0	0	0	0	0	0	0	1
P25697	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P25701	1	1	0	0	0	0	0	0	0	0	0	0	0
P25702	1	1	0	0	0	0	0	0	0	0	0	0	0
P25818	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P25819	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P25851	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P25853	1	1	0	0	0	0	0	0	0	0	0	1	0
P25854	0	0	uniprotkb	3702	1	1	0	0	0	0	1	0	0
P25855	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P25856	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P25857	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P25858	1	1	uniprotkb	3702	0	1	0	0	0	0	1	0	1
P25859	1	1	uniprotkb	3702	1	0	1	0	0	0	1	0	1
P25860	1	1	0	0	0	0	0	0	0	0	0	1	1
P25863	1	1	0	0	0	0	0	0	0	0	0	1	0
P25864	1	1	0	0	0	0	0	0	0	0	0	1	1
P25865	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P25873	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P26288	1	1	0	0	0	0	0	0	0	0	0	1	0
P26289	1	1	0	0	0	0	0	0	0	0	0	1	0
P26568	1	1	0	0	0	0	0	0	0	0	0	0	1
P26569	1	1	0	0	0	0	0	0	0	0	0	0	1
P26587	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P27140	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P27202	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P27323	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P27450	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P27483	1	1	0	0	0	0	0	0	0	0	0	1	0
P27521	1	1	0	0	0	0	0	0	0	0	0	0	1
P27900	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P28147	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P28148	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P28185	1	1	0	0	0	0	0	0	0	0	0	0	1
P28186	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P28187	1	1	0	0	0	0	0	0	0	0	0	0	1
P28188	1	1	uniprotkb	3702	0	1	0	0	0	0	1	0	1
P28297	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P28493	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	0
P28769	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P29197	1	1	0	0	0	0	0	0	0	0	0	0	1
P29380	1	0	0	0	0	0	0	0	0	0	0	1	0
P29381	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P29382	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P29383	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P29384	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P29385	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P29386	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P29388	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	0
P29402	1	1	0	0	0	0	0	0	0	0	0	0	1
P29448	1	1	uniprotkb	3702	0	1	0	0	0	0	1	0	0
P29511	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P29512	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0	0
P29513	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P29514	1	1	0	0	0	0	0	0	0	0	0	1	1
P29515	1	1	uniprotkb	3702	0	1	0	0	0	0	1	1	1
P29516	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P29517	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P29525	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P29830	1	1	0	0	0	0	0	0	0	0	0	1	0
P29976	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P30181	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P30182	1	1	0	0	0	0	0	0	0	0	0	1	0
P30183	1	1	uniprotkb	3702	1	0	1	0	0	0	1	0	1
P30184	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P30185	1	1	0	0	0	0	0	0	0	0	0	1	0
P30186	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P30187	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P30188	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P30224	1	1	0	0	0	0	0	0	0	0	0	0	0
P30302	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P30366	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	0
P31166	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P31167	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P31168	1	1	0	0	0	0	0	0	0	0	0	0	1
P31169	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	0
P31170	1	1	0	0	0	0	0	0	0	0	0	1	1
P31265	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P31414	1	1	0	0	0	0	0	0	0	0	0	0	1
P31582	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P32068	1	1	0	0	0	0	0	0	0	0	0	0	1
P32069	1	1	0	0	0	0	0	0	0	0	0	1	0
P32746	1	1	0	0	0	0	0	0	0	0	0	0	0
P32826	1	1	0	0	0	0	0	0	0	0	0	1	0
P32961	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P32962	1	1	0	0	0	0	0	0	0	0	0	0	1
P33077	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P33078	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P33154	1	1	0	0	0	0	0	0	0	0	0	0	0
P33157	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P33207	1	1	0	0	0	0	0	0	0	0	0	0	0
P33487	1	1	0	0	0	0	0	0	0	0	0	0	1
P33543	1	1	0	0	0	0	0	0	0	0	0	0	1
P34047	1	1	0	0	0	0	0	0	0	0	0	0	1
P34066	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P34788	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P34789	1	1	0	0	0	0	0	0	0	0	0	1	1
P34790	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P34791	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P34795	1	1	0	0	0	0	0	0	0	0	0	0	1
P34802	1	1	0	0	0	0	0	0	0	0	0	0	1
P34881	1	1	0	0	0	0	0	0	0	0	0	0	1
P34893	1	1	0	0	0	0	0	0	0	0	0	0	1
P35131	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P35132	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P35133	1	1	0	0	0	0	0	0	0	0	0	0	1
P35134	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P35402	1	1	0	0	0	0	0	0	0	0	0	1	1
P35510	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P35614	1	1	0	0	0	0	0	0	0	0	0	0	0
P35631	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P35632	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P36210	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P36211	1	1	0	0	0	0	0	0	0	0	0	1	0
P36212	1	1	0	0	0	0	0	0	0	0	0	1	1
P36397	1	1	uniprotkb	3702	0	1	0	0	0	0	1	0	1
P36428	1	1	0	0	0	0	0	0	0	0	0	0	1
P37106	1	1	uniprotkb	3702	0	1	0	0	0	0	1	1	0
P37107	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P37271	1	1	0	0	0	0	0	0	0	0	0	0	1
P37702	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P38025	1	1	0	0	0	0	0	0	0	0	0	1	0
P38389	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P38418	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P38420	1	1	0	0	0	0	0	0	0	0	0	0	1
P38421	1	1	0	0	0	0	0	0	0	0	0	0	0
P38557	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P38558	1	1	0	0	0	0	0	0	0	0	0	0	1
P38605	1	1	0	0	0	0	0	0	0	0	0	0	0
P38666	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P39207	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P39697	1	1	0	0	0	0	0	0	0	0	0	0	0
P40228	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P40229	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P40283	1	1	0	0	0	0	0	0	0	0	0	0	0
P40602	1	1	0	0	0	0	0	0	0	0	0	1	0
P40940	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P40941	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P41088	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	0
P41127	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P41151	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P41376	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P41377	1	1	uniprotkb	3702	0	1	0	0	0	0	1	0	1
P41568	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P41916	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P41917	1	1	uniprotkb	3702	1	0	1	0	0	0	1	0	1
P42036	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P42043	1	1	0	0	0	0	0	0	0	0	0	1	0
P42158	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	1
P42339	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	0
P42497	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P42498	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P42551	1	1	0	0	0	0	0	0	0	0	0	1	0
P42643	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P42644	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P42645	1	1	uniprotkb	3702	1	1	0	0	0	0	1	0	1
P42697	1	1	uniprotkb	3702	1	1	1	0	0	0	1	0	1
P42698	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P42699	1	1	0	0	0	0	0	0	0	0	0	0	1
P42730	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P42731	1	1	uniprotkb	3702	1	0	1	0	0	0	1	0	1
P42732	1	1	0	0	0	0	0	0	0	0	0	1	1
P42733	1	1	0	0	0	0	0	0	0	0	0	1	1
P42734	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1	0
P42735	1	1	0	0	0	0	0	0	0	0	0	1	0
P42736	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
P42737	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0	1
