whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	X0469.IntAct.	X0471.MINT.	X0486.UniProt.	X0903.mpidb.	X1263.Molecular.Connections.	X1335.HPIDb.	IMEx	missing_protein_evidence	BioGRID_from_Mentha
A0A178UK66	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK67	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK68	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK69	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK70	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK71	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK72	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK73	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK74	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK75	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK76	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK77	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK78	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK79	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK80	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK81	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK82	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK83	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK84	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK85	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK87	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK88	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK89	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK90	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK91	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK92	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK93	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK94	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK95	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK96	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK97	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK98	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UK99	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKA0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKA2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKA3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKA4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKA6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKA7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKA8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKA9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKB0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKB1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKB3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKB5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKB6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKB7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKB8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKB9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKC0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKC1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKC2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKC4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKC5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKC6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKC7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKC8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKC9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKD0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKD2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKD3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKD4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKD5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKD6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKD7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKD8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKD9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKE0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKE2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKE3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKE4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKE5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKE6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKE7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKE9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKF0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKF1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKF3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKF4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKF6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKF7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKF8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKF9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKG0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKG1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKG2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKG3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKG4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKG5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKG7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKG8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKH0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKH1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKH3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKH4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKH5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKH6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKH7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKH8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKH9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKI0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKI1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKI2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKI4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKI5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKI7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKI9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKJ0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKJ2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKJ4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKJ5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKJ6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKJ7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKJ8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKJ9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKK0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKK1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKK3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKK5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKK7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKK8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKK9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKL1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKL2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKL3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKL4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKL5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKL6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKL7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKL8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKL9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKM0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKM1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKM2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKM3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKM4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKM5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKM7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKM8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKM9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKN0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKN1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKN2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKN3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKN4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKN5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKN6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKN7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKN8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKN9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKP1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKP2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKP3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKP4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKP5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKP6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKP7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKP8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKP9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKQ0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKQ1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKQ2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKQ3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKQ4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKQ5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKQ6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKQ7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKQ8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKR0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKR1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKR2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKR3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKR4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKR5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKR6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKR7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKR8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKS0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKS1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKS2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKS3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKS4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKS5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKT0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKT1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKT2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKT4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKT5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKT6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKT7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKT8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKT9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKU0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKU2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKU3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKU5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKU6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKU7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKU8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKU9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKV0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKV1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKV2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKV3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKV4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKV7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKV8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKV9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKW0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKW1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKW2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKW3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKW4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKW6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKW7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKW8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKW9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKX0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKX1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKX2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKX3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKX4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKX5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKX6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKX7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKX8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKX9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKY0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKY1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKY3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKY4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKY5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKY6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKY8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKY9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKZ1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKZ2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKZ3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKZ4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKZ5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKZ7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UKZ8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL00	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL01	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL02	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL03	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL04	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL05	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL07	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL08	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL09	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL10	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL11	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL12	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL13	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL14	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL15	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL16	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL17	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL18	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL19	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL21	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL22	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL24	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL25	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL26	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL27	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL28	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL29	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL30	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL31	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL32	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL33	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL34	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL35	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL36	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL37	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL38	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL39	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL40	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL43	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL44	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL46	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL47	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL48	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL49	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL50	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL51	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL53	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL54	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL55	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL56	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL57	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL58	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL59	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL60	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL64	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL65	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL66	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL67	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL69	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL70	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL71	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL72	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL75	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL76	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL77	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL79	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL80	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL81	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL82	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL83	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL84	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL85	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL86	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL89	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL90	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL91	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL92	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL93	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL94	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL95	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL96	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL97	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL98	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178UL99	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULA2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULA3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULA4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULA5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULA6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULA7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULB0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULB1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULB2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULB3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULB4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULB5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULB6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULB9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULC0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULC1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULC2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULC3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULC4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULC5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULC6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULC7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULC8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULC9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULD0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULD1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULD2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULD3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULD4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULD5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULD6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULD7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULD8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULD9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULE0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULE2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULE3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULE4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULE5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULE6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULE7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULE8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULF1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULF2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULF3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULF4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULF5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULF6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULF7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULF8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULF9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULG0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULG1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULG3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULG4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULG5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULG8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULG9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULH0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULH1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULH3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULH4	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULH5	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULH6	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULH7	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULH8	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULH9	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULI0	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULI1	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULI2	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULI3	1	0	0	0	0	0	0	0	0	0	0	1	0
A0A178ULI5	1	0	0	0	0	0	0	0	0	0	0	1	0
