whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	0974(InnateDB)	1222(mbinfo)	1262(I2D)	1263(Molecular Connections)	1332(bhf-ucl)	1335(HPIDb)	IMEx	missing_protein_evidence
O08979	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O08980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O08981	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O08989	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O08992	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O08997	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O08999	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O09000	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O09005	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O09011	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O09012	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O09043	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O09044	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O09048	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O09049	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O09061	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O09101	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O09106	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O09110	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O09111	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O09118	0	0	uniprotkb	10090	1	0	1	0	0	0	0	0	0	0	1	0
O09119	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O09120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O09123	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O09126	0	0	uniprotkb	10090	0	0	0	0	0	0	0	1	0	0	1	0
O09127	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O09128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O09129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O09130	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O09131	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O09135	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O09159	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O09161	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O09164	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O09167	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	1	1	0
O09172	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O09173	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O09174	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O19440	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19441	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19442	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19443	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19448	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19449	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19450	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19451	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19453	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19454	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19455	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19460	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19461	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19462	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19463	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19464	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19467	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19468	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19470	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19471	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19472	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19473	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19474	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O19476	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35054	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35057	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35063	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35064	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35066	0	0	uniprotkb	10090	1	0	1	0	0	0	0	0	0	0	1	0
O35067	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35069	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35071	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35074	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35081	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35082	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35098	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35099	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35114	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35127	0	0	uniprotkb	10090	0	1	1	0	0	0	0	0	0	0	1	0
O35129	0	0	uniprotkb	10090	1	1	0	0	1	0	0	0	0	0	1	0
O35130	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35136	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35143	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35144	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	1	0	1	0
O35149	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35157	1	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	1
O35159	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35161	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35166	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35171	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35176	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O35177	0	0	uniprotkb	10090	1	0	0	0	0	1	0	0	0	0	1	0
O35182	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35185	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35188	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35189	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35190	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35191	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35192	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35194	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35195	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35198	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35199	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35201	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35202	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35203	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35204	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35206	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35207	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35215	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35216	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35218	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35226	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35228	0	0	uniprotkb	10090	0	0	0	0	1	0	0	0	0	0	1	0
O35231	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35233	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35235	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35239	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35245	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	1	0	1	0
O35250	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	1	1	0
O35253	0	0	uniprotkb	10090	0	1	1	0	0	0	0	0	0	0	1	0
O35258	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O35259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35280	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35284	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35286	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O35295	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35305	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35307	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35309	0	0	uniprotkb	10090	0	0	0	0	1	0	0	0	0	0	1	0
O35315	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35324	0	0	uniprotkb	10090	0	1	1	0	0	0	0	0	0	0	1	0
O35327	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35328	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35332	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35340	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35341	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35343	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35344	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35345	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35350	0	0	uniprotkb	10090	1	1	0	0	1	0	0	0	0	0	1	0
O35363	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35364	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35368	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35381	0	0	uniprotkb	10090	1	1	0	0	1	0	0	0	0	0	1	0
O35382	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35386	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35387	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	1	0	1	0
O35393	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35399	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35400	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35402	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35403	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35405	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35407	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35409	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35411	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35419	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35423	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35424	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O35435	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35436	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35437	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35443	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35445	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35449	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35450	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35451	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35452	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35454	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35455	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35459	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35464	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35465	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35466	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35468	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35483	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35488	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35490	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35492	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35495	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35514	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35516	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35526	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O35527	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35539	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35551	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35558	1	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	1
O35566	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35593	0	0	uniprotkb	10090	1	1	0	0	1	0	0	0	0	0	1	0
O35598	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35601	0	0	uniprotkb	10090	0	1	1	0	0	0	0	0	0	0	1	0
O35602	0	0	uniprotkb	10090	0	0	1	0	0	0	0	0	0	0	1	0
O35603	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35607	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35608	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35609	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35611	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35613	0	0	uniprotkb	10090	1	1	0	0	1	0	0	0	0	0	1	0
O35615	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35618	0	0	uniprotkb	10090	1	0	0	0	0	0	1	0	0	0	1	0
O35619	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35625	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	1	0	1	0
O35626	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35630	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35638	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35639	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35641	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35643	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35646	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35650	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35654	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35656	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35658	0	0	uniprotkb	10090	1	0	1	0	0	0	0	0	0	0	1	0
O35662	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35664	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35668	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O35670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35672	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35678	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35681	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35682	0	0	uniprotkb	10090	0	0	1	0	0	0	0	0	0	0	1	0
O35685	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35691	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35692	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35694	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35695	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35698	0	0	uniprotkb	10090	0	0	1	0	0	0	0	0	0	0	1	0
O35700	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O35703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35704	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35706	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35711	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35714	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35715	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35716	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35717	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35718	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35728	0	0	uniprotkb	10090	0	1	1	0	0	0	0	0	0	0	1	0
O35730	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O35732	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35737	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O35740	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35744	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35745	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35841	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35843	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35845	1	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	1
O35846	1	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	1
O35852	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O35855	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35864	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35868	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35887	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35898	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35901	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O35903	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35904	0	0	uniprotkb	10090	1	0	0	0	1	0	1	0	0	0	1	0
O35905	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35908	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35914	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35926	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35927	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O35929	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35940	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35942	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35943	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35945	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35948	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35953	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35954	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35955	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35958	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O35963	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35969	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O35973	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O35984	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O35988	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O54692	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O54696	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54709	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O54712	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54714	0	0	uniprotkb	10090	1	0	1	0	0	0	0	0	0	0	1	0
O54716	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54718	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	1
O54724	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O54726	1	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	1
O54734	0	0	uniprotkb	10090	1	1	0	0	1	0	0	0	0	0	1	0
O54736	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54737	1	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	1
O54739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54741	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54749	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54754	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54774	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O54781	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O54782	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54784	0	0	uniprotkb	10090	1	0	1	0	0	0	0	0	0	0	1	0
O54786	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O54788	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54790	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O54796	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54797	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54809	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54817	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54824	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O54825	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O54826	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54828	0	0	uniprotkb	10090	1	0	1	0	0	0	0	0	0	0	1	0
O54829	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O54831	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54832	1	1	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54833	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O54836	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O54837	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54845	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54846	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54848	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54849	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54850	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54863	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54864	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O54865	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54879	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54890	0	0	uniprotkb	10090	0	1	0	0	0	1	0	0	0	0	1	0
O54901	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54905	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O54909	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O54910	0	0	uniprotkb	10090	0	0	0	0	1	0	0	0	0	0	1	0
O54911	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54916	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O54918	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O54926	0	0	uniprotkb	10090	0	0	1	0	0	0	0	0	0	0	1	0
O54927	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
O54928	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54931	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O54941	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O54942	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
O54943	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
O54944	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54945	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54946	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
O54948	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
O54949	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
