whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	0974(InnateDB)	1222(mbinfo)	1262(I2D)	1263(Molecular Connections)	1332(bhf-ucl)	1335(HPIDb)	IMEx	missing_protein_evidence
D3YXP6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXP8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXP9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXQ0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXQ1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXQ2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXQ3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXQ4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXQ5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXQ6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXQ7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXR0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXR1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXR2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXR3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXR4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXR5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXR6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXR7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXR8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXS1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXS2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXS3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXS4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXS8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXT0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXU1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXU2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXU3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXU4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXU5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXU6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXU7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXU8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXU9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXV1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXV2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXV3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXV4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXV5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXV6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXV7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXV8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXV9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXW0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXW1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXW2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXW3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXW4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXW5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXW6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXW8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXW9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXX1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXX2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXX3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXX4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXX5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXX6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXX7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXX8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXX9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXY0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXY1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXY3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXY4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXY5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXY6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXY8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXZ0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXZ3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXZ5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXZ6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YXZ7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YXZ9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY02	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY03	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY05	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY06	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY07	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY08	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY09	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY20	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY21	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY23	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
D3YY25	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY27	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY28	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY29	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY31	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY32	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY33	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY34	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY36	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY38	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY39	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY40	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY46	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY47	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY48	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY49	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY51	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY53	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY55	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY58	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY63	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY65	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY66	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY67	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY68	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY69	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY70	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY71	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY73	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY75	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY76	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY77	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY78	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY79	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY80	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY81	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY82	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY83	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY84	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY85	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY86	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY88	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY89	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY90	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY91	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	1
D3YY92	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY93	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY94	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY95	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY96	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YY98	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YY99	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYA0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYA2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYA4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYA5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYA7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYB0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYB1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYB2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYB3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYB5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYC2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYC3	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
D3YYC9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYD0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYD1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYD2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYD3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYD4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYD5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYD6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYD8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYD9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYE0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYE1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYE2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYE3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYE5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYE6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYE8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYE9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYF0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYF1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYF2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYF3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYF4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYF5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYF7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYF8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYF9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYG0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYG1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYG2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYG4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYG5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYG6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYG8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYG9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYH0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYH2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYH3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYH5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYH6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYH7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYH8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYH9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYI1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYI2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYI3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYI4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYI5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYI6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYI8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYI9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYJ4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYJ5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYJ6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYJ7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYJ8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYJ9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYK0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYK2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYK3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYK4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYK5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYK7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYK8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYK9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYL1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYL3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYL7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYM5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYM6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYM7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYM9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYN0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYN1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYN2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYN3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYN4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYN5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYN6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYN7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYN8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYP3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYP4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYP5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYP6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYP8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYP9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYQ1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYQ3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYQ4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYQ5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYQ6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYQ7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYQ8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYQ9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYR0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYR1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYR2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYR3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYR4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYR5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYR6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYR7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYR8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYR9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYS0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYS1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYS2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYS3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYS4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYS6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYS7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYS9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYT0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYT1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYT4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYU4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYU6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYU7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYU9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYV2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYV7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYV8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYW1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYW2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYW4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYW5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYW6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYW8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYW9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYX0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYX2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYX3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYX4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYX5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYX6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYX7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYX8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYY1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYY2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYY3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYY8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYZ0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYZ1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYZ2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYZ3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YYZ8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YYZ9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ00	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ01	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ02	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ03	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ04	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ05	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ06	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ07	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ08	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ09	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ17	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ18	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ19	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ20	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ21	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ23	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ24	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ25	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ26	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ27	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ28	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ29	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ30	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ32	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ33	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ34	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ35	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ46	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ49	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ51	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ52	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ53	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ54	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ55	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ56	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
D3YZ57	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ59	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ60	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ61	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ62	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ63	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D3YZ64	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
