whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	1263(Molecular Connections)	1335(HPIDb)	IMEx
Q9LJH8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJI2	1	1	0	0	0	0	0	0	0	0	0
Q9LJI5	1	1	0	0	0	0	0	0	0	0	0
Q9LJI9	1	1	0	0	0	0	0	0	0	0	0
Q9LJJ1	1	1	0	0	0	0	0	0	0	0	0
Q9LJJ5	1	1	0	0	0	0	0	0	0	0	0
Q9LJJ7	1	1	0	0	0	0	0	0	0	0	0
Q9LJK1	1	1	0	0	0	0	0	0	0	0	0
Q9LJK2	1	1	0	0	0	0	0	0	0	0	0
Q9LJK3	1	1	0	0	0	0	0	0	0	0	0
Q9LJK4	1	1	0	0	0	0	0	0	0	0	0
Q9LJL3	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q9LJL4	1	1	0	0	0	0	0	0	0	0	0
Q9LJL6	1	1	0	0	0	0	0	0	0	0	0
Q9LJL8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJL9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJM4	1	1	0	0	0	0	0	0	0	0	0
Q9LJN2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJN4	1	1	0	0	0	0	0	0	0	0	0
Q9LJN8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJP0	1	1	0	0	0	0	0	0	0	0	0
Q9LJP1	1	1	0	0	0	0	0	0	0	0	0
Q9LJP2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJP4	1	1	0	0	0	0	0	0	0	0	0
Q9LJQ3	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJQ5	1	1	0	0	0	0	0	0	0	0	0
Q9LJQ9	1	1	0	0	0	0	0	0	0	0	0
Q9LJR2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJR3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJR6	1	1	0	0	0	0	0	0	0	0	0
Q9LJR7	1	1	0	0	0	0	0	0	0	0	0
Q9LJU0	1	1	0	0	0	0	0	0	0	0	0
Q9LJU2	1	1	0	0	0	0	0	0	0	0	0
Q9LJU6	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJU7	1	1	0	0	0	0	0	0	0	0	0
Q9LJV9	1	1	0	0	0	0	0	0	0	0	0
Q9LJW0	1	1	0	0	0	0	0	0	0	0	0
Q9LJW1	1	1	0	0	0	0	0	0	0	0	0
Q9LJW2	1	1	0	0	0	0	0	0	0	0	0
Q9LJW3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJW5	1	1	0	0	0	0	0	0	0	0	0
Q9LJW6	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJX0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJX1	1	1	0	0	0	0	0	0	0	0	0
Q9LJX4	1	1	0	0	0	0	0	0	0	0	0
Q9LJX5	1	1	0	0	0	0	0	0	0	0	0
Q9LJX8	1	1	0	0	0	0	0	0	0	0	0
Q9LJY0	1	1	0	0	0	0	0	0	0	0	0
Q9LJY2	1	1	0	0	0	0	0	0	0	0	0
Q9LJY7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJZ2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJZ5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LJZ8	1	1	0	0	0	0	0	0	0	0	0
Q9LK03	1	1	0	0	0	0	0	0	0	0	0
Q9LK08	1	1	0	0	0	0	0	0	0	0	0
Q9LK09	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LK10	1	1	0	0	0	0	0	0	0	0	0
Q9LK16	1	1	0	0	0	0	0	0	0	0	0
Q9LK18	1	1	0	0	0	0	0	0	0	0	0
Q9LK21	1	1	0	0	0	0	0	0	0	0	0
Q9LK22	1	1	0	0	0	0	0	0	0	0	0
Q9LK23	1	1	0	0	0	0	0	0	0	0	0
Q9LK24	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LK25	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LK27	1	1	0	0	0	0	0	0	0	0	0
Q9LK29	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LK31	1	1	0	0	0	0	0	0	0	0	0
Q9LK32	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LK34	1	1	0	0	0	0	0	0	0	0	0
Q9LK35	1	1	0	0	0	0	0	0	0	0	0
Q9LK36	1	1	0	0	0	0	0	0	0	0	0
Q9LK37	1	1	0	0	0	0	0	0	0	0	0
Q9LK38	1	1	0	0	0	0	0	0	0	0	0
Q9LK39	1	1	0	0	0	0	0	0	0	0	0
Q9LK40	1	1	0	0	0	0	0	0	0	0	0
Q9LK43	1	1	0	0	0	0	0	0	0	0	0
Q9LK47	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LK48	1	1	0	0	0	0	0	0	0	0	0
Q9LK50	1	1	0	0	0	0	0	0	0	0	0
Q9LK53	1	1	0	0	0	0	0	0	0	0	0
Q9LK55	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LK57	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LK58	1	1	0	0	0	0	0	0	0	0	0
Q9LK61	1	1	0	0	0	0	0	0	0	0	0
Q9LK62	1	1	0	0	0	0	0	0	0	0	0
Q9LK64	1	1	0	0	0	0	0	0	0	0	0
Q9LK65	1	1	0	0	0	0	0	0	0	0	0
Q9LK70	1	1	0	0	0	0	0	0	0	0	0
Q9LK71	1	1	0	0	0	0	0	0	0	0	0
Q9LK72	1	1	0	0	0	0	0	0	0	0	0
Q9LK73	1	1	0	0	0	0	0	0	0	0	0
Q9LK77	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LK86	1	1	0	0	0	0	0	0	0	0	0
Q9LK88	1	1	0	0	0	0	0	0	0	0	0
Q9LK90	1	1	0	0	0	0	0	0	0	0	0
Q9LK94	1	1	0	0	0	0	0	0	0	0	0
Q9LK95	1	1	0	0	0	0	0	0	0	0	0
Q9LK96	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LK99	1	1	0	0	0	0	0	0	0	0	0
Q9LKA3	1	1	0	0	0	0	0	0	0	0	0
Q9LKA4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LKA5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LKA9	1	1	0	0	0	0	0	0	0	0	0
Q9LKB9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LKC0	1	1	0	0	0	0	0	0	0	0	0
Q9LKF9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LKG8	1	1	0	0	0	0	0	0	0	0	0
Q9LKI5	1	1	0	0	0	0	0	0	0	0	0
Q9LKJ1	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LKL2	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q9LKR3	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q9LKR4	1	1	0	0	0	0	0	0	0	0	0
Q9LKR6	1	1	0	0	0	0	0	0	0	0	0
Q9LKR7	1	1	0	0	0	0	0	0	0	0	0
Q9LKR8	1	1	0	0	0	0	0	0	0	0	0
Q9LKU2	1	1	0	0	0	0	0	0	0	0	0
Q9LKU3	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LKU8	1	1	0	0	0	0	0	0	0	0	0
Q9LKW9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LKZ3	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q9LL84	1	1	uniprotkb	3702	0	0	1	0	0	0	1
Q9LLC1	1	1	0	0	0	0	0	0	0	0	0
Q9LLL8	1	1	0	0	0	0	0	0	0	0	0
Q9LLR6	1	1	0	0	0	0	0	0	0	0	0
Q9LLR7	1	1	0	0	0	0	0	0	0	0	0
Q9LM02	1	1	0	0	0	0	0	0	0	0	0
Q9LM15	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q9LM18	1	1	0	0	0	0	0	0	0	0	0
Q9LM20	1	1	0	0	0	0	0	0	0	0	0
Q9LM24	1	1	0	0	0	0	0	0	0	0	0
Q9LM25	1	1	0	0	0	0	0	0	0	0	0
Q9LM33	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LM46	1	1	0	0	0	0	0	0	0	0	0
Q9LM50	1	1	0	0	0	0	0	0	0	0	0
Q9LM55	1	1	0	0	0	0	0	0	0	0	0
Q9LM59	1	1	0	0	0	0	0	0	0	0	0
Q9LM60	1	1	0	0	0	0	0	0	0	0	0
Q9LM63	1	1	0	0	0	0	0	0	0	0	0
Q9LM64	1	1	0	0	0	0	0	0	0	0	0
Q9LM66	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LM69	1	1	0	0	0	0	0	0	0	0	0
Q9LM71	1	1	0	0	0	0	0	0	0	0	0
Q9LM73	1	1	0	0	0	0	0	0	0	0	0
Q9LM74	1	1	0	0	0	0	0	0	0	0	0
Q9LM75	1	1	0	0	0	0	0	0	0	0	0
Q9LM76	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LM77	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LM78	0	0	uniprotkb	3702	1	1	0	0	0	0	1
Q9LM83	1	1	0	0	0	0	0	0	0	0	0
Q9LM84	1	1	0	0	0	0	0	0	0	0	0
Q9LM89	1	1	0	0	0	0	0	0	0	0	0
Q9LM90	1	1	0	0	0	0	0	0	0	0	0
Q9LM91	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LM92	1	1	0	0	0	0	0	0	0	0	0
Q9LMA1	1	1	0	0	0	0	0	0	0	0	0
Q9LMA7	1	1	0	0	0	0	0	0	0	0	0
Q9LMA8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMB0	1	1	0	0	0	0	0	0	0	0	0
Q9LMB9	1	1	0	0	0	0	0	0	0	0	0
Q9LMC2	1	1	0	0	0	0	0	0	0	0	0
Q9LMC7	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMC8	1	1	0	0	0	0	0	0	0	0	0
Q9LMC9	1	1	0	0	0	0	0	0	0	0	0
Q9LME2	1	1	0	0	0	0	0	0	0	0	0
Q9LME4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LME6	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LME8	1	1	0	0	0	0	0	0	0	0	0
Q9LMF0	1	1	0	0	0	0	0	0	0	0	0
Q9LMF1	1	1	0	0	0	0	0	0	0	0	0
Q9LMG7	1	1	0	0	0	0	0	0	0	0	0
Q9LMG8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMH0	1	1	0	0	0	0	0	0	0	0	0
Q9LMH5	1	1	0	0	0	0	0	0	0	0	0
Q9LMH6	1	1	0	0	0	0	0	0	0	0	0
Q9LMI0	1	1	0	0	0	0	0	0	0	0	0
Q9LMI3	1	1	0	0	0	0	0	0	0	0	0
Q9LMI4	1	1	0	0	0	0	0	0	0	0	0
Q9LMI7	1	1	0	0	0	0	0	0	0	0	0
Q9LMJ1	1	1	0	0	0	0	0	0	0	0	0
Q9LMJ3	1	1	0	0	0	0	0	0	0	0	0
Q9LMJ4	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMK0	1	1	0	0	0	0	0	0	0	0	0
Q9LMK2	1	1	0	0	0	0	0	0	0	0	0
Q9LMK5	1	1	0	0	0	0	0	0	0	0	0
Q9LMK7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LML2	1	1	0	0	0	0	0	0	0	0	0
Q9LML6	1	1	0	0	0	0	0	0	0	0	0
Q9LML7	1	1	0	0	0	0	0	0	0	0	0
Q9LMM0	1	1	0	0	0	0	0	0	0	0	0
Q9LMM1	1	1	0	0	0	0	0	0	0	0	0
Q9LMM2	1	1	0	0	0	0	0	0	0	0	0
Q9LMM5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMM6	1	1	0	0	0	0	0	0	0	0	0
Q9LMM8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMN1	1	1	0	0	0	0	0	0	0	0	0
Q9LMN4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMN5	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMN6	1	1	0	0	0	0	0	0	0	0	0
Q9LMN7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMN8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMP1	1	1	0	0	0	0	0	0	0	0	0
Q9LMP6	1	1	0	0	0	0	0	0	0	0	0
Q9LMP7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMQ3	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMQ8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMR1	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMR2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMR3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMR4	1	1	0	0	0	0	0	0	0	0	0
Q9LMR5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMS3	1	1	0	0	0	0	0	0	0	0	0
Q9LMS5	1	1	0	0	0	0	0	0	0	0	0
Q9LMT0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMT1	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q9LMT2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMT8	1	1	0	0	0	0	0	0	0	0	0
Q9LMT9	1	1	0	0	0	0	0	0	0	0	0
Q9LMU0	1	1	0	0	0	0	0	0	0	0	0
Q9LMU1	1	1	0	0	0	0	0	0	0	0	0
Q9LMU2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMX3	1	1	0	0	0	0	0	0	0	0	0
Q9LMX4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMX5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMX6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMX7	1	1	0	0	0	0	0	0	0	0	0
Q9LMX8	1	1	0	0	0	0	0	0	0	0	0
Q9LMY5	1	1	0	0	0	0	0	0	0	0	0
Q9LMY8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LMY9	1	1	0	0	0	0	0	0	0	0	0
Q9LMZ9	1	1	0	0	0	0	0	0	0	0	0
Q9LN01	1	1	0	0	0	0	0	0	0	0	0
Q9LN09	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LN20	1	1	0	0	0	0	0	0	0	0	0
Q9LN22	1	1	0	0	0	0	0	0	0	0	0
Q9LN27	1	1	0	0	0	0	0	0	0	0	0
Q9LN49	1	1	0	0	0	0	0	0	0	0	0
Q9LN50	1	1	0	0	0	0	0	0	0	0	0
Q9LN59	1	1	0	0	0	0	0	0	0	0	0
Q9LN62	1	1	0	0	0	0	0	0	0	0	0
Q9LN63	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LN67	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LN68	1	1	0	0	0	0	0	0	0	0	0
Q9LN69	1	1	0	0	0	0	0	0	0	0	0
Q9LN71	1	1	0	0	0	0	0	0	0	0	0
Q9LN77	1	1	0	0	0	0	0	0	0	0	0
Q9LN86	1	1	0	0	0	0	0	0	0	0	0
Q9LN94	1	1	0	0	0	0	0	0	0	0	0
Q9LN95	1	1	0	0	0	0	0	0	0	0	0
Q9LNA5	1	1	0	0	0	0	0	0	0	0	0
Q9LNB6	1	1	0	0	0	0	0	0	0	0	0
Q9LNB9	1	1	0	0	0	0	0	0	0	0	0
Q9LNC0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNC2	1	1	0	0	0	0	0	0	0	0	0
Q9LNC4	1	1	0	0	0	0	0	0	0	0	0
Q9LNC5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LND0	1	1	0	0	0	0	0	0	0	0	0
Q9LND1	1	1	0	0	0	0	0	0	0	0	0
Q9LND4	1	1	0	0	0	0	0	0	0	0	0
Q9LND7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LND8	1	1	0	0	0	0	0	0	0	0	0
Q9LND9	1	1	0	0	0	0	0	0	0	0	0
Q9LNE0	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNE3	1	1	0	0	0	0	0	0	0	0	0
Q9LNE4	1	1	0	0	0	0	0	0	0	0	0
Q9LNE6	1	1	0	0	0	0	0	0	0	0	0
Q9LNE7	1	1	0	0	0	0	0	0	0	0	0
Q9LNF2	1	1	0	0	0	0	0	0	0	0	0
Q9LNF4	1	1	0	0	0	0	0	0	0	0	0
Q9LNF6	1	1	0	0	0	0	0	0	0	0	0
Q9LNG5	1	1	0	0	0	0	0	0	0	0	0
Q9LNG8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNH5	1	1	0	0	0	0	0	0	0	0	0
Q9LNH6	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNI1	1	1	0	0	0	0	0	0	0	0	0
Q9LNI2	1	1	0	0	0	0	0	0	0	0	0
Q9LNI5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNJ0	1	1	0	0	0	0	0	0	0	0	0
Q9LNJ3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNJ4	1	1	0	0	0	0	0	0	0	0	0
Q9LNJ5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNJ7	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNJ9	1	1	0	0	0	0	0	0	0	0	0
Q9LNK0	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNK1	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNK7	1	1	0	0	0	0	0	0	0	0	0
Q9LNL0	1	1	0	0	0	0	0	0	0	0	0
Q9LNL1	1	1	0	0	0	0	0	0	0	0	0
Q9LNN1	1	1	0	0	0	0	0	0	0	0	0
Q9LNN2	1	1	0	0	0	0	0	0	0	0	0
Q9LNN3	1	1	0	0	0	0	0	0	0	0	0
Q9LNN7	1	1	0	0	0	0	0	0	0	0	0
Q9LNP2	1	1	0	0	0	0	0	0	0	0	0
Q9LNP6	1	1	0	0	0	0	0	0	0	0	0
Q9LNP9	1	1	0	0	0	0	0	0	0	0	0
Q9LNQ1	1	1	0	0	0	0	0	0	0	0	0
Q9LNQ4	1	1	0	0	0	0	0	0	0	0	0
Q9LNR3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNT6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNT9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNU1	1	1	0	0	0	0	0	0	0	0	0
Q9LNU3	1	1	0	0	0	0	0	0	0	0	0
Q9LNU4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNU6	1	1	0	0	0	0	0	0	0	0	0
Q9LNV0	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNV3	1	1	0	0	0	0	0	0	0	0	0
Q9LNV5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNW0	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q9LNW1	1	1	0	0	0	0	0	0	0	0	0
Q9LNW3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNX4	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LNX6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LP03	1	1	0	0	0	0	0	0	0	0	0
Q9LP07	1	1	0	0	0	0	0	0	0	0	0
Q9LP10	1	1	0	0	0	0	0	0	0	0	0
Q9LP11	1	1	0	0	0	0	0	0	0	0	0
Q9LP21	1	1	0	0	0	0	0	0	0	0	0
Q9LP24	1	1	0	0	0	0	0	0	0	0	0
Q9LP37	1	1	0	0	0	0	0	0	0	0	0
Q9LP41	1	1	0	0	0	0	0	0	0	0	0
Q9LP45	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LP46	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LP48	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LP50	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LP51	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LP52	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LP56	1	1	0	0	0	0	0	0	0	0	0
Q9LP59	1	1	0	0	0	0	0	0	0	0	0
Q9LP65	1	1	0	0	0	0	0	0	0	0	0
Q9LP74	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LP77	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LP80	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPC1	1	1	0	0	0	0	0	0	0	0	0
Q9LPC3	1	1	0	0	0	0	0	0	0	0	0
Q9LPC4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPC5	1	1	0	0	0	0	0	0	0	0	0
Q9LPC6	1	1	0	0	0	0	0	0	0	0	0
Q9LPC7	1	1	0	0	0	0	0	0	0	0	0
Q9LPD2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPD7	0	0	uniprotkb	3702	0	0	1	0	0	0	1
Q9LPD9	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q9LPE8	1	1	0	0	0	0	0	0	0	0	0
Q9LPF0	1	1	0	0	0	0	0	0	0	0	0
Q9LPF1	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPF6	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPG3	1	1	0	0	0	0	0	0	0	0	0
Q9LPG6	1	1	0	0	0	0	0	0	0	0	0
Q9LPH0	1	1	0	0	0	0	0	0	0	0	0
Q9LPH1	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPI5	1	1	0	0	0	0	0	0	0	0	0
Q9LPI7	1	1	0	0	0	0	0	0	0	0	0
Q9LPJ2	1	1	0	0	0	0	0	0	0	0	0
Q9LPJ7	1	1	0	0	0	0	0	0	0	0	0
Q9LPK4	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPK5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPK6	1	1	0	0	0	0	0	0	0	0	0
Q9LPK7	1	1	0	0	0	0	0	0	0	0	0
Q9LPL3	1	1	0	0	0	0	0	0	0	0	0
Q9LPL4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPL5	1	1	0	0	0	0	0	0	0	0	0
Q9LPM2	1	1	0	0	0	0	0	0	0	0	0
Q9LPM8	1	1	0	0	0	0	0	0	0	0	0
Q9LPM9	1	1	0	0	0	0	0	0	0	0	0
Q9LPN5	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPP3	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPP4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPQ3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPQ8	1	1	0	0	0	0	0	0	0	0	0
Q9LPR4	1	1	0	0	0	0	0	0	0	0	0
Q9LPR6	1	1	0	0	0	0	0	0	0	0	0
Q9LPR8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPS1	1	1	0	0	0	0	0	0	0	0	0
Q9LPS8	1	1	0	0	0	0	0	0	0	0	0
Q9LPS9	1	1	0	0	0	0	0	0	0	0	0
Q9LPT1	1	1	0	0	0	0	0	0	0	0	0
Q9LPU5	1	1	0	0	0	0	0	0	0	0	0
Q9LPU6	1	1	0	0	0	0	0	0	0	0	0
Q9LPU7	1	1	0	0	0	0	0	0	0	0	0
Q9LPU8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPU9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPV3	1	1	0	0	0	0	0	0	0	0	0
Q9LPV4	1	1	0	0	0	0	0	0	0	0	0
Q9LPV5	1	1	0	0	0	0	0	0	0	0	0
Q9LPV8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPV9	1	1	0	0	0	0	0	0	0	0	0
Q9LPW0	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q9LPW2	1	1	0	0	0	0	0	0	0	0	0
Q9LPW3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPW4	1	1	0	0	0	0	0	0	0	0	0
Q9LPW7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPX2	1	1	0	0	0	0	0	0	0	0	0
Q9LPZ0	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPZ1	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPZ3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LPZ9	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q9LQ02	1	1	0	0	0	0	0	0	0	0	0
Q9LQ04	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LQ07	1	1	0	0	0	0	0	0	0	0	0
Q9LQ08	1	1	0	0	0	0	0	0	0	0	0
Q9LQ10	1	1	0	0	0	0	0	0	0	0	0
Q9LQ12	1	1	0	0	0	0	0	0	0	0	0
Q9LQ14	1	1	0	0	0	0	0	0	0	0	0
Q9LQ15	1	1	0	0	0	0	0	0	0	0	0
Q9LQ16	1	1	0	0	0	0	0	0	0	0	0
Q9LQ27	1	1	0	0	0	0	0	0	0	0	0
Q9LQ28	1	1	0	0	0	0	0	0	0	0	0
Q9LQ31	1	1	0	0	0	0	0	0	0	0	0
Q9LQ32	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LQ36	1	1	0	0	0	0	0	0	0	0	0
Q9LQ46	1	1	0	0	0	0	0	0	0	0	0
Q9LQ47	1	1	0	0	0	0	0	0	0	0	0
Q9LQ48	1	1	0	0	0	0	0	0	0	0	0
Q9LQ54	1	1	0	0	0	0	0	0	0	0	0
Q9LQ55	1	1	uniprotkb	3702	1	0	1	0	0	0	1
Q9LQ65	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LQ68	1	1	0	0	0	0	0	0	0	0	0
Q9LQ73	1	1	0	0	0	0	0	0	0	0	0
Q9LQ81	1	1	0	0	0	0	0	0	0	0	0
Q9LQ89	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q9LQ92	1	1	0	0	0	0	0	0	0	0	0
Q9LQ95	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LQ96	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9LQ98	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LQB0	1	1	0	0	0	0	0	0	0	0	0
Q9LQC0	1	1	0	0	0	0	0	0	0	0	0
Q9LQC1	1	1	0	0	0	0	0	0	0	0	0
Q9LQC8	1	1	0	0	0	0	0	0	0	0	0
Q9LQC9	1	1	0	0	0	0	0	0	0	0	0
Q9LQE3	1	1	0	0	0	0	0	0	0	0	0
Q9LQE8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LQF0	1	1	0	0	0	0	0	0	0	0	0
Q9LQF2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LQI7	1	1	0	0	0	0	0	0	0	0	0
Q9LQI9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9LQK0	1	1	0	0	0	0	0	0	0	0	0
Q9LQK7	1	1	uniprotkb	3702	0	0	1	0	0	0	1
Q9LQK9	1	1	0	0	0	0	0	0	0	0	0
