whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	1263(Molecular Connections)	1335(HPIDb)	IMEx
O49519	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O49523	1	1	0	0	0	0	0	0	0	0	0
O49527	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O49538	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O49543	1	1	0	0	0	0	0	0	0	0	0
O49545	1	1	0	0	0	0	0	0	0	0	0
O49550	1	1	0	0	0	0	0	0	0	0	0
O49552	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O49558	1	1	0	0	0	0	0	0	0	0	0
O49561	1	1	0	0	0	0	0	0	0	0	0
O49562	1	1	0	0	0	0	0	0	0	0	0
O49564	1	1	0	0	0	0	0	0	0	0	0
O49565	1	1	0	0	0	0	0	0	0	0	0
O49586	1	1	0	0	0	0	0	0	0	0	0
O49595	1	1	0	0	0	0	0	0	0	0	0
O49596	1	1	0	0	0	0	0	0	0	0	0
O49597	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O49603	1	1	0	0	0	0	0	0	0	0	0
O49605	1	1	0	0	0	0	0	0	0	0	0
O49606	1	1	0	0	0	0	0	0	0	0	0
O49607	1	1	0	0	0	0	0	0	0	0	0
O49608	1	1	0	0	0	0	0	0	0	0	0
O49613	1	1	0	0	0	0	0	0	0	0	0
O49617	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O49618	1	1	0	0	0	0	0	0	0	0	0
O49619	1	1	0	0	0	0	0	0	0	0	0
O49621	1	1	0	0	0	0	0	0	0	0	0
O49623	1	1	0	0	0	0	0	0	0	0	0
O49624	1	1	0	0	0	0	0	0	0	0	0
O49625	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O49627	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O49629	1	1	uniprotkb	3702	1	1	0	0	0	0	1
O49636	1	1	0	0	0	0	0	0	0	0	0
O49639	1	1	0	0	0	0	0	0	0	0	0
O49647	1	1	0	0	0	0	0	0	0	0	0
O49651	1	1	0	0	0	0	0	0	0	0	0
O49652	0	0	uniprotkb	3702	0	1	0	0	0	0	1
O49653	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O49658	1	1	0	0	0	0	0	0	0	0	0
O49660	1	1	uniprotkb	3702	0	0	1	0	0	0	1
O49662	1	1	0	0	0	0	0	0	0	0	0
O49663	1	1	0	0	0	0	0	0	0	0	0
O49668	1	1	0	0	0	0	0	0	0	0	0
O49675	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O49680	1	1	0	0	0	0	0	0	0	0	0
O49686	1	1	uniprotkb	3702	1	1	0	0	0	0	1
O49687	1	1	0	0	0	0	0	0	0	0	0
O49691	1	1	0	0	0	0	0	0	0	0	0
O49696	1	1	0	0	0	0	0	0	0	0	0
O49698	1	1	0	0	0	0	0	0	0	0	0
O49707	1	1	0	0	0	0	0	0	0	0	0
O49710	1	1	0	0	0	0	0	0	0	0	0
O49711	1	1	0	0	0	0	0	0	0	0	0
O49717	1	1	0	0	0	0	0	0	0	0	0
O49722	1	1	0	0	0	0	0	0	0	0	0
O49724	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O49725	1	1	0	0	0	0	0	0	0	0	0
O49726	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O49730	1	1	0	0	0	0	0	0	0	0	0
O49741	1	1	0	0	0	0	0	0	0	0	0
O49743	1	1	0	0	0	0	0	0	0	0	0
O49782	1	1	0	0	0	0	0	0	0	0	0
O49839	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O49840	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O49841	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O50008	1	1	uniprotkb	3702	1	1	0	0	0	0	1
O50039	1	1	0	0	0	0	0	0	0	0	0
O50055	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O50061	1	1	0	0	0	0	0	0	0	0	0
O50064	1	1	0	0	0	0	0	0	0	0	0
O50068	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O64380	1	1	0	0	0	0	0	0	0	0	0
O64399	1	1	0	0	0	0	0	0	0	0	0
O64425	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64466	1	1	0	0	0	0	0	0	0	0	0
O64468	1	1	0	0	0	0	0	0	0	0	0
O64469	1	1	0	0	0	0	0	0	0	0	0
O64470	1	1	0	0	0	0	0	0	0	0	0
O64471	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64474	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64477	1	1	0	0	0	0	0	0	0	0	0
O64479	1	1	0	0	0	0	0	0	0	0	0
O64481	1	1	0	0	0	0	0	0	0	0	0
O64483	1	1	0	0	0	0	0	0	0	0	0
O64489	1	1	0	0	0	0	0	0	0	0	0
O64490	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O64495	1	1	0	0	0	0	0	0	0	0	0
O64497	1	1	0	0	0	0	0	0	0	0	0
O64503	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64510	1	1	0	0	0	0	0	0	0	0	0
O64511	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64515	1	1	0	0	0	0	0	0	0	0	0
O64517	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64518	1	1	0	0	0	0	0	0	0	0	0
O64519	1	1	0	0	0	0	0	0	0	0	0
O64527	1	1	0	0	0	0	0	0	0	0	0
O64530	1	1	0	0	0	0	0	0	0	0	0
O64538	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64556	1	1	0	0	0	0	0	0	0	0	0
O64564	1	1	0	0	0	0	0	0	0	0	0
O64566	1	1	0	0	0	0	0	0	0	0	0
O64571	1	1	0	0	0	0	0	0	0	0	0
O64583	1	1	0	0	0	0	0	0	0	0	0
O64584	1	1	0	0	0	0	0	0	0	0	0
O64587	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64592	1	1	0	0	0	0	0	0	0	0	0
O64597	1	1	0	0	0	0	0	0	0	0	0
O64598	1	1	0	0	0	0	0	0	0	0	0
O64600	1	1	0	0	0	0	0	0	0	0	0
O64602	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O64624	1	1	0	0	0	0	0	0	0	0	0
O64628	1	1	0	0	0	0	0	0	0	0	0
O64629	1	1	0	0	0	0	0	0	0	0	0
O64635	1	1	0	0	0	0	0	0	0	0	0
O64636	1	1	0	0	0	0	0	0	0	0	0
O64637	1	1	0	0	0	0	0	0	0	0	0
O64638	1	1	0	0	0	0	0	0	0	0	0
O64639	1	1	0	0	0	0	0	0	0	0	0
O64640	1	1	0	0	0	0	0	0	0	0	0
O64641	1	1	0	0	0	0	0	0	0	0	0
O64642	1	1	0	0	0	0	0	0	0	0	0
O64644	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64645	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64647	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64650	1	1	0	0	0	0	0	0	0	0	0
O64654	1	1	0	0	0	0	0	0	0	0	0
O64668	1	1	0	0	0	0	0	0	0	0	0
O64682	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64687	1	1	0	0	0	0	0	0	0	0	0
O64688	1	1	0	0	0	0	0	0	0	0	0
O64692	1	1	0	0	0	0	0	0	0	0	0
O64697	1	1	0	0	0	0	0	0	0	0	0
O64698	1	1	0	0	0	0	0	0	0	0	0
O64700	1	1	0	0	0	0	0	0	0	0	0
O64702	1	1	0	0	0	0	0	0	0	0	0
O64703	1	1	0	0	0	0	0	0	0	0	0
O64705	1	1	0	0	0	0	0	0	0	0	0
O64718	1	1	0	0	0	0	0	0	0	0	0
O64722	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64725	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64728	1	1	uniprotkb	3702	0	0	1	0	0	0	1
O64730	1	1	uniprotkb	3702	0	1	0	0	0	0	1
O64732	1	1	0	0	0	0	0	0	0	0	0
O64733	1	1	0	0	0	0	0	0	0	0	0
O64738	1	1	0	0	0	0	0	0	0	0	0
O64740	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64743	1	1	0	0	0	0	0	0	0	0	0
O64745	1	1	0	0	0	0	0	0	0	0	0
O64747	1	1	0	0	0	0	0	0	0	0	0
O64748	1	1	0	0	0	0	0	0	0	0	0
O64749	1	1	0	0	0	0	0	0	0	0	0
O64750	1	1	0	0	0	0	0	0	0	0	0
O64752	1	1	0	0	0	0	0	0	0	0	0
O64758	1	1	0	0	0	0	0	0	0	0	0
O64759	1	1	0	0	0	0	0	0	0	0	0
O64760	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O64761	1	1	0	0	0	0	0	0	0	0	0
O64762	1	1	0	0	0	0	0	0	0	0	0
O64763	1	1	0	0	0	0	0	0	0	0	0
O64764	1	1	0	0	0	0	0	0	0	0	0
O64765	1	1	0	0	0	0	0	0	0	0	0
O64766	1	1	0	0	0	0	0	0	0	0	0
O64768	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O64769	1	1	0	0	0	0	0	0	0	0	0
O64770	1	1	0	0	0	0	0	0	0	0	0
O64771	1	1	0	0	0	0	0	0	0	0	0
O64773	1	1	0	0	0	0	0	0	0	0	0
O64774	1	1	0	0	0	0	0	0	0	0	0
O64776	1	1	0	0	0	0	0	0	0	0	0
O64777	1	1	0	0	0	0	0	0	0	0	0
O64778	1	1	0	0	0	0	0	0	0	0	0
O64780	1	1	0	0	0	0	0	0	0	0	0
O64781	1	1	0	0	0	0	0	0	0	0	0
O64782	1	1	0	0	0	0	0	0	0	0	0
O64783	1	1	0	0	0	0	0	0	0	0	0
O64784	1	1	0	0	0	0	0	0	0	0	0
O64787	1	1	0	0	0	0	0	0	0	0	0
O64788	1	1	0	0	0	0	0	0	0	0	0
O64789	1	1	0	0	0	0	0	0	0	0	0
O64790	1	1	0	0	0	0	0	0	0	0	0
O64791	1	1	0	0	0	0	0	0	0	0	0
O64792	1	1	0	0	0	0	0	0	0	0	0
O64793	1	1	0	0	0	0	0	0	0	0	0
O64798	1	1	0	0	0	0	0	0	0	0	0
O64800	1	1	0	0	0	0	0	0	0	0	0
O64801	1	1	0	0	0	0	0	0	0	0	0
O64806	1	1	0	0	0	0	0	0	0	0	0
O64810	1	1	0	0	0	0	0	0	0	0	0
O64811	1	1	0	0	0	0	0	0	0	0	0
O64812	1	1	0	0	0	0	0	0	0	0	0
O64814	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64815	1	1	0	0	0	0	0	0	0	0	0
O64816	1	1	uniprotkb	3702	1	1	0	0	0	0	1
O64817	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64818	1	1	0	0	0	0	0	0	0	0	0
O64823	1	1	0	0	0	0	0	0	0	0	0
O64825	1	1	0	0	0	0	0	0	0	0	0
O64827	1	1	0	0	0	0	0	0	0	0	0
O64834	1	1	0	0	0	0	0	0	0	0	0
O64836	1	1	0	0	0	0	0	0	0	0	0
O64837	1	1	0	0	0	0	0	0	0	0	0
O64843	1	1	uniprotkb	3702	0	0	1	0	0	0	1
O64847	1	1	0	0	0	0	0	0	0	0	0
O64851	1	1	0	0	0	0	0	0	0	0	0
O64862	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64864	1	1	0	0	0	0	0	0	0	0	0
O64868	1	1	0	0	0	0	0	0	0	0	0
O64870	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O64879	1	1	0	0	0	0	0	0	0	0	0
O64882	1	1	0	0	0	0	0	0	0	0	0
O64883	1	1	0	0	0	0	0	0	0	0	0
O64885	1	1	0	0	0	0	0	0	0	0	0
O64886	1	1	0	0	0	0	0	0	0	0	0
O64888	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64889	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64890	1	1	0	0	0	0	0	0	0	0	0
O64896	1	1	0	0	0	0	0	0	0	0	0
O64903	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O64948	1	1	0	0	0	0	0	0	0	0	0
O64973	1	1	0	0	0	0	0	0	0	0	0
O64989	1	1	0	0	0	0	0	0	0	0	0
O65020	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65023	1	1	0	0	0	0	0	0	0	0	0
O65036	1	1	0	0	0	0	0	0	0	0	0
O65041	1	1	0	0	0	0	0	0	0	0	0
O65090	1	1	0	0	0	0	0	0	0	0	0
O65154	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65155	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65187	1	0	0	0	0	0	0	0	0	0	0
O65201	1	1	0	0	0	0	0	0	0	0	0
O65202	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65220	1	1	0	0	0	0	0	0	0	0	0
O65238	1	1	0	0	0	0	0	0	0	0	0
O65251	1	1	0	0	0	0	0	0	0	0	0
O65252	1	1	0	0	0	0	0	0	0	0	0
O65258	1	1	0	0	0	0	0	0	0	0	0
O65268	1	1	0	0	0	0	0	0	0	0	0
O65269	1	1	0	0	0	0	0	0	0	0	0
O65270	1	1	0	0	0	0	0	0	0	0	0
O65271	1	1	0	0	0	0	0	0	0	0	0
O65272	1	1	0	0	0	0	0	0	0	0	0
O65278	1	1	0	0	0	0	0	0	0	0	0
O65280	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O65282	1	1	uniprotkb	3702	1	0	1	0	0	0	1
O65312	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65351	1	1	0	0	0	0	0	0	0	0	0
O65355	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65359	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65373	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65375	1	1	0	0	0	0	0	0	0	0	0
O65378	1	1	0	0	0	0	0	0	0	0	0
O65381	1	1	0	0	0	0	0	0	0	0	0
O65388	1	1	0	0	0	0	0	0	0	0	0
O65390	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65396	1	1	0	0	0	0	0	0	0	0	0
O65397	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O65399	1	1	0	0	0	0	0	0	0	0	0
O65402	1	1	0	0	0	0	0	0	0	0	0
O65403	1	1	0	0	0	0	0	0	0	0	0
O65404	1	1	0	0	0	0	0	0	0	0	0
O65405	1	1	0	0	0	0	0	0	0	0	0
O65413	1	1	0	0	0	0	0	0	0	0	0
O65416	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65418	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65420	1	1	0	0	0	0	0	0	0	0	0
O65421	1	1	uniprotkb	3702	1	0	0	0	1	0	1
O65426	1	1	0	0	0	0	0	0	0	0	0
O65429	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O65431	1	1	0	0	0	0	0	0	0	0	0
O65434	1	1	0	0	0	0	0	0	0	0	0
O65435	1	1	0	0	0	0	0	0	0	0	0
O65438	1	1	0	0	0	0	0	0	0	0	0
O65440	1	1	0	0	0	0	0	0	0	0	0
O65451	1	1	0	0	0	0	0	0	0	0	0
O65454	1	1	0	0	0	0	0	0	0	0	0
O65456	1	1	0	0	0	0	0	0	0	0	0
O65457	1	1	0	0	0	0	0	0	0	0	0
O65458	1	1	0	0	0	0	0	0	0	0	0
O65468	1	1	0	0	0	0	0	0	0	0	0
O65469	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65472	1	1	0	0	0	0	0	0	0	0	0
O65476	1	1	0	0	0	0	0	0	0	0	0
O65479	1	1	0	0	0	0	0	0	0	0	0
O65482	1	1	0	0	0	0	0	0	0	0	0
O65483	1	1	0	0	0	0	0	0	0	0	0
O65493	1	1	0	0	0	0	0	0	0	0	0
O65496	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O65499	1	1	0	0	0	0	0	0	0	0	0
O65502	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O65508	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65515	1	1	0	0	0	0	0	0	0	0	0
O65517	1	1	0	0	0	0	0	0	0	0	0
O65523	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O65530	1	1	0	0	0	0	0	0	0	0	0
O65537	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O65543	1	1	0	0	0	0	0	0	0	0	0
O65554	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65555	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65567	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65569	1	1	0	0	0	0	0	0	0	0	0
O65570	1	1	0	0	0	0	0	0	0	0	0
O65571	1	1	0	0	0	0	0	0	0	0	0
O65572	1	1	0	0	0	0	0	0	0	0	0
O65573	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65581	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65583	1	1	0	0	0	0	0	0	0	0	0
O65590	1	1	0	0	0	0	0	0	0	0	0
O65595	1	1	0	0	0	0	0	0	0	0	0
O65607	1	1	0	0	0	0	0	0	0	0	0
O65621	1	1	0	0	0	0	0	0	0	0	0
O65628	1	1	0	0	0	0	0	0	0	0	0
O65639	1	1	0	0	0	0	0	0	0	0	0
O65648	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O65649	1	1	0	0	0	0	0	0	0	0	0
O65657	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65660	1	1	0	0	0	0	0	0	0	0	0
O65663	1	1	0	0	0	0	0	0	0	0	0
O65665	1	1	uniprotkb	3702	0	1	0	0	0	0	1
O65669	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O65674	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65677	1	1	0	0	0	0	0	0	0	0	0
O65679	1	1	0	0	0	0	0	0	0	0	0
O65683	1	1	uniprotkb	3702	1	1	0	0	0	0	1
O65685	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65686	1	1	0	0	0	0	0	0	0	0	0
O65688	1	1	0	0	0	0	0	0	0	0	0
O65693	1	1	0	0	0	0	0	0	0	0	0
O65695	1	1	0	0	0	0	0	0	0	0	0
O65704	1	1	0	0	0	0	0	0	0	0	0
O65709	1	1	0	0	0	0	0	0	0	0	0
O65717	1	1	0	0	0	0	0	0	0	0	0
O65718	1	1	0	0	0	0	0	0	0	0	0
O65719	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65782	1	1	0	0	0	0	0	0	0	0	0
O65784	1	1	0	0	0	0	0	0	0	0	0
O65785	1	1	0	0	0	0	0	0	0	0	0
O65786	1	1	0	0	0	0	0	0	0	0	0
O65787	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65788	1	1	0	0	0	0	0	0	0	0	0
O65790	1	1	0	0	0	0	0	0	0	0	0
O65797	1	1	0	0	0	0	0	0	0	0	0
O65896	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O65902	1	1	0	0	0	0	0	0	0	0	0
O65919	1	1	0	0	0	0	0	0	0	0	0
O65921	1	1	0	0	0	0	0	0	0	0	0
O65924	1	1	0	0	0	0	0	0	0	0	0
O78310	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80337	1	1	0	0	0	0	0	0	0	0	0
O80338	1	1	0	0	0	0	0	0	0	0	0
O80339	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80340	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80341	1	1	0	0	0	0	0	0	0	0	0
O80345	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80358	1	1	0	0	0	0	0	0	0	0	0
O80365	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80366	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80396	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80397	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80434	1	1	0	0	0	0	0	0	0	0	0
O80436	1	1	0	0	0	0	0	0	0	0	0
O80437	1	1	0	0	0	0	0	0	0	0	0
O80438	1	1	0	0	0	0	0	0	0	0	0
O80439	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80443	1	1	0	0	0	0	0	0	0	0	0
O80444	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80446	1	1	0	0	0	0	0	0	0	0	0
O80448	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80450	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80452	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80458	1	1	0	0	0	0	0	0	0	0	0
O80462	1	1	0	0	0	0	0	0	0	0	0
O80467	1	1	0	0	0	0	0	0	0	0	0
O80470	1	1	0	0	0	0	0	0	0	0	0
O80472	1	1	0	0	0	0	0	0	0	0	0
O80474	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80475	1	1	0	0	0	0	0	0	0	0	0
O80476	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80477	1	1	0	0	0	0	0	0	0	0	0
O80480	1	1	uniprotkb	3702	1	0	0	1	0	0	1
O80482	1	1	0	0	0	0	0	0	0	0	0
O80483	1	1	0	0	0	0	0	0	0	0	0
O80488	1	1	0	0	0	0	0	0	0	0	0
O80489	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80492	1	1	0	0	0	0	0	0	0	0	0
O80494	1	1	0	0	0	0	0	0	0	0	0
O80497	1	1	0	0	0	0	0	0	0	0	0
O80498	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80501	1	1	0	0	0	0	0	0	0	0	0
O80502	1	1	0	0	0	0	0	0	0	0	0
O80504	1	1	0	0	0	0	0	0	0	0	0
O80505	1	1	0	0	0	0	0	0	0	0	0
O80506	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80507	1	1	0	0	0	0	0	0	0	0	0
O80513	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80517	1	1	0	0	0	0	0	0	0	0	0
O80518	1	1	0	0	0	0	0	0	0	0	0
O80522	1	1	0	0	0	0	0	0	0	0	0
O80526	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80528	1	1	0	0	0	0	0	0	0	0	0
O80533	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80536	1	1	uniprotkb	3702	1	0	1	0	0	0	1
O80542	1	1	0	0	0	0	0	0	0	0	0
O80543	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80548	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80560	1	1	0	0	0	0	0	0	0	0	0
O80562	1	1	0	0	0	0	0	0	0	0	0
O80565	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80567	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80568	1	1	0	0	0	0	0	0	0	0	0
O80573	1	1	0	0	0	0	0	0	0	0	0
O80574	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80575	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80579	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80580	1	1	0	0	0	0	0	0	0	0	0
O80582	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80585	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80588	1	1	0	0	0	0	0	0	0	0	0
O80592	1	1	0	0	0	0	0	0	0	0	0
O80594	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80603	1	1	0	0	0	0	0	0	0	0	0
O80605	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80608	1	1	0	0	0	0	0	0	0	0	0
O80612	1	1	0	0	0	0	0	0	0	0	0
O80622	1	1	0	0	0	0	0	0	0	0	0
O80623	1	1	0	0	0	0	0	0	0	0	0
O80624	1	1	0	0	0	0	0	0	0	0	0
O80626	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80630	1	1	0	0	0	0	0	0	0	0	0
O80632	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80634	1	1	0	0	0	0	0	0	0	0	0
O80638	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80641	1	1	0	0	0	0	0	0	0	0	0
O80642	1	1	0	0	0	0	0	0	0	0	0
O80644	1	1	0	0	0	0	0	0	0	0	0
O80646	1	1	0	0	0	0	0	0	0	0	0
O80647	1	1	0	0	0	0	0	0	0	0	0
O80651	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80653	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80654	1	1	0	0	0	0	0	0	0	0	0
O80658	1	1	0	0	0	0	0	0	0	0	0
O80662	1	1	0	0	0	0	0	0	0	0	0
O80669	1	1	0	0	0	0	0	0	0	0	0
O80673	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80674	1	1	0	0	0	0	0	0	0	0	0
O80675	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80678	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80683	1	1	0	0	0	0	0	0	0	0	0
O80685	1	1	0	0	0	0	0	0	0	0	0
O80689	1	1	0	0	0	0	0	0	0	0	0
O80690	1	1	0	0	0	0	0	0	0	0	0
O80695	1	1	0	0	0	0	0	0	0	0	0
O80699	1	1	0	0	0	0	0	0	0	0	0
O80713	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80714	1	1	0	0	0	0	0	0	0	0	0
O80719	1	1	uniprotkb	3702	1	1	0	0	0	0	1
O80722	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80725	1	1	0	0	0	0	0	0	0	0	0
O80731	1	1	0	0	0	0	0	0	0	0	0
O80734	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80735	1	1	0	0	0	0	0	0	0	0	0
O80736	1	1	0	0	0	0	0	0	0	0	0
O80737	1	1	0	0	0	0	0	0	0	0	0
O80738	1	1	0	0	0	0	0	0	0	0	0
O80739	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80741	1	1	0	0	0	0	0	0	0	0	0
O80742	1	1	0	0	0	0	0	0	0	0	0
O80758	1	1	0	0	0	0	0	0	0	0	0
O80760	1	1	0	0	0	0	0	0	0	0	0
O80762	1	1	0	0	0	0	0	0	0	0	0
O80763	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80765	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80770	1	1	0	0	0	0	0	0	0	0	0
O80775	1	1	0	0	0	0	0	0	0	0	0
O80777	1	1	0	0	0	0	0	0	0	0	0
O80783	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80786	1	1	uniprotkb	3702	1	1	0	0	0	0	1
O80792	1	1	0	0	0	0	0	0	0	0	0
O80795	1	1	0	0	0	0	0	0	0	0	0
O80796	1	1	0	0	0	0	0	0	0	0	0
O80800	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80803	1	1	0	0	0	0	0	0	0	0	0
O80805	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80807	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80809	1	1	0	0	0	0	0	0	0	0	0
O80813	1	1	0	0	0	0	0	0	0	0	0
O80822	1	1	0	0	0	0	0	0	0	0	0
O80823	1	1	0	0	0	0	0	0	0	0	0
O80831	1	1	0	0	0	0	0	0	0	0	0
O80832	1	1	0	0	0	0	0	0	0	0	0
O80833	0	0	uniprotkb	3702	1	0	0	0	0	0	1
O80834	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80837	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80839	1	1	0	0	0	0	0	0	0	0	0
O80840	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80842	1	1	uniprotkb	3702	1	1	0	0	0	0	1
O80844	1	1	0	0	0	0	0	0	0	0	0
O80845	1	1	0	0	0	0	0	0	0	0	0
O80852	1	1	uniprotkb	3702	1	0	0	0	0	0	1
O80854	1	1	0	0	0	0	0	0	0	0	0
