NAME	A3GALT2	A4GNT	ABCA10	ABCA4	ABCA8	ABCB9	ABCC11	ABCC13	ABCC8	ABHD2	ACAN	ACER2	ACOD1	ACR	ADAM2	ADAM30	ADAMTS8	ADAMTSL1	ADD2	ADM	AGRP	AKAP4	AKR1C4	ALG10	ALG10B	ALG1L	ALG1L2	ALG2	AMIGO1	AMIGO3	ANO2	ANO4	ANO7	AQP10	AQP2	AQP6	AQP7	AQP7P3	AQP8	AQP9	ART1	ART4	ART5	ARVCF	ASIC3	ASIC5	ATP10A	ATP10D	ATP11B	ATP13A5	ATP1B4	ATP5L2	ATP6AP1L	ATP6V0A4	ATP6V0E1	ATP6V0E2	ATP6V1G3	ATP7B	ATP8B3	AVP	B3GALNT2	B3GALT1	B3GALT5	B3GALT6	B3GAT2	B3GNT3	B3GNT6	B3GNT7	B3GNT8	B4GALNT1	B4GALT5	B4GALT6	BBC3	BEST2	BEST3	BSPH1	C1RL	C20orf173	C2orf83	C3AR1	C8A	C8B	CA5A	CA5B	CA6	CA7	CACNA1E	CACNA2D4	CACNG3	CACNG4	CACNG5	CACNG6	CACNG7	CACNG8	CADM2	CADM3	CALHM2	CALHM3	CANT1	CASQ1	CATSPER3	CATSPER4	CATSPERB	CATSPERG	CBLN1	CCL8	CCR6	CCS	CDH19	CDH20	CDH22	CDH26	CDH6	CDH8	CDH9	CDHR1	CDHR4	CELA1	CFHR5	CHRFAM7A	CHRNA10	CHRNA2	CHRNA9	CHRNB3	CHRNE	CHST11	CHST14	CHST7	CHST8	CHST9	CLCA3P	CLCA4	CLCN4	CLCN5	CLDN10	CLDN11	CLDN17	CLDN18	CLDN20	CLDN22	CLDN23	CLDN5	CLDN6	CLDN9	CLIC6	CLSTN2	CNGA2	CNGA4	CNGB3	CNIH2	COL11A1	COLEC10	COLEC11	COX10	COX4I2	COX7A1	COX7A2P2	COX7B2	COX8C	CPAMD8	CRHBP	CRISP1	CRTAM	CSGALNACT1	CST9	CTNS	CX3CL1	CXCR3	CYB5RL	CYP27B1	CYTL1	DAZ2	DCHS2	DEFB126	DERL3	DHDDS	DHRS7C	DNLZ	DPY19L2	DPY19L2P2	DRD3	DSCAM	DSEL	DSG3	DSPP	ECEL1	EDN3	EGFLAM	ELSPBP1	EMB	ENTHD1	EQTN	ERFE	ERVK-10	ERVK-11	ERVK-18	ERVK-19	ERVK-25	ERVK-6	ERVK-7	ERVK-8	EXTL2	F2RL3	FABP6	FAM155A	FAM155B	FAM170B	FAM26D	FAM26E	FAM26F	FAT2	FAT3	FETUB	FFAR1	FFAR4	FGFRL1	FKRP	FKTN	FLVCR2	FTH1P19	FTMT	FUT1	FUT10	FUT3	FUT4	FUT5	FUT6	FUT7	FXYD1	FXYD2	FXYD4	FXYD5	FXYD6P3	GABRA5	GABRE	GABRG1	GABRG2	GABRG3	GABRP	GABRQ	GABRR2	GABRR3	GADL1	GAL3ST3	GALNT11	GALNT13	GALNT14	GALNT16	GALNT18	GALNT4	GALNT9	GALNTL5	GALNTL6	GALR3	GCNT2	GCNT4	GCNT6	GCNT7	GGTA1P	GJA10	GJA3	GJA8	GJA9	GJB1	GJD2	GLIPR1L1	GLRA3	GLRA4	GLT6D1	GPD1L	GPR139	GPR149	GPR155	GPR35	GPR83	GPR84	GRIA3	GRID1	GRIK1	GRIK3	GRIK4	GRIN3A	GRIN3B	GRM6	GRM7	GRP	GRPEL1	GRPEL2	GXYLT2	HCN1	HCN3	HCRTR1	HCRTR2	HEPH	HEPHL1	HLA-A	HLA-DQB2	HLA-DRB1	HOXD10	HPN	HPSE2	HS3ST3B1	HS3ST4	HS3ST5	HS3ST6	HS6ST3	HTR1D	HTR1F	HVCN1	HYAL4	IFNA10	IFNA17	IFNA21	IFNA5	IFNA6	IFNA7	IFNA8	IFNE	IFNK	IGHE	IGHV1-69	IGHV2-5	IGHV2-70	IGHV3-11	IGHV3-13	IGHV3-30	IGHV3-48	IGHV3-53	IGHV3-7	IGHV3-9	IGHV4-34	IGHV4-39	IGHV4-59	IGKC	IGKV1-16	IGKV1-17	IGKV1-39	IGKV1D-12	IGKV1D-33	IGKV1D-39	IGKV2-30	IGKV2D-28	IGKV3-15	IGKV3-20	IGKV5-2	IGLV1-40	IGLV1-44	IGLV1-51	IGLV2-11	IGLV2-14	IGLV3-1	IGLV3-19	IGLV3-21	IGLV3-25	IGLV3-27	IGLV6-57	IGLV7-43	IGSF9B	IMPAD1	INSL3	IQCF1	ISPD	IZUMO1	IZUMO1R	JPH2	KCNA7	KCNC1	KCNC2	KCNC3	KCND1	KCNE1B	KCNE2	KCNG2	KCNG4	KCNH4	KCNH5	KCNH6	KCNH8	KCNJ1	KCNJ12	KCNJ13	KCNJ14	KCNJ18	KCNJ3	KCNJ5	KCNJ8	KCNJ9	KCNK13	KCNK15	KCNK17	KCNK18	KCNK2	KCNK6	KCNK7	KCNK9	KCNMB3	KCNMB4	KCNN3	KCNQ3	KCNQ4	KCNQ5	KCNS1	KCNT1	KCNT2	KCNU1	KIRREL3	KLKB1	KRBA2	LCN6	LEP	LMF1	LPO	LRRC26	LRRC38	LRRC55	LY6K	MAN1A1	MCHR1	MCHR2	MCOLN2	MCUR1	ME3	MFSD14A	MFSD4A	MFSD7	MFSD8	MFSD9	MGAT2	MGAT3	MGAT4A	MGAT4C	MGAT4D	MNX1	MOGAT1	MOGAT2	MOGAT3	MPC1L	MRLN	MS4A2	MUC15	MUC17	MUC19	MUC21	MUC3B	MUC5B	MUC6	MYADM	NANOS3	NCR3	NDNF	NDST1	NDST2	NDST3	NDST4	NDUFAF6	NIPA1	NIPA2	NIPAL1	NIPAL2	NKAIN1	NKAIN2	NKAIN3	NKAIN4	NLGN2	NMS	NMUR1	NOX1	NPB	NPBWR1	NPFFR1	NPFFR2	NPS	NPSR1	NPW	NPY4R	NRXN1	NTSR2	NXPH2	NXPH4	OC90	OSR1	P2RX2	P2RX3	P2RY12	PCDH11Y	PCDH20	PCDHAC1	PCDHAC2	PCDHB1	PCDHB11	PCDHB13	PCDHB16	PCDHB18P	PCDHB2	PCDHB3	PCDHB4	PCDHB6	PCDHB7	PCDHB8	PCDHB9	PCDHGA1	PCDHGA10	PCDHGA11	PCDHGA12	PCDHGA2	PCDHGA3	PCDHGA4	PCDHGA5	PCDHGA6	PCDHGA8	PCDHGB1	PCDHGB2	PCDHGB3	PCDHGB4	PCDHGB6	PCDHGB7	PCDHGC4	PCDHGC5	PCSK4	PDPK1	PDYN	PEX5L	PGC	PIEZO2	PIGB	PIGV	PIGZ	PIRT	PITX3	PKD1L1	PKD2L2	PLA2G12B	PLA2G2C	PLA2G2D	PLA2G2E	PLA2G2F	PLA2G5	PLA2R1	PLCZ1	PMCH	PNOC	POGLUT1	POMT2	PORCN	PQLC2	PRNP	PROCA1	PROK2	PROKR1	PROKR2	PRSS37	PTGDR2	PTH2	PXYLP1	PYY2	PYY3	QRFP	QRFPR	RELN	RGN	RHAG	RHCE	RHCG	RHD	RNASE7	RNF207	RTP1	RTP3	RXFP3	SCARA5	SCN10A	SCN1B	SCN2B	SCN3B	SCN4A	SCN4B	SCN7A	SEC14L3	SERINC2	SERINC4	SFXN5	SHISA9	SLC10A2	SLC10A4	SLC10A5	SLC10A6	SLC10A7	SLC11A1	SLC12A3	SLC12A5	SLC13A1	SLC13A2	SLC13A3	SLC13A4	SLC14A1	SLC15A1	SLC15A2	SLC15A5	SLC16A10	SLC16A11	SLC16A12	SLC16A14	SLC16A2	SLC16A5	SLC17A1	SLC17A2	SLC17A3	SLC17A4	SLC17A6	SLC17A7	SLC17A8	SLC18A1	SLC18A2	SLC18A3	SLC18B1	SLC22A10	SLC22A11	SLC22A13	SLC22A14	SLC22A15	SLC22A16	SLC22A25	SLC22A31	SLC22A4	SLC22A9	SLC24A2	SLC24A3	SLC24A4	SLC25A14	SLC25A15	SLC25A16	SLC25A2	SLC25A26	SLC25A28	SLC25A37	SLC25A40	SLC25A41	SLC25A43	SLC25A44	SLC25A45	SLC26A1	SLC26A10	SLC26A11	SLC26A4	SLC26A5	SLC26A6	SLC26A7	SLC26A9	SLC27A6	SLC28A1	SLC28A3	SLC29A3	SLC29A4	SLC2A10	SLC2A11	SLC2A13	SLC2A2	SLC2A6	SLC2A7	SLC2A8	SLC2A9	SLC30A10	SLC30A4	SLC31A1	SLC31A2	SLC34A1	SLC34A3	SLC35A1	SLC35A5	SLC35C1	SLC35D1	SLC35D2	SLC35G1	SLC36A3	SLC37A1	SLC37A2	SLC38A11	SLC38A4	SLC38A6	SLC38A8	SLC39A11	SLC39A12	SLC39A2	SLC39A3	SLC39A4	SLC39A5	SLC39A8	SLC3A1	SLC44A4	SLC44A5	SLC45A3	SLC46A2	SLC46A3	SLC47A1	SLC47A2	SLC4A11	SLC4A3	SLC4A9	SLC5A10	SLC5A12	SLC5A2	SLC5A7	SLC5A9	SLC6A11	SLC6A14	SLC6A16	SLC6A17	SLC6A18	SLC6A19	SLC6A5	SLC6A7	SLC7A13	SLC7A3	SLC7A4	SLC7A5P1	SLC7A5P2	SLC7A8	SLC8A2	SLC8A3	SLC9A4	SLC9A6	SLC9B1	SLC9B1P1	SLC9C2	SLCO1B1	SLCO1B3	SLCO1B7	SLCO1C1	SLCO2B1	SLCO6A1	SORCS1	SPAM1	SPESP1	SPINK13	SPINK5	SPINK8	SPNS2	SPNS3	SSTR1	ST20	ST3GAL4	ST3GAL5	ST3GAL6	ST6GALNAC3	ST6GALNAC5	ST8SIA1	ST8SIA2	ST8SIA3	ST8SIA4	ST8SIA6	STEAP1B	STEAP2	SULF1	SV2C	SVOP	SYT8	T	TAS1R1	TAS1R2	TAS1R3	TAS2R1	TAS2R10	TAS2R13	TAS2R14	TAS2R16	TAS2R19	TAS2R20	TAS2R3	TAS2R30	TAS2R31	TAS2R38	TAS2R39	TAS2R4	TAS2R40	TAS2R41	TAS2R42	TAS2R43	TAS2R45	TAS2R46	TAS2R5	TAS2R50	TAS2R60	TAS2R7	TAS2R9	TCAF2	TENM1	TENM4	TMC2	TMC3	TMC7	TMC8	TMEM110	TMEM161B	TMEM38A	TMEM63C	TRDC	TREM1	TREM2	TRH	TRPM2	TRPM3	TRPM5	TRPM8	TRPV1	TRPV3	TSPAN13	TSPAN32	TTYH1	UCMA	UCN	UCP1	UMODL1	UQCRHL	UTS2R	WBP2NL	WBSCR17	WEE2	WNT10B	XKRY	XXYLT1	ZACN	ZAN	ZBED9	ZDHHC13	ZNF93	ZP1	ZP3	ZP4	ZPBP2
detection of chemical stimulus involved in sensory perception of bitter taste	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
humoral immune response mediated by circulating immunoglobulin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ion transport	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
cation transport	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
sodium ion transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
